Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,ACVRL1,Serine/threonine-protein kinase receptor R3,23208,355,2.77 [2.00-3.83],9.042132206832427e-10
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,AGRN,Agrin,23533,362,1.78 [1.41-2.24],1.0277163113801258e-06
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,AMBP,Protein AMBP,23616,358,3.21 [2.05-5.03],3.246231443946812e-07
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,ANGPT2,Angiopoietin-2,23652,360,1.64 [1.30-2.08],3.819880077435676e-05
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,ASGR1,Asialoglycoprotein receptor 1,23251,356,2.02 [1.53-2.67],9.137728695954156e-07
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,ATRAID,All-trans retinoic acid-induced differentiation factor,20289,302,1.64 [1.31-2.06],2.007367300974644e-05
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,B2M,Beta-2-microglobulin,20372,303,1.54 [1.28-1.87],6.0799355611891625e-06
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,BAMBI,BMP and activin membrane-bound inhibitor homolog,22896,345,2.07 [1.57-2.72],2.468684221858419e-07
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,BSG,Basigin,23685,358,2.56 [1.65-3.98],2.9975292275469205e-05
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,BTN2A1,Butyrophilin subfamily 2 member A1,23533,362,2.15 [1.57-2.93],1.413873765467213e-06
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CALB1,Calbindin,23339,359,1.58 [1.29-1.93],1.0741084189841274e-05
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CCN3,CCN family member 3,23701,358,1.71 [1.32-2.21],4.911501374069649e-05
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CD300E,CMRF35-like molecule 2,23588,360,1.72 [1.40-2.12],3.333507867376063e-07
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CD302,CD302 antigen,23339,359,2.35 [1.82-3.03],6.535084084310824e-11
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CD5,T-cell surface glycoprotein CD5,23616,358,1.62 [1.33-1.98],2.082331318669974e-06
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CD59,CD59 glycoprotein,22627,338,2.45 [1.75-3.43],1.9087875094203626e-07
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CD74,HLA class II histocompatibility antigen gamma chain,23665,359,1.84 [1.43-2.38],2.245605881882228e-06
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CD83,CD83 antigen,23423,358,1.84 [1.43-2.36],1.9402157496176373e-06
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CDH3,Cadherin-3,23665,359,1.68 [1.32-2.14],2.576875133909892e-05
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CLEC14A,C-type lectin domain family 14 member A,23463,358,2.10 [1.60-2.76],1.0171955977330185e-07
Chapter XIV Diseases of the genitourinary system,Cyst of kidney,CLEC5A,C-type lectin domain family 5 member A,23368,353,1.84 [1.37-2.46],4.866231061068729e-05
