Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter VIII Diseases of the ear and mastoid process,Other disorders of ear,LGALS9,Galectin-9,Inverse variance weighted,39,0.96 [0.93-1.00],0.0307733196864535
Chapter VIII Diseases of the ear and mastoid process,Other disorders of ear,RNASET2,Ribonuclease T2,Inverse variance weighted,25,0.97 [0.94-1.00],0.0325966531373141
