Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
XCL1,Lymphotactin,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,24451,999,1.35 [1.24-1.47],1.4992453688168405e-12
XCL1,Lymphotactin,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,18652,779,1.49 [1.35-1.64],4.0130738535738597e-16
XCL1,Lymphotactin,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,25239,85,1.80 [1.49-2.17],7.439168379448855e-10
XCL1,Lymphotactin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24979,1044,1.38 [1.27-1.49],1.1649031767671008e-14
XCL1,Lymphotactin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,26575,273,1.52 [1.33-1.74],6.841434082483852e-10
XCL1,Lymphotactin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,26420,421,1.53 [1.35-1.72],1.7195257387405767e-11
XCL1,Lymphotactin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,26410,411,1.50 [1.33-1.70],2.0519049624503728e-10
XCL1,Lymphotactin,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,20609,2841,1.37 [1.28-1.46],4.781736641817523e-21
XCL1,Lymphotactin,Chapter IX Diseases of the circulatory system,"Hypertension, essential",21643,2094,1.35 [1.25-1.45],3.096215359230535e-16
XCL1,Lymphotactin,Chapter IX Diseases of the circulatory system,Hypertension,21665,2116,1.36 [1.27-1.46],1.183356339943576e-17
XCL1,Lymphotactin,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,19599,50,2.24 [1.77-2.82],1.0021861285200894e-11
XCL1,Lymphotactin,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",19644,95,1.91 [1.56-2.32],1.7884404662450722e-10
XCL1,Lymphotactin,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,16981,282,1.69 [1.45-1.97],1.520048679268297e-11
XCL1,Lymphotactin,Chapter IX Diseases of the circulatory system,"Heart failure, strict",27145,103,1.80 [1.49-2.17],5.911735543067488e-10
XCL1,Lymphotactin,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,22761,2139,1.23 [1.15-1.32],5.29752848592415e-10
XCL1,Lymphotactin,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,19380,6106,1.20 [1.15-1.26],1.131587456606267e-13
XCL1,Lymphotactin,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,26753,785,1.35 [1.23-1.48],2.014409926108722e-10
XCL1,Lymphotactin,Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,26742,774,1.35 [1.23-1.48],3.0584554605565114e-10
XCL1,Lymphotactin,Chapter XI Diseases of the digestive system,Diseases of liver,27196,109,1.90 [1.62-2.23],4.155871744073649e-15
XCL1,Lymphotactin,Chapter XI Diseases of the digestive system,Diseases of the digestive system,26580,311,1.56 [1.38-1.77],3.518342367885319e-12
XCL1,Lymphotactin,Chapter XI Diseases of the digestive system,Intestinal malabsorption,26375,106,1.93 [1.64-2.26],8.91505740852351e-16
XCL1,Lymphotactin,Chapter XI Diseases of the digestive system,Coeliac disease,26359,90,1.96 [1.65-2.33],1.2544593910746418e-14
XCL1,Lymphotactin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,19138,217,1.59 [1.37-1.84],6.825121949138557e-10
XCL1,Lymphotactin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",27407,208,1.60 [1.38-1.85],2.0508054542948717e-10
XCL1,Lymphotactin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,27424,190,1.67 [1.45-1.93],1.7264370509984542e-12
XCL1,Lymphotactin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other soft tissue disorders, not elsewhere classified",24328,548,1.40 [1.26-1.56],9.644743909023221e-10
