Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,A1BG,Alpha-1B-glycoprotein,24271,290,0.56 [0.30-1.04],0.0647796995288559
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,AAMDC,Mth938 domain-containing protein,23601,284,0.92 [0.73-1.14],0.4435890630354291
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,AARSD1,Alanyl-tRNA editing protein Aarsd1,27668,341,0.90 [0.75-1.07],0.2249125326515579
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ABCA2,ATP-binding cassette sub-family A member 2,23455,277,1.06 [0.78-1.45],0.7117030270933158
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ABHD14B,Protein ABHD14B,27506,338,0.91 [0.77-1.08],0.2948066204427398
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ABL1,Tyrosine-protein kinase ABL1,27668,341,0.86 [0.74-1.00],0.056219681355325
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ABO,Histo-blood group ABO system transferase,24236,289,1.08 [1.00-1.17],0.0617450847281489
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ABRAXAS2,BRISC complex subunit Abraxas 2,23455,277,0.91 [0.76-1.09],0.3159668898582268
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",27137,332,0.88 [0.77-1.00],0.0585388154838951
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23770,282,0.88 [0.73-1.06],0.1840560935322662
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",24224,290,0.91 [0.79-1.04],0.1797488774926829
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ACAN,Aggrecan core protein,27546,338,0.73 [0.51-1.04],0.0838038164356413
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ACE,Angiotensin-converting enzyme,24236,289,0.83 [0.52-1.31],0.4213984088201555
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ACE2,Angiotensin-converting enzyme 2,27279,331,0.83 [0.64-1.08],0.1670893719636589
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ACHE,Acetylcholinesterase,23711,279,0.98 [0.68-1.43],0.9317927141182396
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ACOT13,Acyl-coenzyme A thioesterase 13,24098,290,0.97 [0.88-1.08],0.6252494239989386
"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27791,341,1.07 [0.87-1.31],0.5226357302037583
