Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",A1BG,Alpha-1B-glycoprotein,23750,420,0.79 [0.47-1.33],0.3692049474834177
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AAMDC,Mth938 domain-containing protein,23098,407,1.08 [0.91-1.29],0.3751956921055931
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AARSD1,Alanyl-tRNA editing protein Aarsd1,27072,472,1.03 [0.89-1.19],0.7198189466173304
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABCA2,ATP-binding cassette sub-family A member 2,22945,397,1.09 [0.84-1.41],0.5232810102020994
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABHD14B,Protein ABHD14B,26918,472,0.96 [0.84-1.11],0.5937499500956918
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABL1,Tyrosine-protein kinase ABL1,27072,472,1.11 [0.99-1.25],0.0793577424338839
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABO,Histo-blood group ABO system transferase,23718,415,1.06 [0.99-1.13],0.0785956344336116
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ABRAXAS2,BRISC complex subunit Abraxas 2,22945,397,1.07 [0.92-1.23],0.3864475511626645
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26566,462,1.21 [1.10-1.33],6.53427994336045e-05
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23254,408,1.04 [0.92-1.18],0.5528417052866027
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23707,414,1.02 [0.92-1.13],0.7192442306540784
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACAN,Aggrecan core protein,26960,465,1.22 [0.91-1.63],0.1851462799894072
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACE,Angiotensin-converting enzyme,23718,415,0.95 [0.66-1.37],0.7934792473393274
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACE2,Angiotensin-converting enzyme 2,26704,465,1.27 [1.09-1.48],0.0022920969390376
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACHE,Acetylcholinesterase,23203,406,1.01 [0.75-1.36],0.9357880793527537
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACOT13,Acyl-coenzyme A thioesterase 13,23584,416,1.02 [0.94-1.11],0.6098944500471273
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27198,471,1.05 [0.89-1.24],0.5433693262748425
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACP1,Low molecular weight phosphotyrosine protein phosphatase,23028,406,0.91 [0.73-1.13],0.4075996856804704
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACP5,Tartrate-resistant acid phosphatase type 5,27323,482,1.48 [1.17-1.88],0.0012128951744186
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACP6,Lysophosphatidic acid phosphatase type 6,27376,483,1.08 [0.96-1.23],0.2117605093632576
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACRBP,Acrosin-binding protein,23570,418,1.03 [0.80-1.31],0.8405735587090889
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACRV1,Acrosomal protein SP-10,23028,406,1.01 [0.77-1.33],0.9451976268427388
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACSL1,Long-chain-fatty-acid--CoA ligase 1,22945,397,0.98 [0.76-1.27],0.90223190459203
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACTA2,"Actin, aortic smooth muscle",26704,465,1.15 [0.97-1.37],0.1008444774329135
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACTN2,Alpha-actinin-2,22945,397,1.13 [0.95-1.33],0.1624377521932379
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACTN4,Alpha-actinin-4,26649,469,1.18 [0.94-1.50],0.1572564717802973
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACVRL1,Serine/threonine-protein kinase receptor R3,26967,472,1.40 [1.01-1.94],0.0417946142631687
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACY1,Aminoacylase-1,27198,471,1.11 [0.98-1.27],0.101307307816597
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,22945,397,0.98 [0.83-1.17],0.8492870952433291
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ACYP1,Acylphosphatase-1,23107,405,1.12 [0.97-1.30],0.1095223028969974
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADA,Adenosine deaminase,27477,482,1.14 [0.91-1.43],0.2524004091287829
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADA2,Adenosine deaminase 2,27017,478,1.26 [1.04-1.53],0.0164445552868283
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23028,406,1.34 [1.11-1.62],0.0021985477303733
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,26704,465,1.02 [0.78-1.34],0.8967418249988376
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,27008,473,1.17 [0.92-1.47],0.1968477123442003
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,27477,482,1.00 [0.79-1.26],0.9906306799729144
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27384,481,1.16 [0.87-1.55],0.3093433019140622
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23584,416,1.43 [1.06-1.92],0.0191859492721402
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,23028,406,1.18 [0.89-1.57],0.2464611479413219
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,27527,483,0.85 [0.60-1.20],0.3454558950506092
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,27072,472,1.21 [1.01-1.46],0.0441042371495299
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,26704,465,1.16 [0.92-1.46],0.2176212037868032
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,23028,406,1.28 [0.99-1.64],0.0584245092087309
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27288,484,0.81 [0.68-0.97],0.0185914717688056
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTSL2,ADAMTS-like protein 2,23705,414,1.41 [1.06-1.88],0.0192991480497014
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTSL4,ADAMTS-like protein 4,23098,407,1.42 [0.94-2.12],0.0923094497185228
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADAMTSL5,ADAMTS-like protein 5,23707,414,1.00 [0.78-1.27],0.9780616556486232
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,26566,462,1.08 [0.88-1.33],0.4667705275494226
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADD1,Alpha-adducin,23203,406,1.09 [0.95-1.25],0.2234275803608468
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADGRB3,Adhesion G protein-coupled receptor B3,26967,472,1.26 [0.99-1.61],0.0592940960110433
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADGRD1,Adhesion G-protein coupled receptor D1,23203,406,1.00 [0.77-1.29],0.9976140956141596
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADGRE1,Adhesion G protein-coupled receptor E1,23584,416,1.16 [0.98-1.37],0.0757203116385146
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADGRE2,Adhesion G protein-coupled receptor E2,27326,483,1.17 [0.88-1.55],0.2771866475751028
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADGRE5,Adhesion G protein-coupled receptor E5,27392,483,1.26 [0.97-1.64],0.0828231245829167
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADGRF5,Adhesion G protein-coupled receptor F5,23707,414,1.13 [0.83-1.56],0.4319884719159863
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADGRG1,Adhesion G-protein coupled receptor G1,27072,472,1.12 [0.98-1.28],0.1050938682459586
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADGRG2,Adhesion G-protein coupled receptor G2,27198,471,1.03 [0.76-1.40],0.8262926300250553
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADGRV1,Adhesion G-protein coupled receptor V1,22935,411,1.04 [0.91-1.18],0.6077871224601032
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADH1B,All-trans-retinol dehydrogenase,23203,406,1.09 [0.97-1.24],0.1500305088926427
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,26704,465,1.15 [1.04-1.26],0.0039802756743122
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADIPOQ,Adiponectin,23750,420,0.87 [0.76-0.99],0.0418366730174357
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADM,Pro-adrenomedullin,27424,483,1.27 [0.94-1.71],0.1215339107820678
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",ADRA2A,Alpha-2A adrenergic receptor,22945,397,0.92 [0.80-1.06],0.2636251240690855
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AFAP1,Actin filament-associated protein 1,23203,406,0.99 [0.89-1.11],0.9056600525555388
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AFM,Afamin,23750,420,1.61 [0.98-2.65],0.0611880499513899
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AFP,Alpha-fetoprotein,26927,471,1.00 [0.89-1.13],0.964685877037724
Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",AGBL2,Cytosolic carboxypeptidase 2,22935,411,0.96 [0.86-1.06],0.3841423290237109
