Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Impacted teeth,A1BG,Alpha-1B-glycoprotein,24221,81,1.13 [0.34-3.69],0.8456079165292992
Chapter XI Diseases of the digestive system,Impacted teeth,AAMDC,Mth938 domain-containing protein,23551,81,0.99 [0.66-1.47],0.9507717989211708
Chapter XI Diseases of the digestive system,Impacted teeth,AARSD1,Alanyl-tRNA editing protein Aarsd1,27610,93,1.06 [0.77-1.46],0.737042511866081
Chapter XI Diseases of the digestive system,Impacted teeth,ABCA2,ATP-binding cassette sub-family A member 2,23405,80,0.90 [0.50-1.62],0.7142182169846686
Chapter XI Diseases of the digestive system,Impacted teeth,ABHD14B,Protein ABHD14B,27447,93,1.08 [0.79-1.47],0.6232752174445422
Chapter XI Diseases of the digestive system,Impacted teeth,ABL1,Tyrosine-protein kinase ABL1,27610,93,1.19 [0.92-1.52],0.1776305352807635
Chapter XI Diseases of the digestive system,Impacted teeth,ABO,Histo-blood group ABO system transferase,24186,79,0.98 [0.85-1.14],0.8326187949742533
Chapter XI Diseases of the digestive system,Impacted teeth,ABRAXAS2,BRISC complex subunit Abraxas 2,23405,80,1.07 [0.78-1.48],0.6567851094569898
Chapter XI Diseases of the digestive system,Impacted teeth,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",27084,95,1.16 [0.94-1.44],0.1591547764365485
Chapter XI Diseases of the digestive system,Impacted teeth,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23722,78,0.84 [0.59-1.20],0.3435880752030008
Chapter XI Diseases of the digestive system,Impacted teeth,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",24174,81,0.95 [0.74-1.21],0.6543820701139507
Chapter XI Diseases of the digestive system,Impacted teeth,ACAN,Aggrecan core protein,27487,93,1.16 [0.61-2.22],0.6552366880228523
Chapter XI Diseases of the digestive system,Impacted teeth,ACE,Angiotensin-converting enzyme,24186,79,1.04 [0.45-2.43],0.9234088272212594
Chapter XI Diseases of the digestive system,Impacted teeth,ACE2,Angiotensin-converting enzyme 2,27225,90,0.98 [0.65-1.49],0.9360519831134336
Chapter XI Diseases of the digestive system,Impacted teeth,ACHE,Acetylcholinesterase,23662,77,1.52 [0.82-2.81],0.1867057028929388
Chapter XI Diseases of the digestive system,Impacted teeth,ACOT13,Acyl-coenzyme A thioesterase 13,24050,81,1.07 [0.89-1.29],0.4546279542855014
Chapter XI Diseases of the digestive system,Impacted teeth,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27732,95,1.02 [0.70-1.47],0.9325563755421874
Chapter XI Diseases of the digestive system,Impacted teeth,ACP1,Low molecular weight phosphotyrosine protein phosphatase,23486,80,0.85 [0.52-1.40],0.5162250437037357
Chapter XI Diseases of the digestive system,Impacted teeth,ACP5,Tartrate-resistant acid phosphatase type 5,27857,97,1.21 [0.70-2.08],0.4949616542223515
Chapter XI Diseases of the digestive system,Impacted teeth,ACP6,Lysophosphatidic acid phosphatase type 6,27915,97,1.07 [0.81-1.41],0.627206405302566
Chapter XI Diseases of the digestive system,Impacted teeth,ACRBP,Acrosin-binding protein,24039,81,0.91 [0.51-1.63],0.7624659130902132
Chapter XI Diseases of the digestive system,Impacted teeth,ACRV1,Acrosomal protein SP-10,23486,80,0.99 [0.54-1.83],0.9801358480124036
Chapter XI Diseases of the digestive system,Impacted teeth,ACSL1,Long-chain-fatty-acid--CoA ligase 1,23405,80,0.85 [0.46-1.57],0.6014225268208047
Chapter XI Diseases of the digestive system,Impacted teeth,ACTA2,"Actin, aortic smooth muscle",27225,90,0.77 [0.48-1.24],0.2788853234750609
Chapter XI Diseases of the digestive system,Impacted teeth,ACTN2,Alpha-actinin-2,23405,80,0.70 [0.45-1.11],0.1278295834183711
Chapter XI Diseases of the digestive system,Impacted teeth,ACTN4,Alpha-actinin-4,27177,94,1.05 [0.60-1.86],0.8572057580854481
Chapter XI Diseases of the digestive system,Impacted teeth,ACVRL1,Serine/threonine-protein kinase receptor R3,27495,93,1.09 [0.50-2.36],0.8266419076607747
Chapter XI Diseases of the digestive system,Impacted teeth,ACY1,Aminoacylase-1,27732,95,0.82 [0.60-1.12],0.2084030593082141
Chapter XI Diseases of the digestive system,Impacted teeth,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23405,80,0.69 [0.46-1.03],0.0723010925408505
Chapter XI Diseases of the digestive system,Impacted teeth,ACYP1,Acylphosphatase-1,23566,77,1.04 [0.75-1.45],0.7988825161776667
Chapter XI Diseases of the digestive system,Impacted teeth,ADA,Adenosine deaminase,28019,97,0.84 [0.51-1.41],0.5177261037144081
Chapter XI Diseases of the digestive system,Impacted teeth,ADA2,Adenosine deaminase 2,27555,95,0.94 [0.61-1.47],0.7977782576760603
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23486,80,1.08 [0.69-1.68],0.7408255067897322
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,27225,90,0.83 [0.45-1.55],0.5604099299613847
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,27537,93,1.33 [0.78-2.28],0.2930249214857395
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,28019,97,1.51 [0.88-2.61],0.1362984113080266
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27923,97,1.22 [0.64-2.32],0.5403553244762008
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,24050,81,1.10 [0.54-2.25],0.7908103646294475
Chapter XI Diseases of the digestive system,Impacted teeth,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,23486,80,1.01 [0.52-1.96],0.9731457440872634
Chapter XI Diseases of the digestive system,Impacted teeth,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,28069,97,1.10 [0.50-2.42],0.8126787270050111
Chapter XI Diseases of the digestive system,Impacted teeth,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,27610,93,1.25 [0.82-1.90],0.2906084607259274
Chapter XI Diseases of the digestive system,Impacted teeth,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,27225,90,1.05 [0.60-1.83],0.861640915015662
Chapter XI Diseases of the digestive system,Impacted teeth,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,23486,80,1.40 [0.83-2.35],0.2018899649129508
Chapter XI Diseases of the digestive system,Impacted teeth,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27831,97,1.23 [0.83-1.84],0.3036032695193212
Chapter XI Diseases of the digestive system,Impacted teeth,ADAMTSL2,ADAMTS-like protein 2,24173,80,1.12 [0.55-2.26],0.7556187777270587
Chapter XI Diseases of the digestive system,Impacted teeth,ADAMTSL4,ADAMTS-like protein 4,23551,81,1.22 [0.50-2.99],0.6691182549142294
Chapter XI Diseases of the digestive system,Impacted teeth,ADAMTSL5,ADAMTS-like protein 5,24174,81,0.96 [0.55-1.64],0.8684048324354465
Chapter XI Diseases of the digestive system,Impacted teeth,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,27084,95,1.15 [0.76-1.74],0.5032369383979917
Chapter XI Diseases of the digestive system,Impacted teeth,ADD1,Alpha-adducin,23662,77,1.25 [0.91-1.71],0.1628059879899317
Chapter XI Diseases of the digestive system,Impacted teeth,ADGRB3,Adhesion G protein-coupled receptor B3,27495,93,1.13 [0.65-1.95],0.6695445767150736
Chapter XI Diseases of the digestive system,Impacted teeth,ADGRD1,Adhesion G-protein coupled receptor D1,23662,77,0.65 [0.35-1.21],0.1760370507652318
Chapter XI Diseases of the digestive system,Impacted teeth,ADGRE1,Adhesion G protein-coupled receptor E1,24050,81,0.96 [0.65-1.41],0.8162328956858592
Chapter XI Diseases of the digestive system,Impacted teeth,ADGRE2,Adhesion G protein-coupled receptor E2,27871,97,0.87 [0.46-1.64],0.6626975308747081
Chapter XI Diseases of the digestive system,Impacted teeth,ADGRE5,Adhesion G protein-coupled receptor E5,27932,97,0.92 [0.50-1.70],0.7895360933597797
Chapter XI Diseases of the digestive system,Impacted teeth,ADGRF5,Adhesion G protein-coupled receptor F5,24174,81,0.96 [0.47-1.96],0.9163821429180554
Chapter XI Diseases of the digestive system,Impacted teeth,ADGRG1,Adhesion G-protein coupled receptor G1,27610,93,0.74 [0.46-1.18],0.2009118113506809
Chapter XI Diseases of the digestive system,Impacted teeth,ADGRG2,Adhesion G-protein coupled receptor G2,27732,95,1.15 [0.58-2.27],0.6925753469041105
Chapter XI Diseases of the digestive system,Impacted teeth,ADGRV1,Adhesion G-protein coupled receptor V1,23391,79,0.84 [0.59-1.19],0.330507428128807
Chapter XI Diseases of the digestive system,Impacted teeth,ADH1B,All-trans-retinol dehydrogenase,23662,77,1.01 [0.75-1.35],0.9622715489017052
Chapter XI Diseases of the digestive system,Impacted teeth,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,27225,90,0.99 [0.80-1.24],0.9585373776791736
Chapter XI Diseases of the digestive system,Impacted teeth,ADIPOQ,Adiponectin,24221,81,0.70 [0.51-0.96],0.0270907655800568
Chapter XI Diseases of the digestive system,Impacted teeth,ADM,Pro-adrenomedullin,27964,97,1.10 [0.57-2.11],0.7784702108759584
Chapter XI Diseases of the digestive system,Impacted teeth,ADRA2A,Alpha-2A adrenergic receptor,23405,80,0.97 [0.72-1.30],0.8228367535274568
Chapter XI Diseases of the digestive system,Impacted teeth,AFAP1,Actin filament-associated protein 1,23662,77,0.91 [0.70-1.19],0.4906341062467088
Chapter XI Diseases of the digestive system,Impacted teeth,AFM,Afamin,24221,81,0.97 [0.31-3.05],0.9648487510222886
Chapter XI Diseases of the digestive system,Impacted teeth,AFP,Alpha-fetoprotein,27455,93,1.15 [0.89-1.48],0.286735962379303
Chapter XI Diseases of the digestive system,Impacted teeth,AGBL2,Cytosolic carboxypeptidase 2,23391,79,1.05 [0.83-1.33],0.6706687621023164
Chapter XI Diseases of the digestive system,Impacted teeth,AGER,Advanced glycosylation end product-specific receptor,27687,94,1.58 [1.00-2.49],0.0508854484526179
Chapter XI Diseases of the digestive system,Impacted teeth,AGR2,Anterior gradient protein 2 homolog,26815,90,1.01 [0.84-1.22],0.8749014657042377
Chapter XI Diseases of the digestive system,Impacted teeth,AGR3,Anterior gradient protein 3,27036,95,1.27 [0.95-1.69],0.106517608984011
Chapter XI Diseases of the digestive system,Impacted teeth,AGRN,Agrin,27871,97,0.92 [0.52-1.63],0.782299136023588
Chapter XI Diseases of the digestive system,Impacted teeth,AGRP,Agouti-related protein,28019,97,0.85 [0.62-1.16],0.3066702044054947
