Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diseases of appendix,A1BG,Alpha-1B-glycoprotein,24111,136,1.49 [0.59-3.80],0.4010005785528762
Chapter XI Diseases of the digestive system,Diseases of appendix,AAMDC,Mth938 domain-containing protein,23448,131,0.95 [0.70-1.31],0.7736185951897036
Chapter XI Diseases of the digestive system,Diseases of appendix,AARSD1,Alanyl-tRNA editing protein Aarsd1,27484,146,1.01 [0.78-1.30],0.9506956719212886
Chapter XI Diseases of the digestive system,Diseases of appendix,ABCA2,ATP-binding cassette sub-family A member 2,23299,130,1.12 [0.72-1.74],0.6188478309815815
Chapter XI Diseases of the digestive system,Diseases of appendix,ABHD14B,Protein ABHD14B,27326,144,0.98 [0.76-1.26],0.8573418498214217
Chapter XI Diseases of the digestive system,Diseases of appendix,ABL1,Tyrosine-protein kinase ABL1,27484,146,1.02 [0.82-1.26],0.8665185016795148
Chapter XI Diseases of the digestive system,Diseases of appendix,ABO,Histo-blood group ABO system transferase,24076,136,1.03 [0.92-1.15],0.6284680297946796
Chapter XI Diseases of the digestive system,Diseases of appendix,ABRAXAS2,BRISC complex subunit Abraxas 2,23299,130,1.06 [0.83-1.37],0.6350400833419603
Chapter XI Diseases of the digestive system,Diseases of appendix,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26950,145,1.10 [0.92-1.31],0.2990547424040197
Chapter XI Diseases of the digestive system,Diseases of appendix,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23613,133,1.00 [0.79-1.26],0.9985875867603456
Chapter XI Diseases of the digestive system,Diseases of appendix,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",24065,134,1.10 [0.92-1.32],0.2963162282971739
Chapter XI Diseases of the digestive system,Diseases of appendix,ACAN,Aggrecan core protein,27363,145,1.19 [0.71-2.01],0.5015378319257027
Chapter XI Diseases of the digestive system,Diseases of appendix,ACE,Angiotensin-converting enzyme,24076,136,0.97 [0.51-1.82],0.9190964022745842
Chapter XI Diseases of the digestive system,Diseases of appendix,ACE2,Angiotensin-converting enzyme 2,27094,143,0.99 [0.73-1.36],0.9718184032877528
Chapter XI Diseases of the digestive system,Diseases of appendix,ACHE,Acetylcholinesterase,23555,133,0.77 [0.45-1.30],0.3225440656395448
Chapter XI Diseases of the digestive system,Diseases of appendix,ACOT13,Acyl-coenzyme A thioesterase 13,23939,130,1.01 [0.87-1.17],0.8681659424210297
Chapter XI Diseases of the digestive system,Diseases of appendix,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27606,146,0.87 [0.64-1.19],0.3899714639372702
Chapter XI Diseases of the digestive system,Diseases of appendix,ACP1,Low molecular weight phosphotyrosine protein phosphatase,23380,135,1.11 [0.78-1.57],0.5614389265486174
Chapter XI Diseases of the digestive system,Diseases of appendix,ACP5,Tartrate-resistant acid phosphatase type 5,27727,150,1.53 [1.01-2.33],0.0445432697091672
Chapter XI Diseases of the digestive system,Diseases of appendix,ACP6,Lysophosphatidic acid phosphatase type 6,27785,148,1.03 [0.83-1.29],0.7613773113556354
Chapter XI Diseases of the digestive system,Diseases of appendix,ACRBP,Acrosin-binding protein,23928,133,0.92 [0.59-1.43],0.7050843055624182
Chapter XI Diseases of the digestive system,Diseases of appendix,ACRV1,Acrosomal protein SP-10,23380,135,1.01 [0.63-1.61],0.964162275644964
Chapter XI Diseases of the digestive system,Diseases of appendix,ACSL1,Long-chain-fatty-acid--CoA ligase 1,23299,130,0.59 [0.34-1.03],0.0632356853452848
Chapter XI Diseases of the digestive system,Diseases of appendix,ACTA2,"Actin, aortic smooth muscle",27094,143,0.87 [0.61-1.25],0.4511695480444235
Chapter XI Diseases of the digestive system,Diseases of appendix,ACTN2,Alpha-actinin-2,23299,130,0.93 [0.68-1.28],0.6648384333565227
Chapter XI Diseases of the digestive system,Diseases of appendix,ACTN4,Alpha-actinin-4,27052,145,1.33 [0.91-1.94],0.140296349183821
Chapter XI Diseases of the digestive system,Diseases of appendix,ACVRL1,Serine/threonine-protein kinase receptor R3,27375,145,1.32 [0.73-2.40],0.3549207613890637
Chapter XI Diseases of the digestive system,Diseases of appendix,ACY1,Aminoacylase-1,27606,146,1.33 [1.06-1.66],0.014782918637117
Chapter XI Diseases of the digestive system,Diseases of appendix,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23299,130,1.15 [0.86-1.54],0.3573388926651724
Chapter XI Diseases of the digestive system,Diseases of appendix,ACYP1,Acylphosphatase-1,23461,133,1.04 [0.81-1.33],0.7717210782634591
Chapter XI Diseases of the digestive system,Diseases of appendix,ADA,Adenosine deaminase,27888,148,1.10 [0.73-1.64],0.6483847389494979
Chapter XI Diseases of the digestive system,Diseases of appendix,ADA2,Adenosine deaminase 2,27429,146,1.17 [0.83-1.66],0.3702424012268605
Chapter XI Diseases of the digestive system,Diseases of appendix,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23380,135,1.01 [0.66-1.56],0.964344753785153
Chapter XI Diseases of the digestive system,Diseases of appendix,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,27094,143,1.00 [0.61-1.62],0.986858042328872
Chapter XI Diseases of the digestive system,Diseases of appendix,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,27415,145,0.93 [0.61-1.43],0.755951368124142
Chapter XI Diseases of the digestive system,Diseases of appendix,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,27888,148,0.93 [0.62-1.40],0.7385739216223137
Chapter XI Diseases of the digestive system,Diseases of appendix,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27794,146,1.33 [0.79-2.24],0.2756588170650877
Chapter XI Diseases of the digestive system,Diseases of appendix,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23939,130,0.95 [0.54-1.67],0.8627300568021463
Chapter XI Diseases of the digestive system,Diseases of appendix,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,23380,135,0.81 [0.47-1.40],0.4497878051658681
Chapter XI Diseases of the digestive system,Diseases of appendix,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,27939,150,1.25 [0.66-2.34],0.4964539480021923
Chapter XI Diseases of the digestive system,Diseases of appendix,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,27484,146,1.07 [0.78-1.49],0.6641412463861034
