Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],A1BG,Alpha-1B-glycoprotein,23612,376,0.51 [0.29-0.88],0.0164217931303496
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AAMDC,Mth938 domain-containing protein,22951,368,0.95 [0.78-1.16],0.6305208621983297
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AARSD1,Alanyl-tRNA editing protein Aarsd1,26879,435,0.90 [0.77-1.05],0.1813346627622067
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ABCA2,ATP-binding cassette sub-family A member 2,22809,362,0.92 [0.69-1.23],0.5877875499997081
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ABHD14B,Protein ABHD14B,26726,435,0.94 [0.80-1.09],0.39428759017586
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ABL1,Tyrosine-protein kinase ABL1,26879,435,0.96 [0.84-1.10],0.5727599957804745
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ABO,Histo-blood group ABO system transferase,23580,375,1.05 [0.97-1.13],0.2226040565391146
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ABRAXAS2,BRISC complex subunit Abraxas 2,22809,362,1.03 [0.88-1.21],0.6831694524439076
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26364,423,0.99 [0.88-1.12],0.9114206112429326
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23120,372,1.01 [0.88-1.16],0.9049296178853696
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23564,375,1.00 [0.89-1.13],0.9369932647256072
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACAN,Aggrecan core protein,26755,431,0.92 [0.66-1.27],0.6038941605978057
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACE,Angiotensin-converting enzyme,23580,375,0.94 [0.62-1.43],0.7675917613111417
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACE2,Angiotensin-converting enzyme 2,26502,428,0.68 [0.53-0.86],0.0014572114070584
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACHE,Acetylcholinesterase,23068,365,0.80 [0.57-1.12],0.1950244296917463
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACOT13,Acyl-coenzyme A thioesterase 13,23446,376,0.97 [0.89-1.07],0.5498915440393197
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,26996,434,1.09 [0.91-1.31],0.3613174734951295
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACP1,Low molecular weight phosphotyrosine protein phosphatase,22898,356,0.76 [0.59-0.98],0.033451569658818
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACP5,Tartrate-resistant acid phosphatase type 5,27124,438,0.68 [0.52-0.89],0.0051119397103642
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACP6,Lysophosphatidic acid phosphatase type 6,27176,437,0.96 [0.84-1.10],0.5869990551880913
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACRBP,Acrosin-binding protein,23434,378,0.86 [0.64-1.15],0.3030990224692016
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACRV1,Acrosomal protein SP-10,22898,356,0.73 [0.53-1.01],0.0543691656392821
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACSL1,Long-chain-fatty-acid--CoA ligase 1,22809,362,0.83 [0.62-1.13],0.2360589264447795
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACTA2,"Actin, aortic smooth muscle",26502,428,0.87 [0.70-1.09],0.2254993895920362
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACTN2,Alpha-actinin-2,22809,362,0.90 [0.74-1.09],0.2845526654177214
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACTN4,Alpha-actinin-4,26461,433,1.15 [0.88-1.51],0.3065881023740727
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACVRL1,Serine/threonine-protein kinase receptor R3,26770,435,0.82 [0.55-1.22],0.3313777134627635
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACY1,Aminoacylase-1,26996,434,0.83 [0.71-0.97],0.0222113212022436
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,22809,362,1.01 [0.84-1.22],0.921646587474968
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ACYP1,Acylphosphatase-1,22973,361,0.96 [0.82-1.13],0.6125242575115954
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADA,Adenosine deaminase,27280,444,0.78 [0.61-1.00],0.0543385428249206
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADA2,Adenosine deaminase 2,26832,429,1.22 [0.98-1.53],0.0727504707559668
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,22898,356,0.94 [0.73-1.21],0.6189003824647656
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,26502,428,1.18 [0.88-1.60],0.2731353047194863
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,26811,437,1.07 [0.82-1.39],0.6288016384436708
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,27280,444,0.96 [0.75-1.25],0.7854900453094549
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27185,440,1.14 [0.83-1.58],0.413265896613717
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23446,376,0.88 [0.61-1.26],0.4749456560222252
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,22898,356,0.85 [0.60-1.20],0.3603524980537058
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,27329,442,1.51 [1.01-2.26],0.0429332374157148
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,26879,435,0.89 [0.75-1.05],0.1736372538986716
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,26502,428,0.57 [0.40-0.80],0.0010723181216614
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,22898,356,0.81 [0.59-1.10],0.1821606201661985
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27094,438,0.76 [0.62-0.93],0.0066593095542493
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTSL2,ADAMTS-like protein 2,23561,378,1.03 [0.72-1.47],0.8803969833144436
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTSL4,ADAMTS-like protein 4,22951,368,0.99 [0.63-1.54],0.949012458542738
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADAMTSL5,ADAMTS-like protein 5,23564,375,1.13 [0.87-1.46],0.3694310514392304
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,26364,423,1.06 [0.83-1.35],0.6432972475596064
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADD1,Alpha-adducin,23068,365,0.96 [0.82-1.12],0.6009426514668629
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRB3,Adhesion G protein-coupled receptor B3,26770,435,0.73 [0.55-0.96],0.0230446508533405
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRD1,Adhesion G-protein coupled receptor D1,23068,365,0.72 [0.53-0.96],0.0281655742744327
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRE1,Adhesion G protein-coupled receptor E1,23446,376,1.28 [1.07-1.54],0.0072270095960949
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRE2,Adhesion G protein-coupled receptor E2,27136,438,1.24 [0.90-1.71],0.1832359266679356
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRE5,Adhesion G protein-coupled receptor E5,27202,437,1.37 [1.01-1.86],0.0426833757622675
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRF5,Adhesion G protein-coupled receptor F5,23564,375,0.77 [0.55-1.10],0.1487122316753427
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRG1,Adhesion G-protein coupled receptor G1,26879,435,1.34 [1.09-1.65],0.0064216255707697
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRG2,Adhesion G-protein coupled receptor G2,26996,434,1.09 [0.78-1.53],0.6209699711157257
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADGRV1,Adhesion G-protein coupled receptor V1,22800,368,1.02 [0.88-1.18],0.8372668957328393
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADH1B,All-trans-retinol dehydrogenase,23068,365,0.89 [0.76-1.03],0.1216320837922418
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,26502,428,0.96 [0.86-1.06],0.4059233149858181
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADIPOQ,Adiponectin,23612,376,0.87 [0.74-1.02],0.0940630658342861
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADM,Pro-adrenomedullin,27224,437,0.73 [0.53-1.00],0.0473514798030527
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ADRA2A,Alpha-2A adrenergic receptor,22809,362,0.97 [0.84-1.13],0.7275007304337021
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AFAP1,Actin filament-associated protein 1,23068,365,0.99 [0.87-1.12],0.8470205868315319
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AFM,Afamin,23612,376,0.49 [0.28-0.86],0.0130131016196503
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AFP,Alpha-fetoprotein,26733,435,0.99 [0.87-1.12],0.8371190209283805
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AGBL2,Cytosolic carboxypeptidase 2,22800,368,1.04 [0.92-1.16],0.5442934373129269
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AGER,Advanced glycosylation end product-specific receptor,26957,435,0.98 [0.78-1.24],0.8867896654018115
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AGR2,Anterior gradient protein 2 homolog,26111,427,0.97 [0.89-1.06],0.4984435318395562
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AGR3,Anterior gradient protein 3,26317,422,0.85 [0.72-1.00],0.0556686961671162
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AGRN,Agrin,27136,438,0.82 [0.61-1.11],0.2010934153343655
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AGRP,Agouti-related protein,27280,444,0.95 [0.82-1.11],0.5500910191007632
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AGT,Angiotensinogen,23580,375,0.71 [0.45-1.12],0.1421418099747133
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AGXT,Serine--pyruvate aminotransferase,26996,434,0.96 [0.85-1.08],0.4547729024762031
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AHCY,Adenosylhomocysteinase,26996,434,0.93 [0.82-1.07],0.3056108623954772
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AHNAK,Neuroblast differentiation-associated protein AHNAK,22951,368,0.84 [0.60-1.18],0.3256050077997282
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AHNAK2,Protein AHNAK2,22951,368,0.78 [0.54-1.14],0.1983512538369453
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,23434,378,0.93 [0.80-1.07],0.2934339584531331
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AHSG,Alpha-2-HS-glycoprotein,23580,375,1.13 [0.78-1.64],0.5286666550347394
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AHSP,Alpha-hemoglobin-stabilizing protein,26966,438,0.94 [0.86-1.04],0.2366088819824608
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AIDA,"Axin interactor, dorsalization-associated protein",22903,369,0.92 [0.81-1.05],0.2293381765077164
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AIF1,Allograft inflammatory factor 1,26364,423,0.84 [0.71-1.00],0.0467335603421814
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AIF1L,Allograft inflammatory factor 1-like,22951,368,0.93 [0.78-1.11],0.4377987237539874
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AIFM1,"Apoptosis-inducing factor 1, mitochondrial",26829,434,0.99 [0.91-1.09],0.8996799983068525
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AK1,Adenylate kinase isoenzyme 1,26996,434,0.83 [0.73-0.96],0.0113621970525654
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AK2,"Adenylate kinase 2, mitochondrial",23513,379,0.98 [0.89-1.08],0.6933531632850032
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AKAP12,A-kinase anchor protein 12,23068,365,0.83 [0.48-1.43],0.4955244312319525
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AKR1B1,Aldo-keto reductase family 1 member B1,26364,423,0.96 [0.85-1.08],0.4929687673609162
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AKR1B10,Aldo-keto reductase family 1 member B10,22903,369,0.89 [0.73-1.08],0.2324604909363349
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AKR1C4,Aldo-keto reductase family 1 member C4,26502,428,1.07 [0.92-1.25],0.3659763928832877
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AKR7L,Aflatoxin B1 aldehyde reductase member 4,22898,356,0.93 [0.80-1.07],0.3124380789532943
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AKT1S1,Proline-rich AKT1 substrate 1,26345,429,0.94 [0.82-1.08],0.3682362957110221
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AKT2,RAC-beta serine/threonine-protein kinase,23528,377,1.00 [0.92-1.08],0.9263502897828124
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AKT3,RAC-gamma serine/threonine-protein kinase,26236,422,0.96 [0.82-1.13],0.6003991367004788
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ALCAM,CD166 antigen,27329,442,0.86 [0.54-1.37],0.5254325480153893
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ALDH1A1,Retinal dehydrogenase 1,27005,438,0.87 [0.74-1.04],0.1264878613595829
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ALDH2,"Aldehyde dehydrogenase, mitochondrial",23434,378,0.86 [0.68-1.10],0.2263384368444948
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",26909,435,0.81 [0.69-0.95],0.0096244443831485
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",23528,377,1.06 [0.85-1.33],0.613272192108044
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ALMS1,Alstrom syndrome protein 1,23120,372,1.02 [0.83-1.25],0.8734717753922875
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ALPI,Intestinal-type alkaline phosphatase,22898,356,0.99 [0.91-1.09],0.8892246500589231
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ALPP,"Alkaline phosphatase, placental type",26879,435,0.98 [0.91-1.07],0.7034716162156924
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMBN,Ameloblastin,26461,433,1.05 [0.78-1.42],0.7534155782881855
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMBP,Protein AMBP,27187,435,0.62 [0.38-0.99],0.0444531257691971
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,23561,378,0.88 [0.59-1.31],0.5229739753624573
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMFR,E3 ubiquitin-protein ligase AMFR,26345,429,0.95 [0.83-1.09],0.4785361556691175
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMIGO1,Amphoterin-induced protein 1,22903,369,0.89 [0.72-1.09],0.2668970163956286
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMIGO2,Amphoterin-induced protein 2,26879,435,0.84 [0.56-1.25],0.3867849949949288
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMN,Protein amnionless,26461,433,0.73 [0.60-0.89],0.0020877244110601
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMOT,Angiomotin,23068,365,0.92 [0.73-1.16],0.492807866004073
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMOTL2,Angiomotin-like protein 2,23354,374,0.88 [0.71-1.11],0.2858712132455262
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMPD3,AMP deaminase 3,23513,379,0.95 [0.83-1.10],0.5062467983128971
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMY1A_AMY1B_AMY1C,Alpha-amylase 1A_Alpha-amylase 1B_Alpha-amylase 1C,22055,351,1.05 [0.83-1.32],0.687204157598174
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMY2A,Pancreatic alpha-amylase,25933,415,0.95 [0.77-1.17],0.6176061627587154
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],AMY2B,Alpha-amylase 2B,25151,405,0.94 [0.77-1.16],0.584482745535849
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ANG,Angiogenin,26920,431,0.93 [0.72-1.21],0.5922622984543409
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ANGPT1,Angiopoietin-1,26907,435,0.93 [0.84-1.03],0.1910077360791129
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ANGPT2,Angiopoietin-2,27224,437,1.02 [0.83-1.26],0.8637086954014818
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ANGPTL1,Angiopoietin-related protein 1,26636,429,0.89 [0.66-1.21],0.4706847634695648
"Chapter XV Pregnancy, childbirth and the puerperium",Labour and delivery complicated by fetal stress [distress],ANGPTL2,Angiopoietin-related protein 2,27052,436,1.04 [0.82-1.30],0.7683524770271161
