Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Sleep apnoea,ABL1,Tyrosine-protein kinase ABL1,23316,629,1.12 [1.01-1.24],0.0281120881734281
Chapter VI Diseases of the nervous system,Sleep apnoea,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19957,533,1.12 [1.01-1.25],0.037633477171815
Chapter VI Diseases of the nervous system,Sleep apnoea,ACAN,Aggrecan core protein,23182,627,0.77 [0.60-0.99],0.0437560067817113
Chapter VI Diseases of the nervous system,Sleep apnoea,ACTA2,"Actin, aortic smooth muscle",22996,626,1.18 [1.01-1.37],0.0361042059968679
Chapter VI Diseases of the nervous system,Sleep apnoea,ACTN2,Alpha-actinin-2,19622,524,1.14 [1.01-1.29],0.0383572221862388
Chapter VI Diseases of the nervous system,Sleep apnoea,ACVRL1,Serine/threonine-protein kinase receptor R3,23184,625,1.50 [1.15-1.94],0.0023681136303702
Chapter VI Diseases of the nervous system,Sleep apnoea,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,19622,524,1.19 [1.03-1.38],0.0169340003407862
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19712,525,1.45 [1.15-1.83],0.001723476616589
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,20247,541,1.42 [1.10-1.83],0.0079045932808478
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,23316,629,1.39 [1.17-1.65],0.0001885060500157
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,23490,635,0.78 [0.67-0.90],0.0010429274423903
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAMTSL2,ADAMTS-like protein 2,20316,540,1.29 [1.05-1.59],0.0159985252577966
Chapter VI Diseases of the nervous system,Sleep apnoea,ADAMTSL5,ADAMTS-like protein 5,20309,540,0.77 [0.62-0.95],0.0139131762076608
Chapter VI Diseases of the nervous system,Sleep apnoea,ADM,Pro-adrenomedullin,23634,642,1.95 [1.48-2.56],1.859362272089116e-06
