Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AAMDC,Mth938 domain-containing protein,19590,116,0.69 [0.49-0.99],0.0434903121391499
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACTA2,"Actin, aortic smooth muscle",22763,144,1.46 [1.12-1.91],0.0055116550804441
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ACVRL1,Serine/threonine-protein kinase receptor R3,22944,145,1.96 [1.20-3.22],0.0076738157257886
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ADA2,Adenosine deaminase 2,23073,144,1.54 [1.13-2.11],0.0070305249009667
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19546,117,1.63 [1.00-2.66],0.0478135178636429
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,20083,118,1.88 [1.09-3.23],0.0236012540000731
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,23077,145,1.43 [1.00-2.03],0.0484450562950482
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ADAMTSL2,ADAMTS-like protein 2,20148,117,1.67 [1.04-2.67],0.0342032337979046
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ADIPOQ,Adiponectin,20165,119,1.32 [1.02-1.69],0.03155542636391
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ADM,Pro-adrenomedullin,23392,148,2.25 [1.28-3.95],0.0047196393129039
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AGR2,Anterior gradient protein 2 homolog,22512,143,1.24 [1.07-1.43],0.0042879002684454
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AHNAK,Neuroblast differentiation-associated protein AHNAK,19590,116,0.47 [0.26-0.86],0.0144650608495169
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AKT2,RAC-beta serine/threonine-protein kinase,20103,119,0.86 [0.75-0.98],0.0283885178609476
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AMBP,Protein AMBP,23357,148,2.56 [1.32-4.99],0.0055612895364767
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),AMIGO1,Amphoterin-induced protein 1,19608,116,0.62 [0.39-0.99],0.0430254325051486
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ANGPT2,Angiopoietin-2,23392,148,1.74 [1.22-2.48],0.0021905196555248
Chapter VI Diseases of the nervous system,Vascular dementia (undefined),ANGPTL1,Angiopoietin-related protein 1,22821,143,2.03 [1.22-3.37],0.0063504447040285
