Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ABCA2,ATP-binding cassette sub-family A member 2,19550,47,1.98 [1.13-3.48],0.0167031859795688
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19639,47,0.37 [0.18-0.78],0.009018383591166
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACTA2,"Actin, aortic smooth muscle",22919,54,1.67 [1.14-2.46],0.0088170499093574
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACTN2,Alpha-actinin-2,19550,47,1.92 [1.46-2.52],3.0336062638286824e-06
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ACVRL1,Serine/threonine-protein kinase receptor R3,23096,57,3.38 [1.63-7.02],0.0010956548467912
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADA2,Adenosine deaminase 2,23219,58,2.40 [1.51-3.80],0.0001949747510362
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19639,47,1.93 [1.01-3.69],0.0453246119905814
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,22919,54,2.27 [1.06-4.87],0.0357420583409223
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,23231,57,1.95 [1.13-3.36],0.016526085313898
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,22919,54,1.62 [1.07-2.43],0.0210556303153459
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,19639,47,1.93 [1.04-3.59],0.0382184043393756
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTSL2,ADAMTS-like protein 2,20241,50,2.87 [1.54-5.34],0.0009013105123136
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADAMTSL4,ADAMTS-like protein 4,19679,48,3.63 [1.85-7.14],0.0001796593447909
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRB3,Adhesion G protein-coupled receptor B3,23096,57,2.06 [1.05-4.05],0.0355516280343469
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRD1,Adhesion G-protein coupled receptor D1,19777,49,2.36 [1.29-4.31],0.0054249686584942
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRE2,Adhesion G protein-coupled receptor E2,23431,58,4.04 [2.04-8.00],6.45578268265583e-05
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRE5,Adhesion G protein-coupled receptor E5,23518,57,2.76 [1.77-4.28],6.600515697150481e-06
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRF5,Adhesion G protein-coupled receptor F5,20236,49,2.83 [1.08-7.42],0.034966852222128
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADGRG1,Adhesion G-protein coupled receptor G1,23231,57,1.31 [1.03-1.66],0.0285028106998084
Chapter VI Diseases of the nervous system,Small fibre neuropathy,ADM,Pro-adrenomedullin,23547,59,3.45 [1.41-8.42],0.0066440445702841
Chapter VI Diseases of the nervous system,Small fibre neuropathy,AGRN,Agrin,23431,58,2.29 [1.39-3.77],0.0010822914367691
