Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ACE2,Angiotensin-converting enzyme 2,23245,114,1.34 [1.01-1.78],0.0435103885631936
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ACVRL1,Serine/threonine-protein kinase receptor R3,23431,111,1.96 [1.07-3.61],0.0303486175080585
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,23975,113,2.42 [1.18-4.97],0.0160117727677433
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ADGRE1,Adhesion G protein-coupled receptor E1,20450,96,1.43 [1.01-2.02],0.0420184520282823
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ADGRG1,Adhesion G-protein coupled receptor G1,23565,114,1.30 [1.09-1.55],0.0033893298918547
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ADRA2A,Alpha-2A adrenergic receptor,19816,90,1.32 [1.07-1.62],0.0084120129122669
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,AGRN,Agrin,23765,114,1.75 [1.15-2.66],0.0094959451906846
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,AIDA,"Axin interactor, dorsalization-associated protein",19969,93,1.21 [1.00-1.46],0.0455548165059239
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ANK2,Ankyrin-2,19816,90,1.34 [1.08-1.65],0.008215586591526
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ANXA1,Annexin A1,19948,94,1.42 [1.03-1.96],0.0330987367863116
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ANXA5,Annexin A5,23070,111,1.83 [1.13-2.96],0.0144717312471809
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ARHGAP30,Rho GTPase-activating protein 30,20155,95,1.53 [1.09-2.16],0.0142964163174923
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,19816,90,1.35 [1.01-1.81],0.0434330316447682
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,ATP2B4,Plasma membrane calcium-transporting ATPase 4,19816,90,1.37 [1.09-1.71],0.0061664224015022
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,B4GALT1,"Beta-1,4-galactosyltransferase 1",23765,114,2.09 [1.18-3.70],0.0113723384015081
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,BACH1,Transcription regulator protein BACH1,23653,114,1.27 [1.03-1.57],0.0280231706317213
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,BAMBI,BMP and activin membrane-bound inhibitor homolog,23119,111,1.77 [1.06-2.94],0.0278734305052761
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,BCL7A,B-cell CLL/lymphoma 7 protein family member A,19794,93,1.28 [1.01-1.63],0.0417057642583936
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,20514,96,1.60 [1.00-2.56],0.0498423087525842
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,19908,86,1.51 [1.01-2.26],0.0447847350973837
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,BRD2,Bromodomain-containing protein 2,19856,87,1.70 [1.15-2.52],0.0078973131813735
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,BSG,Basigin,23915,115,2.30 [1.05-5.01],0.0366609119202673
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,BTC,Probetacellulin,23119,111,1.42 [1.19-1.70],0.0001235891407683
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,BTN3A2,Butyrophilin subfamily 3 member A2,23653,114,1.52 [1.01-2.28],0.0437756226117199
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,C7,Complement component C7,20045,94,1.88 [1.02-3.46],0.0420979065913567
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,CABP2,Calcium-binding protein 2,19969,93,1.34 [1.04-1.73],0.0219391549583252
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,CACNB1,Voltage-dependent L-type calcium channel subunit beta-1,19856,87,1.67 [1.30-2.14],6.010068728073471e-05
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,CCL11,Eotaxin,23954,115,1.56 [1.01-2.41],0.0457741735003671
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,CCL7,C-C motif chemokine 7,23653,114,1.33 [1.05-1.68],0.0168563109724818
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,CD207,C-type lectin domain family 4 member K,23143,112,1.55 [1.01-2.37],0.0445281609147718
Chapter XI Diseases of the digestive system,Oral lichen ruber planus,CD226,CD226 antigen,19908,86,1.80 [1.12-2.88],0.0142971247864588
