Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],ABCA2,ATP-binding cassette sub-family A member 2,17082,32,2.28 [1.14-4.57],0.0204772307919079
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],ACAN,Aggrecan core protein,20216,44,2.66 [1.00-7.10],0.049997154417583
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],ACSL1,Long-chain-fatty-acid--CoA ligase 1,17082,32,1.81 [1.06-3.09],0.0306139964856645
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],AGBL2,Cytosolic carboxypeptidase 2,17151,31,0.70 [0.54-0.90],0.0052439486121354
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],AKAP12,A-kinase anchor protein 12,17297,31,3.21 [1.52-6.76],0.0021516830298734
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],AMFR,E3 ubiquitin-protein ligase AMFR,19990,43,1.55 [1.16-2.07],0.0028806235769121
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],APOA1,Apolipoprotein A-I,17714,32,2.59 [1.28-5.23],0.00784774934685
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],APOC1,Apolipoprotein C-I,17686,32,2.49 [1.37-4.54],0.0028904300781181
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],BCL2L15,Bcl-2-like protein 15,17174,32,0.47 [0.22-0.99],0.0467905384355957
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],BMP10,Bone morphogenetic protein 10,17297,31,5.24 [1.45-18.92],0.0114605072378315
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],BOLA1,BolA-like protein 1,17151,31,1.73 [1.20-2.50],0.0033886663856243
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],BRDT,Bromodomain testis-specific protein,17082,32,2.50 [1.16-5.38],0.0191070385939203
