Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,LRRC25,Leucine-rich repeat-containing protein 25,Inverse variance weighted,32,0.94 [0.91-0.97],1.08132377455659e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.83 [0.77-0.91],1.43902387043793e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,LRG1,Leucine-rich alpha-2-glycoprotein,Inverse variance weighted,27,0.95 [0.93-0.98],0.0008012261499633
