Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Acute gastritis,ACP5,Tartrate-resistant acid phosphatase type 5,22738,74,2.21 [1.33-3.67],0.0021012429804907
Chapter XI Diseases of the digestive system,Acute gastritis,ACTN2,Alpha-actinin-2,19051,60,1.51 [1.11-2.05],0.0079218462588902
Chapter XI Diseases of the digestive system,Acute gastritis,ACTN4,Alpha-actinin-4,22237,74,1.86 [1.31-2.64],0.0005254162616862
Chapter XI Diseases of the digestive system,Acute gastritis,ACVRL1,Serine/threonine-protein kinase receptor R3,22477,74,3.45 [1.60-7.41],0.0015466593263281
Chapter XI Diseases of the digestive system,Acute gastritis,ADA2,Adenosine deaminase 2,22501,75,2.12 [1.35-3.34],0.0011489343014564
Chapter XI Diseases of the digestive system,Acute gastritis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,22835,76,2.85 [1.61-5.04],0.0003262577358425
Chapter XI Diseases of the digestive system,Acute gastritis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19603,62,2.37 [1.25-4.53],0.0085603711780017
Chapter XI Diseases of the digestive system,Acute gastritis,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,19122,58,1.83 [1.13-2.99],0.0148503916987541
Chapter XI Diseases of the digestive system,Acute gastritis,ADGRB3,Adhesion G protein-coupled receptor B3,22477,74,1.89 [1.04-3.46],0.0378278428768836
Chapter XI Diseases of the digestive system,Acute gastritis,ADGRE1,Adhesion G protein-coupled receptor E1,19603,62,1.69 [1.12-2.56],0.012934194124273
Chapter XI Diseases of the digestive system,Acute gastritis,ADGRE5,Adhesion G protein-coupled receptor E5,22810,74,2.64 [1.46-4.79],0.0013728170414462
Chapter XI Diseases of the digestive system,Acute gastritis,ADGRG1,Adhesion G-protein coupled receptor G1,22571,73,1.65 [1.30-2.10],4.06393519613952e-05
Chapter XI Diseases of the digestive system,Acute gastritis,AGR2,Anterior gradient protein 2 homolog,21940,73,1.26 [1.03-1.54],0.0269179287119583
Chapter XI Diseases of the digestive system,Acute gastritis,AGRN,Agrin,22744,77,2.40 [1.45-3.97],0.0006961262357373
Chapter XI Diseases of the digestive system,Acute gastritis,ALCAM,CD166 antigen,22933,75,5.63 [2.18-14.52],0.0003524455580997
Chapter XI Diseases of the digestive system,Acute gastritis,AMBP,Protein AMBP,22823,77,4.57 [1.67-12.54],0.0031352968103876
Chapter XI Diseases of the digestive system,Acute gastritis,AMOTL2,Angiomotin-like protein 2,19512,62,1.57 [1.10-2.24],0.0125100711742024
Chapter XI Diseases of the digestive system,Acute gastritis,ANGPT1,Angiopoietin-1,22574,77,0.79 [0.63-0.99],0.0414312176585227
Chapter XI Diseases of the digestive system,Acute gastritis,ANGPTL2,Angiopoietin-related protein 2,22667,77,1.72 [1.05-2.84],0.0323659319007722
Chapter XI Diseases of the digestive system,Acute gastritis,ANGPTL4,Angiopoietin-related protein 4,22710,77,1.69 [1.09-2.62],0.0187511130261182
Chapter XI Diseases of the digestive system,Acute gastritis,ANGPTL7,Angiopoietin-related protein 7,22853,77,0.56 [0.33-0.95],0.0331965152257302
Chapter XI Diseases of the digestive system,Acute gastritis,ANXA1,Annexin A1,19112,58,1.55 [1.08-2.23],0.0168782763613329
Chapter XI Diseases of the digestive system,Acute gastritis,AOC3,Membrane primary amine oxidase,22709,76,2.46 [1.28-4.73],0.0067632091482016
Chapter XI Diseases of the digestive system,Acute gastritis,APOC1,Apolipoprotein C-I,19645,61,0.37 [0.19-0.72],0.0030944504445883
Chapter XI Diseases of the digestive system,Acute gastritis,APOM,Apolipoprotein M,22683,76,0.32 [0.16-0.65],0.0015614651763619
Chapter XI Diseases of the digestive system,Acute gastritis,AREG,Amphiregulin,22571,73,2.11 [1.52-2.94],8.26901983593434e-06
Chapter XI Diseases of the digestive system,Acute gastritis,ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1,19051,60,1.58 [1.20-2.07],0.0011793709609321
Chapter XI Diseases of the digestive system,Acute gastritis,ART5,Ecto-ADP-ribosyltransferase 5,19054,59,1.38 [1.07-1.79],0.0124597724881097
Chapter XI Diseases of the digestive system,Acute gastritis,ASGR1,Asialoglycoprotein receptor 1,22520,74,3.08 [1.68-5.64],0.0002615018699161
Chapter XI Diseases of the digestive system,Acute gastritis,AXL,Tyrosine-protein kinase receptor UFO,22709,76,2.99 [1.57-5.69],0.0008210509894204
Chapter XI Diseases of the digestive system,Acute gastritis,B4GALT1,"Beta-1,4-galactosyltransferase 1",22744,77,2.25 [1.12-4.52],0.0221141539675101
Chapter XI Diseases of the digestive system,Acute gastritis,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,22109,74,1.46 [1.09-1.95],0.0101312521945217
Chapter XI Diseases of the digestive system,Acute gastritis,BCAM,Basal cell adhesion molecule,22654,76,3.21 [1.44-7.16],0.0044711116805713
Chapter XI Diseases of the digestive system,Acute gastritis,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",19054,59,1.44 [1.04-2.00],0.0283337965365448
Chapter XI Diseases of the digestive system,Acute gastritis,BCL2L11,"Bcl-2-like protein 11, Isoform BimL ",22629,76,1.70 [1.02-2.86],0.0430749115756301
Chapter XI Diseases of the digestive system,Acute gastritis,BDNF,Brain-derived neurotrophic factor,19675,62,0.69 [0.53-0.91],0.0078156697127169
Chapter XI Diseases of the digestive system,Acute gastritis,BLNK,B-cell linker protein,19122,58,0.46 [0.21-0.98],0.045357189572378
Chapter XI Diseases of the digestive system,Acute gastritis,BSG,Basigin,22884,75,2.96 [1.04-8.42],0.0419639060944322
Chapter XI Diseases of the digestive system,Acute gastritis,BST2,Bone marrow stromal antigen 2,22870,76,1.63 [1.23-2.15],0.0005813963739519
Chapter XI Diseases of the digestive system,Acute gastritis,BTN2A1,Butyrophilin subfamily 2 member A1,22744,77,3.74 [1.88-7.43],0.0001633733493303
Chapter XI Diseases of the digestive system,Acute gastritis,C1GALT1C1,C1GALT1-specific chaperone 1,19051,60,1.75 [1.02-3.00],0.0417712249057124
Chapter XI Diseases of the digestive system,Acute gastritis,C1QA,Complement C1q subcomponent subunit A,22806,75,2.74 [1.21-6.19],0.015153527608182
Chapter XI Diseases of the digestive system,Acute gastritis,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",19645,62,1.37 [1.13-1.67],0.0016455389121008
Chapter XI Diseases of the digestive system,Acute gastritis,C1QL2,Complement C1q-like protein 2,19122,58,0.43 [0.23-0.81],0.0094569198382185
Chapter XI Diseases of the digestive system,Acute gastritis,C1QTNF9,Complement C1q and tumor necrosis factor-related protein 9A,19184,58,0.64 [0.41-1.00],0.0482287371022849
Chapter XI Diseases of the digestive system,Acute gastritis,C2,Complement C2,22683,76,3.00 [1.13-8.01],0.0278427496077033
Chapter XI Diseases of the digestive system,Acute gastritis,C7,Complement component C7,19215,58,3.56 [1.75-7.23],0.0004459897233611
Chapter XI Diseases of the digestive system,Acute gastritis,CA12,Carbonic anhydrase 12,22571,73,1.82 [1.08-3.05],0.0247056775204277
Chapter XI Diseases of the digestive system,Acute gastritis,CA4,Carbonic anhydrase 4,22933,75,2.39 [1.07-5.33],0.0329791077948336
Chapter XI Diseases of the digestive system,Acute gastritis,CA6,Carbonic anhydrase 6,22579,76,0.66 [0.48-0.90],0.0080089764979321
Chapter XI Diseases of the digestive system,Acute gastritis,CALB1,Calbindin,22571,73,1.75 [1.07-2.87],0.0259399204838493
Chapter XI Diseases of the digestive system,Acute gastritis,CALY,Neuron-specific vesicular protein calcyon,19051,60,1.62 [1.11-2.38],0.0129325034613557
Chapter XI Diseases of the digestive system,Acute gastritis,CANT1,Soluble calcium-activated nucleotidase 1,22574,73,2.85 [1.03-7.91],0.0441007079810523
Chapter XI Diseases of the digestive system,Acute gastritis,CBLN1,Cerebellin-1,19054,59,1.24 [1.05-1.46],0.0125720134967287
Chapter XI Diseases of the digestive system,Acute gastritis,CCL11,Eotaxin,22926,75,1.71 [1.01-2.90],0.046030185316729
Chapter XI Diseases of the digestive system,Acute gastritis,CCL15,C-C motif chemokine 15,22933,75,2.36 [1.61-3.47],1.1879282114016902e-05
Chapter XI Diseases of the digestive system,Acute gastritis,CCL26,C-C motif chemokine 26,22629,76,1.22 [1.02-1.45],0.0318834842625044
Chapter XI Diseases of the digestive system,Acute gastritis,CCL5,C-C motif chemokine 5,22709,76,0.77 [0.64-0.94],0.0105218553101018
Chapter XI Diseases of the digestive system,Acute gastritis,CCN1,CCN family member 1,22538,73,0.71 [0.55-0.92],0.0099097496502403
Chapter XI Diseases of the digestive system,Acute gastritis,CCN3,CCN family member 3,22895,75,1.88 [1.07-3.31],0.0292678857188881
Chapter XI Diseases of the digestive system,Acute gastritis,CCN5,CCN family member 5,22654,76,1.76 [1.07-2.89],0.0248778252059863
Chapter XI Diseases of the digestive system,Acute gastritis,CCND2,G1/S-specific cyclin-D2,19305,61,0.57 [0.37-0.88],0.0110547267039473
Chapter XI Diseases of the digestive system,Acute gastritis,CD109,CD109 antigen,22654,76,0.51 [0.30-0.87],0.0143418142688023
Chapter XI Diseases of the digestive system,Acute gastritis,CD14,Monocyte differentiation antigen CD14,22147,73,2.13 [1.37-3.31],0.0008266816501239
Chapter XI Diseases of the digestive system,Acute gastritis,CD160,CD160 antigen,22926,75,2.14 [1.44-3.19],0.0001841433001148
Chapter XI Diseases of the digestive system,Acute gastritis,CD163,Scavenger receptor cysteine-rich type 1 protein M130,22709,76,1.96 [1.28-2.99],0.0018838147305309
Chapter XI Diseases of the digestive system,Acute gastritis,CD27,CD27 antigen,22696,76,2.09 [1.33-3.29],0.00129932891423
Chapter XI Diseases of the digestive system,Acute gastritis,CD274,Programmed cell death 1 ligand 1,22520,74,1.83 [1.09-3.08],0.0232606703218926
Chapter XI Diseases of the digestive system,Acute gastritis,CD28,T-cell-specific surface glycoprotein CD28,22109,74,2.07 [1.31-3.29],0.0019632179755435
Chapter XI Diseases of the digestive system,Acute gastritis,CD300A,CMRF35-like molecule 8,19218,58,3.39 [1.60-7.21],0.0014800536173789
Chapter XI Diseases of the digestive system,Acute gastritis,CD300C,CMRF35-like molecule 6,22870,76,3.19 [1.91-5.33],9.882940902306227e-06
Chapter XI Diseases of the digestive system,Acute gastritis,CD300E,CMRF35-like molecule 2,22777,77,2.93 [1.89-4.52],1.3190386785784071e-06
Chapter XI Diseases of the digestive system,Acute gastritis,CD300LF,CMRF35-like molecule 1,22853,77,1.81 [1.22-2.68],0.0030881298052216
Chapter XI Diseases of the digestive system,Acute gastritis,CD302,CD302 antigen,22571,73,3.71 [2.17-6.34],1.6558086028717409e-06
Chapter XI Diseases of the digestive system,Acute gastritis,CD4,T-cell surface glycoprotein CD4,22590,75,1.71 [1.09-2.68],0.0200214708449823
Chapter XI Diseases of the digestive system,Acute gastritis,CD46,Membrane cofactor protein,22492,75,2.18 [1.18-4.01],0.0124694388348203
Chapter XI Diseases of the digestive system,Acute gastritis,CD48,CD48 antigen,22710,77,3.84 [2.14-6.88],6.00255426730957e-06
Chapter XI Diseases of the digestive system,Acute gastritis,CD55,Complement decay-accelerating factor,21823,74,1.81 [1.01-3.24],0.0475896043611803
Chapter XI Diseases of the digestive system,Acute gastritis,CD59,CD59 glycoprotein,21809,70,3.98 [2.17-7.31],8.393434598980095e-06
Chapter XI Diseases of the digestive system,Acute gastritis,CD5L,CD5 antigen-like,19581,61,1.65 [1.01-2.70],0.0445927296387312
Chapter XI Diseases of the digestive system,Acute gastritis,CD74,HLA class II histocompatibility antigen gamma chain,22870,76,3.01 [1.81-5.02],2.38224972667818e-05
Chapter XI Diseases of the digestive system,Acute gastritis,CD79B,B-cell antigen receptor complex-associated protein beta chain,22926,75,1.92 [1.30-2.84],0.0009757894309254
Chapter XI Diseases of the digestive system,Acute gastritis,CD80,T-lymphocyte activation antigen CD80,19678,62,2.52 [1.44-4.40],0.0012367112234963
Chapter XI Diseases of the digestive system,Acute gastritis,CD83,CD83 antigen,22629,76,2.56 [1.53-4.29],0.0003437612724394
Chapter XI Diseases of the digestive system,Acute gastritis,CD8A,T-cell surface glycoprotein CD8 alpha chain,22870,76,1.63 [1.10-2.43],0.0156804424055349
Chapter XI Diseases of the digestive system,Acute gastritis,CD93,Complement component C1q receptor,21741,73,2.82 [1.59-5.01],0.0003901680621358
Chapter XI Diseases of the digestive system,Acute gastritis,CDH1,Cadherin-1,21875,74,1.67 [1.20-2.33],0.002341358092637
Chapter XI Diseases of the digestive system,Acute gastritis,CDH15,Cadherin-15,22832,76,1.47 [1.09-1.99],0.0114836327812286
Chapter XI Diseases of the digestive system,Acute gastritis,CDH17,Cadherin-17,22634,74,1.56 [1.18-2.05],0.0016924760038579
Chapter XI Diseases of the digestive system,Acute gastritis,CDH3,Cadherin-3,22870,76,2.68 [1.64-4.37],7.648220925814235e-05
Chapter XI Diseases of the digestive system,Acute gastritis,CDH5,Cadherin-5,22933,75,2.31 [1.25-4.27],0.0077428330403055
Chapter XI Diseases of the digestive system,Acute gastritis,CDH6,Cadherin-6,22634,74,2.01 [1.21-3.33],0.0066859650475718
Chapter XI Diseases of the digestive system,Acute gastritis,CDON,Cell adhesion molecule-related/down-regulated by oncogenes,22668,77,0.47 [0.23-0.97],0.0406518975442938
Chapter XI Diseases of the digestive system,Acute gastritis,CES2,Cocaine esterase,22571,73,0.66 [0.43-0.99],0.0470828391516246
Chapter XI Diseases of the digestive system,Acute gastritis,CFC1,Cryptic protein,22109,74,1.55 [1.13-2.12],0.0061513890471478
Chapter XI Diseases of the digestive system,Acute gastritis,CHAD,Chondroadherin,19218,58,0.61 [0.38-1.00],0.0498304360516499
Chapter XI Diseases of the digestive system,Acute gastritis,CHGA,Chromogranin-A,19675,62,1.87 [1.51-2.31],8.555172318852172e-09
Chapter XI Diseases of the digestive system,Acute gastritis,CHI3L1,Chitinase-3-like protein 1,22111,75,1.32 [1.03-1.67],0.0254934752433938
Chapter XI Diseases of the digestive system,Acute gastritis,CHIT1,Chitotriosidase-1,22749,73,0.88 [0.79-0.98],0.0147535668938014
Chapter XI Diseases of the digestive system,Acute gastritis,CHL1,Neural cell adhesion molecule L1-like protein,22672,76,1.89 [1.06-3.36],0.0306238357225167
Chapter XI Diseases of the digestive system,Acute gastritis,CHRDL1,Chordin-like protein 1,22710,77,2.12 [1.11-4.04],0.0229023185169793
Chapter XI Diseases of the digestive system,Acute gastritis,CHRM1,Muscarinic acetylcholine receptor M1,19122,62,1.60 [1.03-2.47],0.0351757509125987
Chapter XI Diseases of the digestive system,Acute gastritis,CKAP4,Cytoskeleton-associated protein 4,22806,75,3.43 [2.19-5.40],8.55853446655923e-08
Chapter XI Diseases of the digestive system,Acute gastritis,CKMT1A_CKMT1B,"Creatine kinase U-type, mitochondrial",22552,77,1.42 [1.03-1.96],0.0318916675429458
Chapter XI Diseases of the digestive system,Acute gastritis,CLC,Galectin-10,22605,74,1.32 [1.01-1.72],0.0415994705062541
Chapter XI Diseases of the digestive system,Acute gastritis,CLEC14A,C-type lectin domain family 14 member A,22654,76,2.77 [1.50-5.12],0.0011869737998951
Chapter XI Diseases of the digestive system,Acute gastritis,CLEC1A,C-type lectin domain family 1 member A,22258,75,2.29 [1.27-4.11],0.0056255234966813
Chapter XI Diseases of the digestive system,Acute gastritis,CLEC6A,C-type lectin domain family 6 member A,22109,74,1.82 [1.22-2.69],0.0030860616046131
Chapter XI Diseases of the digestive system,Acute gastritis,CLEC7A,C-type lectin domain family 7 member A,22926,75,1.95 [1.22-3.12],0.0052502871367792
Chapter XI Diseases of the digestive system,Acute gastritis,CLMP,CXADR-like membrane protein,22853,77,4.15 [1.86-9.28],0.0005213494127072
Chapter XI Diseases of the digestive system,Acute gastritis,COL18A1,Collagen alpha-1(XVIII) chain,22727,73,3.45 [1.42-8.40],0.0064460651469836
Chapter XI Diseases of the digestive system,Acute gastritis,COL28A1,Collagen alpha-1(XXVIII) chain,19122,62,0.70 [0.50-0.99],0.0441273699871885
Chapter XI Diseases of the digestive system,Acute gastritis,COL6A3,Collagen alpha-3(VI) chain,22933,75,2.89 [1.73-4.81],4.676502933460847e-05
Chapter XI Diseases of the digestive system,Acute gastritis,COLEC12,Collectin-12,22629,77,4.34 [2.10-8.99],7.657231124346206e-05
Chapter XI Diseases of the digestive system,Acute gastritis,CPB2,Carboxypeptidase B2,19645,61,0.34 [0.12-0.97],0.0438878004155106
Chapter XI Diseases of the digestive system,Acute gastritis,CR1,Complement receptor type 1,19619,62,1.95 [1.34-2.84],0.000486074822615
Chapter XI Diseases of the digestive system,Acute gastritis,CRIM1,Cysteine-rich motor neuron 1 protein,22744,77,4.74 [2.22-10.13],5.939240740905583e-05
Chapter XI Diseases of the digestive system,Acute gastritis,CSF1,Macrophage colony-stimulating factor 1,22744,77,4.24 [2.19-8.20],1.867480346127649e-05
Chapter XI Diseases of the digestive system,Acute gastritis,CSF1R,Macrophage colony-stimulating factor 1 receptor,19690,62,2.10 [1.33-3.33],0.0015673439221697
Chapter XI Diseases of the digestive system,Acute gastritis,CST3,Cystatin-C,22671,75,3.75 [2.03-6.92],2.433218186757951e-05
Chapter XI Diseases of the digestive system,Acute gastritis,CST6,Cystatin-M,22075,70,1.62 [1.03-2.54],0.0374903360118943
Chapter XI Diseases of the digestive system,Acute gastritis,CTNNA1,Catenin alpha-1,19054,59,1.84 [1.29-2.63],0.0007853123143934
Chapter XI Diseases of the digestive system,Acute gastritis,CTSF,Cathepsin F,22696,76,0.57 [0.35-0.92],0.0227738407965882
