Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Impacted teeth,ABHD14B,Protein ABHD14B,27921,78,1.48 [1.07-2.04],0.0175793084893664
Chapter XI Diseases of the digestive system,Impacted teeth,ABL1,Tyrosine-protein kinase ABL1,28088,78,1.38 [1.07-1.79],0.013613321105739
Chapter XI Diseases of the digestive system,Impacted teeth,ACOT13,Acyl-coenzyme A thioesterase 13,24420,66,1.29 [1.05-1.59],0.0145228772301065
Chapter XI Diseases of the digestive system,Impacted teeth,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,28209,77,1.58 [1.13-2.21],0.0080596224921297
Chapter XI Diseases of the digestive system,Impacted teeth,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,27517,74,1.51 [1.17-1.93],0.0013288350974944
Chapter XI Diseases of the digestive system,Impacted teeth,AHCY,Adenosylhomocysteinase,28209,77,1.39 [1.06-1.84],0.0191979377385238
Chapter XI Diseases of the digestive system,Impacted teeth,AIDA,"Axin interactor, dorsalization-associated protein",23833,66,1.25 [1.02-1.54],0.0352739428035299
Chapter XI Diseases of the digestive system,Impacted teeth,AK2,"Adenylate kinase 2, mitochondrial",24444,68,1.41 [1.14-1.74],0.0017468757209834
Chapter XI Diseases of the digestive system,Impacted teeth,AKT2,RAC-beta serine/threonine-protein kinase,24480,67,1.24 [1.03-1.49],0.0231622675827479
Chapter XI Diseases of the digestive system,Impacted teeth,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",24480,67,1.53 [1.00-2.32],0.0489698906494649
Chapter XI Diseases of the digestive system,Impacted teeth,ALPP,"Alkaline phosphatase, placental type",28088,78,0.81 [0.67-0.97],0.0250661748983942
Chapter XI Diseases of the digestive system,Impacted teeth,ANKMY2,Ankyrin repeat and MYND domain-containing protein 2,23816,68,1.56 [1.19-2.06],0.001504198223119
Chapter XI Diseases of the digestive system,Impacted teeth,ANXA3,Annexin A3,28434,78,1.41 [1.07-1.86],0.0158977799593091
Chapter XI Diseases of the digestive system,Impacted teeth,ANXA4,Annexin A4,28066,77,1.43 [1.11-1.85],0.0062114690088002
Chapter XI Diseases of the digestive system,Impacted teeth,AP1G2,AP-1 complex subunit gamma-like 2,24399,65,1.51 [1.16-1.97],0.0020940169548581
