Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ACE2,Angiotensin-converting enzyme 2,21400,113,1.56 [1.16-2.09],0.0030771610513158
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ACP6,Lysophosphatidic acid phosphatase type 6,21977,114,0.77 [0.63-0.94],0.009786235120848
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ACVRL1,Serine/threonine-protein kinase receptor R3,21631,115,2.41 [1.21-4.81],0.0122567910211689
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),AFP,Alpha-fetoprotein,21597,115,0.76 [0.59-0.98],0.0322831380570543
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),AGR2,Anterior gradient protein 2 homolog,21116,110,1.20 [1.02-1.42],0.0314827379298697
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ANXA1,Annexin A1,18357,103,0.60 [0.37-0.96],0.0333661007289577
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ANXA3,Annexin A3,21979,116,0.79 [0.63-0.99],0.0448493929811842
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),AOC1,Amiloride-sensitive amine oxidase [copper-containing],21387,111,1.28 [1.02-1.59],0.0310029629638004
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,21950,114,0.63 [0.47-0.85],0.0026824116014498
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),APOL1,Apolipoprotein L1,18909,103,0.51 [0.35-0.75],0.0005370864458854
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ARG2,"Arginase-2, mitochondrial",18818,102,1.66 [1.26-2.18],0.0002781900185407
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ARHGEF5,Rho guanine nucleotide exchange factor 5,18279,100,0.69 [0.51-0.94],0.0177432673776993
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ARMCX2,Armadillo repeat-containing X-linked protein 2,18279,100,0.60 [0.39-0.93],0.0218203484791049
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1,18307,97,1.53 [1.20-1.95],0.000655637329218
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ASS1,Argininosuccinate synthase,18307,97,0.77 [0.60-1.00],0.048727984792628
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),ATP5PO,"ATP synthase subunit O, mitochondrial",21297,110,1.39 [1.06-1.82],0.0184006801667666
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),AZU1,Azurocidin,21112,111,0.78 [0.61-1.00],0.0495953723134785
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),BAMBI,BMP and activin membrane-bound inhibitor homolog,21277,112,1.63 [1.01-2.63],0.044944989072039
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),BCAN,Brevican core protein,21668,116,0.52 [0.32-0.86],0.0100611553433174
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",18279,100,1.45 [1.15-1.83],0.0016842130569822
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),BRSK2,Serine/threonine-protein kinase BRSK2,18872,103,0.53 [0.31-0.93],0.0264609147314226
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,22011,116,0.70 [0.55-0.90],0.0056051296466232
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),C1QTNF6,Complement C1q tumor necrosis factor-related protein 6,18872,103,1.81 [1.16-2.80],0.0085548099954618
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CASP10,Caspase-10,21297,110,0.79 [0.64-0.99],0.0365493759507619
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),CBLN4,Cerebellin-4,22002,115,0.43 [0.26-0.72],0.0011999512419624
