Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,NEFL,Neurofilament light polypeptide,49044,145,1.95 [1.53-2.49],7.69222624918266e-08
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,RBFOX3,RNA binding protein fox-1 homolog 3,43746,123,1.87 [1.42-2.47],7.983780445628889e-06
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,YAP1,Transcriptional coactivator YAP1,43724,123,2.89 [1.90-4.40],7.355734748322478e-07
