Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Urethral stricture,ADAMTSL2,ADAMTS-like protein 2,39534,384,1.81 [1.39-2.34],8.540654916143704e-06
Chapter XIV Diseases of the genitourinary system,Urethral stricture,ADM,Pro-adrenomedullin,45740,446,2.18 [1.57-3.01],2.696262321290976e-06
Chapter XIV Diseases of the genitourinary system,Urethral stricture,AGRN,Agrin,45543,445,1.72 [1.38-2.15],1.633670054131117e-06
Chapter XIV Diseases of the genitourinary system,Urethral stricture,ASGR1,Asialoglycoprotein receptor 1,44992,440,2.00 [1.54-2.58],1.4227797406395748e-07
Chapter XIV Diseases of the genitourinary system,Urethral stricture,B4GALT1,"Beta-1,4-galactosyltransferase 1",45543,445,2.15 [1.61-2.88],2.570229248448991e-07
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CD27,CD27 antigen,45477,444,1.68 [1.39-2.02],4.654686577946389e-08
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CD300C,CMRF35-like molecule 6,45746,443,1.77 [1.40-2.22],1.194641062588144e-06
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CD300E,CMRF35-like molecule 2,45593,445,1.87 [1.55-2.26],5.944790454625169e-11
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CD302,CD302 antigen,45142,445,1.91 [1.49-2.47],4.864408623447208e-07
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CD59,CD59 glycoprotein,43709,423,2.60 [1.91-3.53],9.621160451127706e-10
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CD74,HLA class II histocompatibility antigen gamma chain,45746,443,1.89 [1.51-2.37],3.237335258463339e-08
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CHGA,Chromogranin-A,39534,384,1.29 [1.17-1.41],8.361088306056806e-08
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CLEC6A,C-type lectin domain family 6 member A,44294,434,1.47 [1.24-1.74],6.941002651653788e-06
Chapter XIV Diseases of the genitourinary system,Urethral stricture,COL6A3,Collagen alpha-3(VI) chain,45915,447,2.06 [1.66-2.57],1.0068639953525978e-10
Chapter XIV Diseases of the genitourinary system,Urethral stricture,COLEC12,Collectin-12,45321,443,2.10 [1.55-2.84],1.7292374460370911e-06
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CST3,Cystatin-C,45451,442,2.47 [1.90-3.21],1.4898411502370844e-11
Chapter XIV Diseases of the genitourinary system,Urethral stricture,DSC2,Desmocollin-2,44826,440,1.83 [1.45-2.30],2.722231097279809e-07
Chapter XIV Diseases of the genitourinary system,Urethral stricture,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,45445,442,1.81 [1.40-2.33],6.677959692994551e-06
Chapter XIV Diseases of the genitourinary system,Urethral stricture,EFNA1,Ephrin-A1,45252,442,1.98 [1.49-2.61],1.76118667850513e-06
Chapter XIV Diseases of the genitourinary system,Urethral stricture,EFNA4,Ephrin-A4,44918,440,2.02 [1.59-2.57],1.0385175557375861e-08
Chapter XIV Diseases of the genitourinary system,Urethral stricture,EPHA2,Ephrin type-A receptor 2,43718,431,1.80 [1.42-2.29],1.6908510830575526e-06
Chapter XIV Diseases of the genitourinary system,Urethral stricture,EPHB4,Ephrin type-B receptor 4,45915,447,2.23 [1.64-3.03],2.529807594302309e-07
