Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
VGF,Neurosecretory protein VGF,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,21084,166,3.13 [2.10-4.65],1.8276850100955945e-08
VGF,Neurosecretory protein VGF,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,24363,90,4.72 [3.19-6.98],8.099627331513951e-15
VGF,Neurosecretory protein VGF,"Chapter IV Endocrine, nutritional and metabolic diseases",Fluid overload,21033,115,3.48 [2.26-5.38],1.722459371346365e-08
VGF,Neurosecretory protein VGF,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,21057,139,4.01 [2.81-5.74],2.6190516904658856e-14
VGF,Neurosecretory protein VGF,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperparathyroidism,24358,85,4.78 [3.21-7.12],1.3084827039976616e-14
VGF,Neurosecretory protein VGF,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,18992,43,9.65 [6.76-13.77],8.334397857881134e-36
VGF,Neurosecretory protein VGF,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,23934,567,4.07 [3.39-4.89],8.049685202405078e-51
VGF,Neurosecretory protein VGF,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,24425,20,8.04 [4.58-14.11],3.9577991260999705e-13
VGF,Neurosecretory protein VGF,Chapter XIV Diseases of the genitourinary system,Dialysis,23412,45,11.18 [7.85-15.92],7.48239570577607e-41
VGF,Neurosecretory protein VGF,Chapter XIV Diseases of the genitourinary system,Other disorders of the genitourinary system,24556,48,4.68 [2.74-8.00],1.681223604255301e-08
VGF,Neurosecretory protein VGF,Chapter XIV Diseases of the genitourinary system,Other obstructive and reflux uropathy,23319,228,2.69 [1.84-3.91],2.710633342878581e-07
VGF,Neurosecretory protein VGF,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,24428,1337,1.96 [1.66-2.31],9.94315574208626e-16
VGF,Neurosecretory protein VGF,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,23427,60,4.55 [2.51-8.25],6.284700032623482e-07
