Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter II Neoplasms,Leiomyoma of uterus,22865,498,1.13 [1.00-1.27],0.0483229991792614
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter II Neoplasms,"Malignant neoplasm of bladder, excluding all cancers (controls excluding all cancers)",35192,334,1.19 [1.02-1.37],0.0218822836225097
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",34996,138,1.29 [1.05-1.58],0.016411379330632
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter II Neoplasms,Melanoma in situ,34915,138,0.66 [0.47-0.91],0.0114436750429253
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1","Chapter IV Endocrine, nutritional and metabolic diseases","Disorder of thyroid, unspecified",40559,137,1.30 [1.08-1.57],0.006536787267059
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1","Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,42845,3143,1.06 [1.01-1.12],0.0238990371452324
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1","Chapter IV Endocrine, nutritional and metabolic diseases",Vitamin D deficiency,40096,614,1.17 [1.05-1.30],0.0036384204371173
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,27215,3170,1.08 [1.03-1.14],0.0020191615347461
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter IX Diseases of the circulatory system,Cerebral atherosclerosis,43887,76,1.31 [1.01-1.70],0.0422608815602688
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter IX Diseases of the circulatory system,"Hypertension, portal",43591,132,1.51 [1.29-1.78],4.146679478771325e-07
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter IX Diseases of the circulatory system,Varicose veins,41823,701,1.19 [1.09-1.31],0.0002709808570011
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter VI Diseases of the nervous system,Lesion of ulnar nerve,40875,133,0.69 [0.50-0.96],0.0283896910774814
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1","Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diplopia,42934,164,0.75 [0.56-0.99],0.0458026019001409
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter VIII Diseases of the ear and mastoid process,Tinnitus,42366,140,1.26 [1.04-1.53],0.017918563816854
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,41629,506,1.15 [1.02-1.29],0.0214247421872417
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter X Diseases of the respiratory system,Interstitial lung disease,41686,563,1.14 [1.02-1.28],0.0231772554998976
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,43721,695,1.12 [1.01-1.25],0.0283623551313192
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XI Diseases of the digestive system,Alcoholic liver disease,42382,126,1.25 [1.01-1.55],0.0445428242078688
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",43637,178,1.34 [1.14-1.59],0.0004744791374045
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,42471,215,1.32 [1.13-1.54],0.0004951012818152
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XI Diseases of the digestive system,Intestinal adhesions without obstruction,31145,161,1.23 [1.02-1.49],0.0286203354080805
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,43842,612,1.15 [1.03-1.28],0.0122263167424701
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,34541,1593,1.12 [1.04-1.20],0.0013340213423759
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XII Diseases of the skin and subcutaneous tissue,Arthropathic psoriasis,43349,137,0.72 [0.52-0.98],0.039108174765136
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis,43367,464,1.14 [1.00-1.29],0.0414802507451195
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified dermatitis,43349,446,1.16 [1.03-1.32],0.0159325123370242
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibromyalgia,37830,378,0.81 [0.68-0.97],0.021839719468291
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Neuralgia and neuritis, unspecified",37552,100,0.64 [0.43-0.94],0.0230679168581406
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Psoriatic arthropathies,30542,133,0.72 [0.52-0.99],0.0449327927025416
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Soft tissue disorders related to use, overuse and pressure",37677,225,1.22 [1.03-1.43],0.0182981824696676
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,43355,537,1.14 [1.01-1.28],0.0305953459079439
FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",Chapter XIV Diseases of the genitourinary system,Other disorders of penis,16544,232,1.24 [1.05-1.47],0.010652430386903
