Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",34776,313,0.54 [0.31-0.94],0.0298230066590769
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,40217,143,1.92 [1.01-3.63],0.0449690400809825
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Vitamin B12 deficiency anaemia,41033,171,0.36 [0.17-0.78],0.0093458301838168
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,33205,91,2.26 [1.14-4.46],0.0189679845789818
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,42747,2580,0.80 [0.66-0.97],0.0242038864100738
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,37829,2511,0.78 [0.64-0.95],0.0127074664926497
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter IX Diseases of the circulatory system,Intracerebral haemorrhage,41818,176,1.86 [1.04-3.35],0.0376017513369357
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter V Mental and behavioural disorders,Any mental disorder,42235,6643,0.87 [0.78-0.99],0.0272000926897941
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",38223,2631,0.77 [0.64-0.93],0.00791737462537
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter VI Diseases of the nervous system,Other disorders of nervous system,42494,231,1.77 [1.05-2.99],0.0320611203702888
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter VIII Diseases of the ear and mastoid process,Tinnitus,41838,138,2.07 [1.13-3.81],0.0189006130649462
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter X Diseases of the respiratory system,Acute pharyngitis,42898,121,0.38 [0.15-0.94],0.0357143643316136
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter X Diseases of the respiratory system,Interstitial lung disease,41143,546,1.53 [1.06-2.21],0.024502504806614
B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,42887,1589,0.74 [0.58-0.94],0.0157636049253369
