Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
FUOM,Fucose mutarotase,Lifestyle factors,X1050.Time spend outdoors in summer,46934,-0.0386151981925557,0.0224427377254605,-0.0826029641344582,0.0053725677493468,0.0853384976732769
FUOM,Fucose mutarotase,Lifestyle factors,X1060.Time spent outdoors in winter,45105,-0.0982129067332184,0.0248670483831096,-0.146952321564113,-0.0494734919023236,7.86333764909008e-05
FUOM,Fucose mutarotase,Physical activities,X1070.Time spent watching television (TV),47645,0.129775166314098,0.0222715155740081,0.0861229957890426,0.173427336839154,5.73572911783302e-09
FUOM,Fucose mutarotase,Physical activities,X1080.Time spent using computer,45081,0.0146133264582637,0.0223261617806331,-0.0291459506317772,0.0583726035483045,0.512774238477255
FUOM,Fucose mutarotase,Physical activities,X1090.Time spent driving,42829,-0.0272303470415359,0.0242706567197748,-0.0748008342122945,0.0203401401292228,0.261904670217524
FUOM,Fucose mutarotase,Lifestyle factors,X1160.Sleep duration,48556,0.0449437346364175,0.0205153677883023,0.00473361377134508,0.0851538555014899,0.0284824988679001
FUOM,Fucose mutarotase,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,34714,0.0242305087046201,0.0251542074536392,-0.0250717379045127,0.073532755313753,0.335445846624309
FUOM,Fucose mutarotase,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,34714,-0.0187729271919367,0.0280616477388828,-0.073773756760147,0.0362279023762736,0.503527900526359
FUOM,Fucose mutarotase,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,34714,0.0292968036351699,0.0299337948494808,-0.0293734342698124,0.0879670415401522,0.327757072264935
FUOM,Fucose mutarotase,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,34714,0.00247150205869948,0.0309398728150953,-0.0581706486588874,0.0631136527762863,0.936334667915949
FUOM,Fucose mutarotase,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,34714,0.0287476076612002,0.031299237862835,-0.0325988985499563,0.0900941138723568,0.358405801473182
FUOM,Fucose mutarotase,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,34714,0.118762120039472,0.085442502850662,-0.0487051855478254,0.28622942562677,0.164589996615869
FUOM,Fucose mutarotase,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,34714,0.126490015244814,0.098953028976573,-0.0674579215492695,0.320437952038897,0.201198039808337
FUOM,Fucose mutarotase,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,34714,-0.000901404689744135,0.0504735264019965,-0.0998295164376572,0.098026707058169,0.985751951688031
FUOM,Fucose mutarotase,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,34714,0.0340775394092934,0.0386475403014,-0.0416716395814506,0.109826718400037,0.377945688252203
FUOM,Fucose mutarotase,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,34714,0.0409714250687725,0.0256197915941041,-0.00924336645567141,0.0911862165932165,0.109825635786555
FUOM,Fucose mutarotase,Health and medical history,X120039#18.Location of pain during the past week_Upper back,34714,0.0171540559670923,0.0406539211320191,-0.0625276294516651,0.0968357413858496,0.673073944138469
FUOM,Fucose mutarotase,Health and medical history,X120039#19.Location of pain during the past week_Lower back,34714,-0.00273120898400938,0.0192470666563122,-0.0404554596303813,0.0349930416623625,0.887161608515652
FUOM,Fucose mutarotase,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,34714,0.0054326348683881,0.0259437985811177,-0.0454172103506025,0.0562824800873787,0.834142865608553
FUOM,Fucose mutarotase,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,34714,-0.0379920861837997,0.0417914999606377,-0.119903426106649,0.0439192537390502,0.363340329939164
FUOM,Fucose mutarotase,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,34714,-0.0225087863187977,0.0384790516148431,-0.0979277274838901,0.0529101548462947,0.558594796320292
FUOM,Fucose mutarotase,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,34714,0.0949450003156004,0.0469490781185611,0.00292480720322059,0.18696519342798,0.0431890907672097
FUOM,Fucose mutarotase,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,34714,-0.0293908353261724,0.0468791722464316,-0.121274012929178,0.0624923422768335,0.530716283186573
FUOM,Fucose mutarotase,Health and medical history,X120039#7.Location of pain during the past week_Left hip,34714,0.000983161679388236,0.0295340986879102,-0.0569036717489157,0.0588699951076922,0.973445183430819
FUOM,Fucose mutarotase,Health and medical history,X120039#8.Location of pain during the past week_Right hip,34714,0.00314991306327826,0.028648788674908,-0.0530017127395414,0.059301538866098,0.912453225461367
FUOM,Fucose mutarotase,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,34714,-0.00115186313454229,0.0319451727198839,-0.0637644016655147,0.0614606753964302,0.971237685760196
FUOM,Fucose mutarotase,Health and medical history,X120040.Fatigue severity over the past week,34722,0.100920635362227,0.040507651092751,0.0215256392204348,0.180315631504019,0.0127504716041543
FUOM,Fucose mutarotase,Health and medical history,X120041.Waking unrefreshed severity over the past week,34725,0.11310105709779,0.0404125883423789,0.0338923839467269,0.192309730248852,0.00514757840098888
