Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
ASPSCR1,Tether containing UBX domain for GLUT4,Lifestyle factors,X1050.Time spend outdoors in summer,47325,0.0545180409978654,0.0209506150723972,0.013454835455967,0.0955812465397639,0.00926962410765297
ASPSCR1,Tether containing UBX domain for GLUT4,Lifestyle factors,X1060.Time spent outdoors in winter,45452,0.0127943457305955,0.0232417347128841,-0.0327594543066573,0.0583481457678484,0.581990536972596
ASPSCR1,Tether containing UBX domain for GLUT4,Physical activities,X1070.Time spent watching television (TV),48050,0.0633751922823703,0.020748018465045,0.0227090760908822,0.104041308473858,0.0022572753827693
ASPSCR1,Tether containing UBX domain for GLUT4,Physical activities,X1080.Time spent using computer,45430,-0.0067903743516306,0.0209613603960914,-0.0478746407279698,0.0342938920247086,0.745982022008144
ASPSCR1,Tether containing UBX domain for GLUT4,Physical activities,X1090.Time spent driving,43142,0.00157329902705736,0.022738566086324,-0.0429942905021378,0.0461408885562525,0.944838716797632
ASPSCR1,Tether containing UBX domain for GLUT4,Lifestyle factors,X1160.Sleep duration,48973,-0.00353221845073853,0.018948398772045,-0.0406710800439468,0.0336066431424698,0.852123144106956
ASPSCR1,Tether containing UBX domain for GLUT4,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,34831,-0.0205206165483178,0.0281176801407701,-0.0756312696242272,0.0345900365275916,0.465532626205464
ASPSCR1,Tether containing UBX domain for GLUT4,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,34831,-0.00353113173778558,0.0315656264229267,-0.0653997595267218,0.0583374960511507,0.910932973020711
ASPSCR1,Tether containing UBX domain for GLUT4,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,34831,0.0250808401827903,0.0333239079673387,-0.0402340194331935,0.0903956997987742,0.451695894967086
ASPSCR1,Tether containing UBX domain for GLUT4,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,34831,-0.00580256302077758,0.0345486134781571,-0.0735178454379655,0.0619127193964103,0.866625255554263
ASPSCR1,Tether containing UBX domain for GLUT4,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,34831,-0.0283681252237133,0.0351365589168636,-0.097235780700766,0.0404995302533393,0.41948544769489
ASPSCR1,Tether containing UBX domain for GLUT4,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,34831,-0.153032180562883,0.0956798380498676,-0.340564663140624,0.0345003020148575,0.109778164146531
ASPSCR1,Tether containing UBX domain for GLUT4,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,34831,-0.0196504849600918,0.110477751278346,-0.23618687746565,0.196885907545467,0.858832223104485
ASPSCR1,Tether containing UBX domain for GLUT4,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,34831,-0.000361867773976751,0.055978900042261,-0.110080511856808,0.109356776308855,0.994842429657757
ASPSCR1,Tether containing UBX domain for GLUT4,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,34831,-0.0708511222923136,0.0436016247211147,-0.156310306745698,0.0146080621610712,0.104220552370801
