Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Eye measures,X5257.Corneal resistance factor (right),ACY1,Aminoacylase-1,11034,0.0528255928709113,0.00651225024769635,0.0400615823854264,0.0655896033563961,5.51977196002174e-16
Eye measures,X5257.Corneal resistance factor (right),IGSF9,Protein turtle homolog A,9742,0.0693580291030707,0.00858542794990785,0.0525305903212513,0.08618546788489,7.33149864748639e-16
Eye measures,X5257.Corneal resistance factor (right),CNTN3,Contactin-3,11010,0.0283083155015018,0.00357052183244396,0.0213100927099116,0.0353065382930919,2.43572595823091e-15
Eye measures,X5257.Corneal resistance factor (right),GGT1,Glutathione hydrolase 1 proenzyme,10995,0.0374687610919271,0.00531347098931355,0.0270543579528725,0.0478831642309816,1.87428906230304e-12
Eye measures,X5257.Corneal resistance factor (right),ERBB2,Receptor tyrosine-protein kinase erbB-2,11066,0.0185817697811715,0.00263514604004815,0.0134168835426771,0.0237466560196659,1.87546889774812e-12
Eye measures,X5257.Corneal resistance factor (right),LAMP2,Lysosome-associated membrane glycoprotein 2,10708,0.0143175522010375,0.00211073614819593,0.0101805093505734,0.0184545950515015,1.23749272805548e-11
Eye measures,X5257.Corneal resistance factor (right),AFM,Afamin,9772,0.0128264135723536,0.00206366770425023,0.00878162487202318,0.0168712022726841,5.3305517842247e-10
Eye measures,X5257.Corneal resistance factor (right),IGFBP2,Insulin-like growth factor-binding protein 2,11143,-0.0410474753312682,0.00662007741525064,-0.0540228270651594,-0.0280721235973769,5.82967228060463e-10
Eye measures,X5257.Corneal resistance factor (right),MVK,Mevalonate kinase,10797,0.0501689740342135,0.00831753579996963,0.033866603866273,0.066471344202154,1.67555452035019e-09
Eye measures,X5257.Corneal resistance factor (right),ERBB3,Receptor tyrosine-protein kinase erbB-3,10977,0.0125664353896375,0.00209723146349539,0.00845586172118654,0.0166770090580885,2.13900905725144e-09
Eye measures,X5257.Corneal resistance factor (right),SERPINE1,Plasminogen activator inhibitor 1,11154,0.0427475114882504,0.00719426963958162,0.0286467429946704,0.0568482799818304,2.9019551230394e-09
Eye measures,X5257.Corneal resistance factor (right),CBLN4,Cerebellin-4,11112,0.0204585240804766,0.00344365632063472,0.0137089576920326,0.0272080904689207,2.91914122440963e-09
Eye measures,X5257.Corneal resistance factor (right),SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,11037,0.0273714828137702,0.00461659970026777,0.0183229474012454,0.0364200182262951,3.14061914832728e-09
Eye measures,X5257.Corneal resistance factor (right),UPB1,Beta-ureidopropionase,9742,0.0561590710662151,0.00954819123544396,0.0374446162447449,0.0748735258876852,4.19600735038183e-09
Eye measures,X5257.Corneal resistance factor (right),PDGFB,Platelet-derived growth factor subunit B,11054,0.0523985396059768,0.00907833855631734,0.0346049960355948,0.0701920831763588,8.0531182741489e-09
Eye measures,X5257.Corneal resistance factor (right),SUSD1,Sushi domain-containing protein 1,10823,0.029755958795219,0.0051607512356818,0.0196408863732826,0.0398710312171553,8.34883199589626e-09
Eye measures,X5257.Corneal resistance factor (right),LCAT,Phosphatidylcholine-sterol acyltransferase,9756,0.0135105482617737,0.00234701180453688,0.00891040512488147,0.018110691398666,8.84783337496876e-09
Eye measures,X5257.Corneal resistance factor (right),CPM,Carboxypeptidase M,11052,0.0215993747954832,0.00377700977969594,0.0141964356272791,0.0290023139636872,1.10165726249445e-08
Eye measures,X5257.Corneal resistance factor (right),IL1R2,Interleukin-1 receptor type 2,10988,0.0121643171392728,0.0021448524575138,0.00796040632254577,0.0163682279559999,1.45215764282397e-08
Eye measures,X5257.Corneal resistance factor (right),MME,Neprilysin,10974,0.0485486498546569,0.00863532106509044,0.0316234205670796,0.0654738791422341,1.93263171194975e-08
Eye measures,X5257.Corneal resistance factor (right),MAMDC4,Apical endosomal glycoprotein,9691,0.032408286283339,0.00576475776429937,0.0211093610653123,0.0437072115013658,1.94225126857957e-08
Eye measures,X5257.Corneal resistance factor (right),TNFSF14,Tumor necrosis factor ligand superfamily member 14,10929,0.0343726711467911,0.00614823675403092,0.0223221271088905,0.0464232151846917,2.31650059689301e-08
Eye measures,X5257.Corneal resistance factor (right),SORT1,Sortilin,11023,0.0223288964862799,0.00400453380763058,0.014480010223324,0.0301777827492359,2.52052936106428e-08
Eye measures,X5257.Corneal resistance factor (right),PTPRB,Receptor-type tyrosine-protein phosphatase beta,9742,0.0174043192094616,0.00315043178814758,0.0112294729046923,0.0235791655142309,3.39084410142908e-08
Eye measures,X5257.Corneal resistance factor (right),ACE2,Angiotensin-converting enzyme 2,10823,0.0296125837572855,0.00538985443836048,0.0190484690580989,0.040176698456472,4.01530473359742e-08
Eye measures,X5257.Corneal resistance factor (right),FTCD,Formimidoyltransferase-cyclodeaminase,9685,0.0475836950837844,0.00873791322503634,0.0304573851627131,0.0647100050048556,5.28781401627687e-08
Eye measures,X5257.Corneal resistance factor (right),HAO1,Hydroxyacid oxidase 1,11112,0.0737314506777293,0.0135810703140399,0.0471125528622111,0.100350348493248,5.78685628184515e-08
Eye measures,X5257.Corneal resistance factor (right),EGF,Pro-epidermal growth factor,10970,0.0577407944555903,0.0108473560168795,0.0364799766625065,0.079001612248674,1.0406930069053e-07
Eye measures,X5257.Corneal resistance factor (right),CKB,Creatine kinase B-type,9742,-0.0326366002210194,0.00616201332062783,-0.04471414632945,-0.0205590541125889,1.20675238474328e-07
Eye measures,X5257.Corneal resistance factor (right),SORD,Sorbitol dehydrogenase,11079,0.0365900677319268,0.00693917700852754,0.0229892807952128,0.0501908546686408,1.36764326078982e-07
Eye measures,X5257.Corneal resistance factor (right),TCTN3,Tectonic-3,9742,0.0165890379769649,0.0031505395094421,0.0104139805384584,0.0227640954154714,1.42824002637797e-07
Eye measures,X5257.Corneal resistance factor (right),CCN2,CCN family member 2,11005,0.0319295160027172,0.00609171752348396,0.0199897496566886,0.0438692823487458,1.62261365000849e-07
Eye measures,X5257.Corneal resistance factor (right),TPP1,Tripeptidyl-peptidase 1,10917,0.0260557457921732,0.0049772129183339,0.0163004084722387,0.0358110831121076,1.6804709901758e-07
Eye measures,X5257.Corneal resistance factor (right),FGF21,Fibroblast growth factor 21,11107,0.0659637393659466,0.0126067150762246,0.0412545778165464,0.0906729009153468,1.70349368206593e-07
Eye measures,X5257.Corneal resistance factor (right),KHK,Ketohexokinase,9483,0.0339940628960845,0.00655690411356638,0.0211425308334944,0.0468455949586746,2.21104259459069e-07
Eye measures,X5257.Corneal resistance factor (right),IDUA,Alpha-L-iduronidase,11112,0.0258223785669856,0.00499222640406722,0.0160376148150139,0.0356071423189574,2.34987904978748e-07
Eye measures,X5257.Corneal resistance factor (right),PROC,Vitamin K-dependent protein C,11025,0.014505841354978,0.00281841726620474,0.0089817435132167,0.0200299391967393,2.69529063095681e-07
Eye measures,X5257.Corneal resistance factor (right),GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,10974,0.0158396157182154,0.00308130700109283,0.00980025399607348,0.0218789774403574,2.78655564329391e-07
Eye measures,X5257.Corneal resistance factor (right),CES1,Liver carboxylesterase 1,11055,0.0445423865551636,0.00868071091119083,0.0275281931692295,0.0615565799410976,2.92805490544486e-07
Eye measures,X5257.Corneal resistance factor (right),SCLY,Selenocysteine lyase,11095,0.0261091518642357,0.00510218709637852,0.0161088651553338,0.0361094385731376,3.15219741671068e-07
Eye measures,X5257.Corneal resistance factor (right),RET,Proto-oncogene tyrosine-protein kinase receptor Ret,10974,0.0217561137992444,0.00426709670962056,0.0133926042483881,0.0301196233501007,3.4793277902658e-07
Eye measures,X5257.Corneal resistance factor (right),FGF2,Fibroblast growth factor 2,10997,0.0371993385975551,0.00731256703472952,0.0228667072094852,0.051531969985625,3.69696415206374e-07
Eye measures,X5257.Corneal resistance factor (right),FOLR2,Folate receptor beta,11098,-0.0160494674237393,0.00317403815151208,-0.022270582200703,-0.00982835264677561,4.33886602074368e-07
Eye measures,X5257.Corneal resistance factor (right),FIS1,Mitochondrial fission 1 protein,11012,0.0410871842338685,0.00813551066112943,0.0251415833380549,0.0570327851296822,4.48069768926034e-07
Eye measures,X5257.Corneal resistance factor (right),APOM,Apolipoprotein M,11025,0.0150672508413653,0.00299780089252399,0.00919156109201831,0.0209429405907123,5.08419196635124e-07
Eye measures,X5257.Corneal resistance factor (right),BID,BH3-interacting domain death agonist,10997,0.0364840645504061,0.00728030733066566,0.0222146621823015,0.0507534669185108,5.48956047761361e-07
Eye measures,X5257.Corneal resistance factor (right),APP,Amyloid-beta precursor protein,10992,0.0353941585702049,0.00708059575469207,0.0215161908910084,0.0492721262494013,5.85924841867254e-07
Eye measures,X5257.Corneal resistance factor (right),CDON,Cell adhesion molecule-related/down-regulated by oncogenes,11019,0.0143615652202684,0.00287925778387324,0.00871821996387686,0.02000491047666,6.19582384331729e-07
Eye measures,X5257.Corneal resistance factor (right),BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,10773,0.0336746272076692,0.00676509595358936,0.020415039138634,0.0469342152767043,6.53408440038756e-07
