Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Cognitive function,X4290.Duration screen displayed,CDCP1,CUB domain-containing protein 1,17066,0.0381678332101254,0.00478266879596611,0.0287938023700319,0.047541864050219,1.55001998694396e-15
Cognitive function,X4290.Duration screen displayed,TFF1,Trefoil factor 1,17123,0.0567803488746715,0.00712500568835759,0.0428153377254906,0.0707453600238523,1.69734480999575e-15
Cognitive function,X4290.Duration screen displayed,GDF15,Growth/differentiation factor 15,17414,0.0291750869887768,0.00405255675291447,0.0212320757530645,0.0371180982244892,6.30472425896039e-13
Cognitive function,X4290.Duration screen displayed,REG3A,Regenerating islet-derived protein 3-alpha,17414,0.0376504053194655,0.00567959252383675,0.0265184039727455,0.0487824066661855,3.47734911479899e-11
Cognitive function,X4290.Duration screen displayed,GAST,Gastrin,15110,0.074965869099059,0.0114553146337173,0.0525134524169731,0.097418285781145,6.17424343562726e-11
Cognitive function,X4290.Duration screen displayed,MMP12,Macrophage metalloelastase,17223,0.0310840591525882,0.00478909503424004,0.0216974328854777,0.0404706854196987,8.78356726466221e-11
Cognitive function,X4290.Duration screen displayed,L1CAM,Neural cell adhesion molecule L1,17263,0.0171232128499081,0.00268571916603033,0.0118592032844887,0.0223872224153276,1.86811430964789e-10
Cognitive function,X4290.Duration screen displayed,PDCD1,Programmed cell death protein 1,17326,0.0239117526864273,0.00383234444963469,0.0164003575651433,0.0314231478077113,4.49289706403383e-10
Cognitive function,X4290.Duration screen displayed,REN,Renin,17204,0.0430197214390446,0.00691327533146083,0.0294697017893814,0.0565697410887078,4.9976197546768e-10
Cognitive function,X4290.Duration screen displayed,BST2,Bone marrow stromal antigen 2,17341,0.0291780294481609,0.00476004943706457,0.0198483325515143,0.0385077263448074,8.99083927079027e-10
Cognitive function,X4290.Duration screen displayed,CCL20,C-C motif chemokine 20,17388,0.0456382072095482,0.00788681957286604,0.0301800408467307,0.0610963735723656,7.30429474527334e-09
Cognitive function,X4290.Duration screen displayed,MZB1,Marginal zone B- and B1-cell-specific protein,17237,0.0270232637510512,0.00471945703481593,0.017773127962812,0.0362733995392904,1.0458462411909e-08
Cognitive function,X4290.Duration screen displayed,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,17066,0.0193782972269421,0.00347983987892082,0.0125578110642573,0.0261987833896269,2.60471639641078e-08
Cognitive function,X4290.Duration screen displayed,CCL21,C-C motif chemokine 21,17272,0.0205252885198338,0.00374408404464793,0.0131868837923239,0.0278636932473437,4.26300558479706e-08
Cognitive function,X4290.Duration screen displayed,MSR1,Macrophage scavenger receptor types I and II,17341,0.022955033235899,0.00420563600754584,0.0147119866611092,0.0311980798106889,4.87701086014358e-08
Cognitive function,X4290.Duration screen displayed,WFDC2,WAP four-disulfide core domain protein 2,16335,0.0192505303318095,0.00356974583276701,0.0122538284995862,0.0262472321640329,7.03766072452454e-08
Cognitive function,X4290.Duration screen displayed,GPR15L,Protein GPR15L,15069,0.0299183212322232,0.00559085656795634,0.0189602423590288,0.0408764001054177,8.86059436384877e-08
Cognitive function,X4290.Duration screen displayed,AREG,Amphiregulin,17116,0.0224333241215096,0.00421445983049951,0.0141729828537306,0.0306936653892887,1.0339076196042e-07
Cognitive function,X4290.Duration screen displayed,CD80,T-lymphocyte activation antigen CD80,15133,0.0161688363577262,0.00304298398978046,0.0102045877377565,0.0221330849776959,1.09076376836083e-07
Cognitive function,X4290.Duration screen displayed,OSMR,Oncostatin-M-specific receptor subunit beta,17294,0.00980884037210728,0.00186545609411258,0.00615254642764662,0.0134651343165679,1.47247529784033e-07
Cognitive function,X4290.Duration screen displayed,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",17263,0.0164102521611556,0.00322227674235595,0.010094589746138,0.0227259145761733,3.56623500446669e-07
Cognitive function,X4290.Duration screen displayed,CCL3,C-C motif chemokine 3,17171,0.031125691656084,0.00613470547671906,0.0191016689217147,0.0431497143904534,3.94214520758464e-07
Cognitive function,X4290.Duration screen displayed,GHRL,Appetite-regulating hormone,17204,-0.0358959325006462,0.00732843338650475,-0.0502596619381955,-0.0215322030630969,9.76114040373151e-07
Cognitive function,X4290.Duration screen displayed,SCT,Secretin,14729,-0.0199450535745265,0.00412282908311943,-0.0280257985774406,-0.0118643085716124,1.32673570650972e-06
Cognitive function,X4290.Duration screen displayed,LGALS4,Galectin-4,17165,0.0238770201722591,0.00497638668295859,0.0141233022736602,0.0336307380708579,1.61554754530081e-06
Cognitive function,X4290.Duration screen displayed,PLAUR,Urokinase plasminogen activator surface receptor,17039,0.0121454292709595,0.00253596001427139,0.00717494764298758,0.0171159108989314,1.68787295365317e-06
Cognitive function,X4290.Duration screen displayed,KLK8,Kallikrein-8,16691,0.0158693229914415,0.00332219210157045,0.00935782647236337,0.0223808195105195,1.79655157106971e-06
Cognitive function,X4290.Duration screen displayed,TMPRSS11D,Transmembrane protease serine 11D,15068,0.0164340091166847,0.00344443395603602,0.00968291856285411,0.0231850996705153,1.84869891046396e-06
Cognitive function,X4290.Duration screen displayed,EDA2R,Tumor necrosis factor receptor superfamily member 27,17357,0.0164969517526176,0.00348383062907755,0.00966864371962559,0.0233252597856096,2.20470858274116e-06
Cognitive function,X4290.Duration screen displayed,EPHA2,Ephrin type-A receptor 2,16634,0.013213334824045,0.0028156058562718,0.00769474734575232,0.0187319223023378,2.7151685615001e-06
Cognitive function,X4290.Duration screen displayed,EFNA4,Ephrin-A4,17032,0.0124622041960274,0.00267303110843025,0.00722306322350408,0.0177013451685507,3.15222539267414e-06
Cognitive function,X4290.Duration screen displayed,KLK13,Kallikrein-13,16802,0.0189100606449337,0.00406729797681428,0.0109381566103777,0.0268819646794897,3.3561038802549e-06
Cognitive function,X4290.Duration screen displayed,SEZ6L2,Seizure 6-like protein 2,17116,0.0102980260383494,0.00221722633904949,0.0059522624138124,0.0146437896628864,3.43349987489851e-06
Cognitive function,X4290.Duration screen displayed,SIGLEC9,Sialic acid-binding Ig-like lectin 9,17334,0.0128945622281217,0.00278646979780361,0.00743308142442659,0.0183560430318167,3.72676603347059e-06
Cognitive function,X4290.Duration screen displayed,FCGR2A,Low affinity immunoglobulin gamma Fc region receptor II-a,17074,0.0249688943234556,0.00542939031694033,0.0143272893022525,0.0356104993446586,4.27903129773429e-06
Cognitive function,X4290.Duration screen displayed,NECTIN4,Nectin-4,17263,0.0130235502571666,0.00285144678805844,0.00743471455257201,0.0186123859617611,4.97351140009829e-06
Cognitive function,X4290.Duration screen displayed,SMOC1,SPARC-related modular calcium-binding protein 1,17357,0.0136569632674775,0.00299613561071872,0.0077845374704688,0.0195293890644862,5.19480700815751e-06
Cognitive function,X4290.Duration screen displayed,IL2RA,Interleukin-2 receptor subunit alpha,17070,0.0167984221195233,0.00370147248179673,0.00954353605520168,0.0240533081838449,5.70946513304778e-06
Cognitive function,X4290.Duration screen displayed,CD86,T-lymphocyte activation antigen CD86,15069,0.0123759118434351,0.00272811678939328,0.00702880293622423,0.0177230207506459,5.76564654239751e-06
Cognitive function,X4290.Duration screen displayed,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,17263,0.014531629786553,0.00322911090759437,0.00820257240766807,0.020860687165438,6.83348770839202e-06
Cognitive function,X4290.Duration screen displayed,CKMT1A_CKMT1B,"Creatine kinase U-type, mitochondrial",17110,0.0271968273335149,0.00605164071478641,0.0153356115325336,0.0390580431344963,7.03151154509348e-06
Cognitive function,X4290.Duration screen displayed,RTN4R,Reticulon-4 receptor,17357,0.0136922895055703,0.00304757277169216,0.00771904687305368,0.0196655321380869,7.07301165638274e-06
Cognitive function,X4290.Duration screen displayed,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,14716,0.0156363067290236,0.00348610773737896,0.00880353556376088,0.0224690778942864,7.33563745183741e-06
Cognitive function,X4290.Duration screen displayed,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,17066,0.01649406054155,0.00368227594983028,0.00927679967988266,0.0237113214032174,7.53706858420585e-06
Cognitive function,X4290.Duration screen displayed,MRC1,Macrophage mannose receptor 1,15157,0.0116740348339037,0.00260796124274096,0.00656243079813142,0.016785638869676,7.64995898150611e-06
Cognitive function,X4290.Duration screen displayed,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,17355,0.0153819448312046,0.00343651102565603,0.00864638322091876,0.0221175064414904,7.65262619466993e-06
Cognitive function,X4290.Duration screen displayed,CHGA,Chromogranin-A,15166,0.0354957100284492,0.00793006683621288,0.019952779029472,0.0510386410274265,7.65760891131131e-06
Cognitive function,X4290.Duration screen displayed,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2,17357,-0.010841914113267,0.00242333657923684,-0.0155916538085712,-0.00609217441796277,7.72718010039815e-06
Cognitive function,X4290.Duration screen displayed,CD27,CD27 antigen,17263,0.0166852504318419,0.00375638195683299,0.00932274179644927,0.0240477590672346,8.97471855455463e-06
Cognitive function,X4290.Duration screen displayed,CCL18,C-C motif chemokine 18,16939,0.0289492913790291,0.00653228814826626,0.0161460066084272,0.041752576149631,9.40703808903792e-06
Cognitive function,X4290.Duration screen displayed,NHLRC3,NHL repeat-containing protein 3,14441,0.013019685276264,0.00295550170871088,0.0072269019271907,0.0188124686253373,1.06429747039962e-05
Cognitive function,X4290.Duration screen displayed,FETUB,Fetuin-B,17215,0.0133290367317157,0.00303254768899706,0.00738524326128145,0.0192728302021499,1.11268908944799e-05
Cognitive function,X4290.Duration screen displayed,MYOM3,Myomesin-3,14823,0.0373091127427676,0.00852471543309088,0.0206006704939095,0.0540175549916257,1.21380418014282e-05
Cognitive function,X4290.Duration screen displayed,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,16624,0.0256558802872105,0.00590703277134403,0.0140780960553762,0.0372336645190448,1.41204799526759e-05
Cognitive function,X4290.Duration screen displayed,TFF2,Trefoil factor 2,17248,0.0228954753980828,0.00527762391879285,0.0125513325172488,0.0332396182789167,1.44460355087091e-05
Cognitive function,X4290.Duration screen displayed,SIGLEC1,Sialoadhesin,17272,0.016975606925004,0.00392206322067353,0.00928836301248384,0.0246628508375241,1.51155799840747e-05
Cognitive function,X4290.Duration screen displayed,LGALS9,Galectin-9,17181,0.0124867131631446,0.00289385276645789,0.00681476174088714,0.0181586645854021,1.60561066742591e-05
Cognitive function,X4290.Duration screen displayed,ART3,Ecto-ADP-ribosyltransferase 3,17245,-0.0134779436789602,0.00313246346984646,-0.0196175720798593,-0.00733831527806113,1.6968525160789e-05
Cognitive function,X4290.Duration screen displayed,CPB1,Carboxypeptidase B,17414,-0.0232723076297599,0.00542740633657439,-0.0339100240494457,-0.0126345912100741,1.81321935174097e-05
Cognitive function,X4290.Duration screen displayed,CA14,Carbonic anhydrase 14,17357,-0.0140113380123915,0.00327086370660785,-0.0204222308773429,-0.00760044514744007,1.8481574907438e-05
Cognitive function,X4290.Duration screen displayed,AGR2,Anterior gradient protein 2 homolog,16657,0.0400560688678952,0.00940055179688252,0.0216309873460055,0.058481150389785,2.04602243973702e-05
Cognitive function,X4290.Duration screen displayed,CCL2,C-C motif chemokine 2,17032,-0.0199009706984771,0.00467763959242093,-0.0290691442996221,-0.0107327970973321,2.10646040542171e-05
Cognitive function,X4290.Duration screen displayed,POF1B,Protein POF1B,14678,0.0177864220892846,0.00419159364862646,0.00957089853797677,0.0260019456405925,2.21554989564691e-05
Cognitive function,X4290.Duration screen displayed,ALCAM,CD166 antigen,17414,0.0075598955193372,0.00178399485299807,0.00406326560746099,0.0110565254312134,2.27063037638963e-05
Cognitive function,X4290.Duration screen displayed,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,17341,0.0171288521163802,0.00408224407853061,0.00912765372246025,0.0251300505103002,2.73095092951668e-05
Cognitive function,X4290.Duration screen displayed,PKD1,Polycystin-1,15133,0.00991085820879885,0.00236979374059961,0.00526606247722361,0.0145556539403741,2.90379543378019e-05
Cognitive function,X4290.Duration screen displayed,GGH,Gamma-glutamyl hydrolase,16896,0.0129304792318971,0.00309735576031496,0.00685966194167982,0.0190012965221144,2.99896874357982e-05
Cognitive function,X4290.Duration screen displayed,NOTCH2,Neurogenic locus notch homolog protein 2,15166,0.00828803976158798,0.00198814172222615,0.00439128198602473,0.0121847975371512,3.07994210546412e-05
Cognitive function,X4290.Duration screen displayed,CELA3A,Chymotrypsin-like elastase family member 3A,17384,-0.0218147612474661,0.00528154717811508,-0.0321665937165717,-0.0114629287783606,3.63869033858185e-05
Cognitive function,X4290.Duration screen displayed,FCRL5,Fc receptor-like protein 5,17207,0.0220158271658806,0.00533131625233215,0.0115664473113095,0.0324652070204516,3.65223281836855e-05
Cognitive function,X4290.Duration screen displayed,TFF3,Trefoil factor 3,17183,0.0168514892833658,0.00408935697412973,0.00883634961407152,0.0248666289526601,3.79303402498669e-05
Cognitive function,X4290.Duration screen displayed,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,17066,0.0122454298755651,0.00297810468767193,0.00640834468772811,0.0180825150634021,3.94391592297357e-05
Cognitive function,X4290.Duration screen displayed,ANXA10,Annexin A10,16789,0.030429227956457,0.0074123940186784,0.0159009356798473,0.0449575202330667,4.05908452212606e-05
Cognitive function,X4290.Duration screen displayed,CSF1,Macrophage colony-stimulating factor 1,17272,0.0100628134983242,0.00245567569042889,0.00524968914508359,0.0148759378515648,4.19041110043717e-05
Cognitive function,X4290.Duration screen displayed,SPINT1,Kunitz-type protease inhibitor 1,17129,0.00964360717109478,0.00235514199205741,0.00502752886666225,0.0142596854755273,4.24651669364293e-05
Cognitive function,X4290.Duration screen displayed,TGFA,Protransforming growth factor alpha,17171,0.0167140920247822,0.00408546246204298,0.00870658559917799,0.0247215984503865,4.31267150588778e-05
Cognitive function,X4290.Duration screen displayed,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,17245,0.0162755807079273,0.00398110113480347,0.00847262248371251,0.0240785389321421,4.36684682973833e-05
Cognitive function,X4290.Duration screen displayed,CD300E,CMRF35-like molecule 2,17295,0.0148925490151907,0.00367026298526364,0.00769883356407394,0.0220862644663074,4.979228068186e-05
Cognitive function,X4290.Duration screen displayed,IL18BP,Interleukin-18-binding protein,17245,0.0113601840801515,0.00280004160391657,0.00587210253647497,0.0168482656238279,4.98944094810932e-05
Cognitive function,X4290.Duration screen displayed,CXCL13,C-X-C motif chemokine 13,17341,0.0229721025606259,0.00566224005843088,0.0118741120461013,0.0340700930751504,4.99099706350182e-05
Cognitive function,X4290.Duration screen displayed,PDCD1LG2,Programmed cell death 1 ligand 2,17116,0.0117851004988428,0.00291465426215053,0.00607237814502777,0.0174978228526578,5.29134774275611e-05
Cognitive function,X4290.Duration screen displayed,PZP,Pregnancy zone protein,15189,0.0192590560984951,0.00476769652693301,0.0099143709057064,0.0286037412912838,5.383150820219e-05
Cognitive function,X4290.Duration screen displayed,AGRN,Agrin,17272,0.0125232975079787,0.00310203384098402,0.00644331117965002,0.0186032838363074,5.43439138427971e-05
Cognitive function,X4290.Duration screen displayed,MIA,Melanoma-derived growth regulatory protein,17263,0.013720051154065,0.00339867122688736,0.00705865554936574,0.0203814467587642,5.43990938308835e-05
Cognitive function,X4290.Duration screen displayed,RNASE6,Ribonuclease K6,15035,0.0109311778944078,0.00270817533840459,0.00562315423113476,0.0162392015576808,5.45554137851125e-05
Cognitive function,X4290.Duration screen displayed,TNFRSF17,Tumor necrosis factor receptor superfamily member 17,14823,0.0149960464926616,0.0037419637945918,0.00766179745526168,0.0223302955300615,6.16563494682769e-05
Cognitive function,X4290.Duration screen displayed,VSIG2,V-set and immunoglobulin domain-containing protein 2,15053,0.0212941296991382,0.00531850530952468,0.0108698592924698,0.0317184001058066,6.26374570814855e-05
Cognitive function,X4290.Duration screen displayed,SPINK6,Serine protease inhibitor Kazal-type 6,17357,0.0200943765252715,0.00501971994088802,0.010255725441131,0.029933027609412,6.27813572020597e-05
Cognitive function,X4290.Duration screen displayed,HAVCR2,Hepatitis A virus cellular receptor 2,17207,0.0125493418865978,0.00313530886612599,0.00640413650899081,0.0186945472642047,6.29168188709122e-05
Cognitive function,X4290.Duration screen displayed,PIGR,Polymeric immunoglobulin receptor,16956,0.0132954801324956,0.00332366684803937,0.00678109311033843,0.0198098671546528,6.35458304020647e-05
Cognitive function,X4290.Duration screen displayed,HEG1,Protein HEG homolog 1,14823,0.00966044668104882,0.00242084643085642,0.00491558767657024,0.0144053056855274,6.62448569422519e-05
Cognitive function,X4290.Duration screen displayed,CD163,Scavenger receptor cysteine-rich type 1 protein M130,17245,0.0156987039445025,0.00394522102356365,0.00796607073831778,0.0234313371506873,6.94394464409856e-05
Cognitive function,X4290.Duration screen displayed,FGFR2,Fibroblast growth factor receptor 2,17263,0.00803953852182988,0.00202907947332169,0.00406254275411936,0.0120165342895404,7.45734065314745e-05
Cognitive function,X4290.Duration screen displayed,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,17318,0.0126366845948546,0.00319067932084788,0.00638295312599271,0.0188904160637164,7.509255232071e-05
Cognitive function,X4290.Duration screen displayed,LY9,T-lymphocyte surface antigen Ly-9,16989,0.0106339356664006,0.00271477373542394,0.00531297914496971,0.0159548921878316,8.99857995632493e-05
Cognitive function,X4290.Duration screen displayed,KRT19,"Keratin, type I cytoskeletal 19",17150,0.0238806212498845,0.00612801087051776,0.0118697199436696,0.0358915225560993,9.77776457555953e-05
Cognitive function,X4290.Duration screen displayed,OCLN,Occludin,15107,0.0152521149712761,0.00394056269837718,0.00752861208245685,0.0229756178600954,0.000109050570986401
Cognitive function,X4290.Duration screen displayed,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,16874,0.0152133471790509,0.00396107215970885,0.0074496457460216,0.0229770486120803,0.000123125621187062
Cognitive function,X4290.Duration screen displayed,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,17116,0.013971459741202,0.00364076121053793,0.00683556776854764,0.0211073517138563,0.000124734796497597
Cognitive function,X4290.Duration screen displayed,PLA2G2A,"Phospholipase A2, membrane associated",17146,0.019763336761441,0.00515412140851868,0.00966125880074433,0.0298654147221376,0.000126284397329458
Cognitive function,X4290.Duration screen displayed,SPINK1,Serine protease inhibitor Kazal-type 1,17207,0.0145425765916333,0.00380421769438989,0.00708630991062911,0.0219988432726375,0.000132436311395111
Cognitive function,X4290.Duration screen displayed,KLK10,Kallikrein-10,17224,0.0141730197539013,0.00370867102902012,0.00690402453702187,0.0214420149707807,0.000133060482379654
Cognitive function,X4290.Duration screen displayed,CD302,CD302 antigen,17116,0.0104984509579094,0.0027520205279666,0.00510449072309487,0.0158924111927239,0.000136763858415118
Cognitive function,X4290.Duration screen displayed,IL10RB,Interleukin-10 receptor subunit beta,17272,0.0100763995847097,0.00265496370838584,0.00487267071627349,0.015280128453146,0.000147965479203464
Cognitive function,X4290.Duration screen displayed,GLA,Alpha-galactosidase A,14783,0.012721152143075,0.00335867641197141,0.00613814637561104,0.0193041579105389,0.000152743631300575
Cognitive function,X4290.Duration screen displayed,TNF,Tumor necrosis factor,16860,0.0135260205727638,0.00357496401134502,0.00651909111052757,0.020532950035,0.000155148321491795
Cognitive function,X4290.Duration screen displayed,PNLIP,Pancreatic triacylglycerol lipase,15157,-0.0216503318768857,0.00572278436705026,-0.0328669892363042,-0.0104336745174671,0.000155432402181949
Cognitive function,X4290.Duration screen displayed,CDH1,Cadherin-1,16641,0.0138324304209585,0.00367004904783473,0.00663913428720245,0.0210257265547146,0.00016446652275301
Cognitive function,X4290.Duration screen displayed,APOF,Apolipoprotein F,15157,-0.00937617456790777,0.00249141578707211,-0.0142593495105691,-0.00449299962524644,0.000168256618556589
Cognitive function,X4290.Duration screen displayed,LAMP3,Lysosome-associated membrane glycoprotein 3,17355,0.0176989183038274,0.00471778384831075,0.00845206196113828,0.0269457746465164,0.000176329390355566
