Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20636.Liking for cheesecake,FGF21,Fibroblast growth factor 21,18759,-0.0865267060295189,0.010258823673179,-0.10663400042895,-0.0664194116300881,3.56867102913989e-17
Diet and food preferences,X20636.Liking for cheesecake,MAMDC4,Apical endosomal glycoprotein,15709,-0.200827678088089,0.025478279268857,-0.250765105455049,-0.15089025072113,3.42394834540439e-15
Diet and food preferences,X20636.Liking for cheesecake,ACY1,Aminoacylase-1,18624,-0.144354393890007,0.0199439411696986,-0.183444518582616,-0.105264269197398,4.73060630424597e-13
Diet and food preferences,X20636.Liking for cheesecake,PTGR1,Prostaglandin reductase 1,15794,-0.120229701435344,0.0173814356523284,-0.154297315313908,-0.0861620875567804,4.78590641527622e-12
Diet and food preferences,X20636.Liking for cheesecake,PAG1,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,18290,0.141943550235744,0.0212687774699249,0.100256746394692,0.183630354076797,2.56422566432141e-11
Diet and food preferences,X20636.Liking for cheesecake,CSF1,Macrophage colony-stimulating factor 1,18722,0.300744456612691,0.0459954080111708,0.210593456910796,0.390895456314586,6.37135204323339e-11
Diet and food preferences,X20636.Liking for cheesecake,FBLN2,Fibulin-2,15787,0.308431833881419,0.0472705114058232,0.215781631526006,0.401082036236833,7.01560992860898e-11
Diet and food preferences,X20636.Liking for cheesecake,OXT,Oxytocin-neurophysin 1,18817,-0.0539944154551784,0.00842473894078191,-0.070506903779111,-0.0374819271312459,1.49928104251934e-10
Diet and food preferences,X20636.Liking for cheesecake,CNDP1,Beta-Ala-His dipeptidase,18690,-0.16538759688779,0.0259092736128505,-0.216169773168977,-0.114605420606603,1.77352794500081e-10
Diet and food preferences,X20636.Liking for cheesecake,HRC,Sarcoplasmic reticulum histidine-rich calcium-binding protein,15362,0.24464442379981,0.0414384147553724,0.16342513087928,0.32586371672034,3.62705642426147e-09
