Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,C2,Complement C2,16115,-0.0934436861877559,0.0182091821750484,-0.129133683250851,-0.057753689124661,2.90507536413028e-07
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,BST2,Bone marrow stromal antigen 2,16208,-0.155591882336378,0.0414137738544612,-0.236762879091121,-0.0744208855816336,0.00017255984636586
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,PIGR,Polymeric immunoglobulin receptor,15870,-0.106969625135124,0.0285868306109088,-0.162999813132505,-0.0509394371377431,0.000183263967245415
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,SCGB3A1,Secretoglobin family 3A member 1,13703,-0.0756196969607165,0.0202625473569945,-0.115334289780426,-0.0359051041410074,0.000190738856215125
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,GPR158,Probable G-protein coupled receptor 158,13946,0.101235010263646,0.0283887104995831,0.0455931376844629,0.156876882842829,0.000363643579418985
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,C9,Complement component C9,13988,-0.142958907157143,0.0422317373530323,-0.225733112369086,-0.0601847019451995,0.000713465250244946
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CDH2,Cadherin-2,16063,-0.0931428792329614,0.0280173387311104,-0.148056863145938,-0.038228895319985,0.000887843040476026
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,RASGRF1,Ras-specific guanine nucleotide-releasing factor 1,13506,0.114019059294797,0.0344613895446415,0.0464747357873001,0.181563382802295,0.000940081150660999
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CCL20,C-C motif chemokine 20,16249,-0.227692574540146,0.0691811132788816,-0.363287556566754,-0.0920975925135377,0.000999547972313247
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,IL6,Interleukin-6,15973,-0.187502940622224,0.0576025698901433,-0.300403977606905,-0.0746019036375428,0.0011358293380286
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,ICAM5,Intercellular adhesion molecule 5,16063,-0.115781600272012,0.0356616136430112,-0.185678363012314,-0.0458848375317101,0.00117002014019348
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,SERPIND1,Heparin cofactor 2,13994,-0.0729332301910261,0.0227088409472779,-0.117442558447691,-0.0284239019343614,0.00132266022390983
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,13577,-0.10181982666824,0.0317560527959548,-0.164061690148311,-0.0395779631881686,0.00134759657130654
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CLSPN,Claspin,15649,0.0853342006685513,0.0269044837024915,0.0326014126116679,0.138066988725435,0.00151818043195981
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,AMIGO2,Amphoterin-induced protein 2,15973,-0.0574101823828568,0.0182148528382193,-0.0931112939457667,-0.021709070819947,0.00162548911597378
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,16043,-0.0785786140268461,0.0253916115487356,-0.128346172662368,-0.0288110553913244,0.00197372416354732
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,C4BPB,C4b-binding protein beta chain,16091,-0.0982320874062945,0.0317565041596711,-0.16047483555925,-0.0359893392533392,0.001982896457035
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,SERPINA11,Serpin A11,16254,-0.0990983406517624,0.0320749916463263,-0.161965324278562,-0.0362313570249629,0.00200776462757181
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,SRPX,Sushi repeat-containing protein SRPX,13965,-0.0864564489416283,0.028221857153247,-0.141771288961992,-0.0311416089212642,0.0021921265948287
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,16071,-0.054808024401861,0.0179277822010354,-0.0899464775158904,-0.0196695712878317,0.00223815345844159
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,HEG1,Protein HEG homolog 1,13703,-0.0666613936069496,0.0218425913911618,-0.109472872733627,-0.0238499144802726,0.00227833947090035
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,TCN1,Transcobalamin-1,13709,-0.0809144951542641,0.026563094404893,-0.132978160187854,-0.0288508301206739,0.00232252667788815
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CFI,Complement factor I,14020,-0.0487221389129756,0.0161082570228351,-0.0802943226777325,-0.0171499551482188,0.00249356804009338
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,HAVCR1,Hepatitis A virus cellular receptor 1,16170,-0.14884167545158,0.0492356444366387,-0.245343538547391,-0.0523398123557677,0.00250635603528611
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,A1BG,Alpha-1B-glycoprotein,14020,-0.0414277760723858,0.0137250161522798,-0.0683288077308542,-0.0145267444139174,0.00254558842911412
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",13723,0.155183982343561,0.0514274057788646,0.0543862670169866,0.255981697670136,0.00255307649746977
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,ERN1,Serine/threonine-protein kinase/endoribonuclease IRE1,13913,-0.0909774512226426,0.0303023397458708,-0.150370037124549,-0.0315848653207357,0.0026840280073074
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,THRAP3,Thyroid hormone receptor-associated protein 3,13501,0.272709020655612,0.0908323409420338,0.0946776324092254,0.450740408901998,0.00268408862264267
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",16254,-0.0682757802534728,0.0228728058794303,-0.113106479777156,-0.0234450807297894,0.00283982217143227
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,PRL,Prolactin,16208,0.175822587324627,0.0589384522137929,0.0603032209855933,0.291341953663662,0.00285717839968408
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,SFTPD,Pulmonary surfactant-associated protein D,16063,-0.154472037412344,0.0528192834060698,-0.257997832888241,-0.0509462419364475,0.00345449747889324
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,NT5E,5'-nucleotidase,16091,-0.128249810454121,0.0439850022256594,-0.214460414816414,-0.042039206091829,0.00355310812439648
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,HPGDS,Hematopoietic prostaglandin D synthase,15725,0.085917346374041,0.0295232240326032,0.0280518272701386,0.143782865477943,0.00361749198469073
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,AGRP,Agouti-related protein,16249,0.118786265019923,0.0412580594148936,0.0379204685667317,0.199652061473114,0.00399327128354458
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,15521,-0.144744776810331,0.0503848064495219,-0.243498997451394,-0.0459905561692675,0.00407421417116742
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,14020,-0.059913790228001,0.0208994853412961,-0.100876781496941,-0.0189507989590606,0.00415316799119752
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,MANSC4,MANSC domain-containing protein 4,13501,-0.152076168241633,0.0533591116785868,-0.256660027131663,-0.0474923093516032,0.0043778536597646
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,C7,Complement component C7,13692,-0.0740490720928188,0.0262349312353435,-0.125469537314092,-0.0226286068715455,0.0047714038018351
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,15973,-0.062682213783937,0.0223154447424785,-0.106420485479195,-0.0189439420886791,0.00497690024637175
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,LBP,Lipopolysaccharide-binding protein,16138,-0.128436016393588,0.0457523305873654,-0.218110584344824,-0.0387614484423517,0.00500339369726197
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,RGMA,Repulsive guidance molecule A,16208,0.0685768899683863,0.0245110827658802,0.0205351677472611,0.116618612189512,0.00515141256063823
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,13410,-0.0713635003936215,0.025534367383148,-0.121410860464591,-0.0213161403226514,0.0052005356986331
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,ADA2,Adenosine deaminase 2,15982,-0.0943268965799486,0.0337752874593447,-0.160526460000264,-0.0281273331596331,0.00523196330519317
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,GGT1,Glutathione hydrolase 1 proenzyme,16050,-0.110721044571108,0.0396697848707836,-0.188473822917844,-0.0329682662243717,0.0052596624461145
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CSDE1,Cold shock domain-containing protein E1,13501,-0.267847491323773,0.0964047428759263,-0.456800787360589,-0.0788941952869578,0.00547088714186675
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,MRPL28,"39S ribosomal protein L28, mitochondrial",13946,0.0848199622112796,0.0305381850571256,0.0249651194993134,0.144674804923246,0.00548512283981326
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,IL6R,Interleukin-6 receptor subunit alpha,15996,-0.0742349941691952,0.0268234693817204,-0.126808994157367,-0.0216609941810231,0.00565462852767274
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CXCL17,C-X-C motif chemokine 17,16249,-0.0916426359960002,0.0331904070932862,-0.156695833898841,-0.0265894380931594,0.00576685210701493
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CFB,Complement factor B,13764,-0.0722259968987031,0.0262211395922886,-0.123619430499589,-0.0208325632978175,0.00588600732137127
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,GUCY2C,Heat-stable enterotoxin receptor,13751,-0.183107675022308,0.0669105324845474,-0.31425231869202,-0.0519630313525948,0.00621566386325326
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,IGFBP7,Insulin-like growth factor-binding protein 7,16254,-0.06407802186962,0.0234845901344594,-0.11010781853316,-0.0180482252060796,0.00636889192834324
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,GFRA3,GDNF family receptor alpha-3,15867,0.0613009045311568,0.0224675953845612,0.0172644175774169,0.105337391484897,0.00637097800120332
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,SUSD2,Sushi domain-containing protein 2,16074,-0.0607702994357496,0.0224800389503107,-0.104831175778358,-0.0167094230931407,0.00687268917038707
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,MYOC,Myocilin,16074,0.0956962730898267,0.0357629523766222,0.0256008864316472,0.165791659748006,0.00746157515051856
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,NFAT5,Nuclear factor of activated T-cells 5,13568,-0.186190404411868,0.0700482104592642,-0.323484896912026,-0.0488959119117104,0.00786906051691262
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CNTNAP4,Contactin-associated protein-like 4,13605,-0.21739341620848,0.0820650468108803,-0.378240907957805,-0.0565459244591542,0.00808146236580879
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,SCLY,Selenocysteine lyase,16148,-0.100521349077605,0.0379966805443981,-0.174994842944626,-0.0260478552105852,0.00816421790322059
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,KRT18,"Keratin, type I cytoskeletal 18",15973,-0.170626768982233,0.0646886861050982,-0.297416593748225,-0.0438369442162401,0.0083561145561072
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,ART3,Ecto-ADP-ribosyltransferase 3,16138,0.0710274778464508,0.0271047513207538,0.0179021652577733,0.124152790435128,0.00878882266343416
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,CFH,Complement factor H,13185,-0.0484425813286148,0.0185177863598974,-0.0847374425940137,-0.0121477200632158,0.00890673242147048
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,LILRA3,Leukocyte immunoglobulin-like receptor subfamily A member 3,13983,-0.291100127013729,0.111837155310547,-0.510300951422401,-0.0718993026050582,0.00925385272451511
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",13501,-0.0908955047742463,0.0349808778604983,-0.159458025380823,-0.0223329841676695,0.00937518943303639
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,LGALS1,Galectin-1,16063,-0.0702521334875386,0.0270387724510389,-0.123248127491575,-0.0172561394835023,0.00937995776085355
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,OFD1,Oral-facial-digital syndrome 1 protein,13751,-0.135032828061056,0.0523656276765657,-0.237669458307125,-0.0323961978149875,0.00992892019681373
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,15918,0.0715271009504611,0.0278315259104599,0.0169773101659597,0.126076891734962,0.010178788502867
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,FGF19,Fibroblast growth factor 19,16133,0.155430983783688,0.0605187347356815,0.036814263701752,0.274047703865623,0.0102284402311686
Mental health,X29051#8.Manifestations of mania or irritability_More talkative than usual,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,13703,-0.0448951547928891,0.0174832079937494,-0.079162242460638,-0.0106280671251402,0.0102421383835359
