Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Volvulus,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,19930,88,0.55 [0.37-0.83],0.0043315390966836
Chapter XI Diseases of the digestive system,Volvulus,AMY2B,Alpha-amylase 2B,18506,76,0.56 [0.36-0.87],0.0093912829338385
Chapter XI Diseases of the digestive system,Volvulus,APCS,Serum amyloid P-component,17245,74,0.38 [0.22-0.65],0.0004603983325299
Chapter XI Diseases of the digestive system,Volvulus,ARID4B,AT-rich interactive domain-containing protein 4B,19379,87,0.44 [0.23-0.81],0.0087144008663226
Chapter XI Diseases of the digestive system,Volvulus,CA14,Carbonic anhydrase 14,20039,88,0.46 [0.27-0.79],0.0048920766401891
Chapter XI Diseases of the digestive system,Volvulus,CCND2,G1/S-specific cyclin-D2,17020,73,0.53 [0.38-0.75],0.0003765184749423
Chapter XI Diseases of the digestive system,Volvulus,CDH2,Cadherin-2,19856,86,2.14 [1.25-3.68],0.0056773305525714
Chapter XI Diseases of the digestive system,Volvulus,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,16990,75,0.46 [0.27-0.78],0.0039352789856929
Chapter XI Diseases of the digestive system,Volvulus,CHAD,Chondroadherin,16990,75,0.57 [0.39-0.83],0.0038382699468687
Chapter XI Diseases of the digestive system,Volvulus,CLEC4A,C-type lectin domain family 4 member A,19806,86,0.52 [0.32-0.85],0.0092552932609989
Chapter XI Diseases of the digestive system,Volvulus,COPB2,Coatomer subunit beta',16816,73,0.47 [0.27-0.81],0.0067746602507697
Chapter XI Diseases of the digestive system,Volvulus,DDX58,Antiviral innate immune response receptor RIG-I,19383,85,0.58 [0.39-0.88],0.0097937780156044
Chapter XI Diseases of the digestive system,Volvulus,EGLN1,Egl nine homolog 1,19806,86,0.49 [0.31-0.78],0.0025485863656294
Chapter XI Diseases of the digestive system,Volvulus,ENDOU,Poly(U)-specific endoribonuclease,16027,68,0.47 [0.29-0.78],0.0033216527844481
