Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diseases of tongue,AHNAK2,Protein AHNAK2,22669,92,2.37 [1.42-3.96],0.0009854202105035
Chapter XI Diseases of the digestive system,Diseases of tongue,ALPI,Intestinal-type alkaline phosphatase,22599,90,0.78 [0.65-0.94],0.0082192153536337
Chapter XI Diseases of the digestive system,Diseases of tongue,APOBR,Apolipoprotein B receptor,22669,92,0.55 [0.36-0.85],0.0070184787375067
Chapter XI Diseases of the digestive system,Diseases of tongue,BTN3A2,Butyrophilin subfamily 3 member A2,26653,111,1.65 [1.13-2.42],0.0098088062231586
Chapter XI Diseases of the digestive system,Diseases of tongue,CA5A,"Carbonic anhydrase 5A, mitochondrial",26216,110,0.74 [0.60-0.91],0.0049018104272349
Chapter XI Diseases of the digestive system,Diseases of tongue,CA8,Carbonic anhydrase-related protein,22599,90,1.69 [1.14-2.50],0.0083152505820939
Chapter XI Diseases of the digestive system,Diseases of tongue,CADPS,Calcium-dependent secretion activator 1,22614,88,1.46 [1.10-1.95],0.0097424122647372
Chapter XI Diseases of the digestive system,Diseases of tongue,CHGA,Chromogranin-A,23268,93,1.30 [1.08-1.57],0.0048509898466663
Chapter XI Diseases of the digestive system,Diseases of tongue,CPM,Carboxypeptidase M,26796,114,1.86 [1.18-2.94],0.0077329054460358
Chapter XI Diseases of the digestive system,Diseases of tongue,CTAG1A_CTAG1B,Cancer/testis antigen 1,22777,93,1.48 [1.12-1.95],0.0065253257121444
Chapter XI Diseases of the digestive system,Diseases of tongue,FCRLB,Fc receptor-like B,26078,110,1.38 [1.11-1.71],0.0032053016026059
Chapter XI Diseases of the digestive system,Diseases of tongue,GDF2,Growth/differentiation factor 2,26704,111,0.54 [0.33-0.86],0.009988744926871
Chapter XI Diseases of the digestive system,Diseases of tongue,GRIN2B,"Glutamate receptor ionotropic, NMDA 2B",22501,91,1.43 [1.16-1.76],0.0006461817985775
Chapter XI Diseases of the digestive system,Diseases of tongue,HMMR,Hyaluronan mediated motility receptor,22382,89,1.48 [1.11-1.98],0.0084367988950013
Chapter XI Diseases of the digestive system,Diseases of tongue,ICAM3,Intercellular adhesion molecule 3,27020,115,3.04 [1.66-5.55],0.0003138452936548
Chapter XI Diseases of the digestive system,Diseases of tongue,IL33,Interleukin-33,26155,110,1.76 [1.15-2.68],0.0087352959207598
Chapter XI Diseases of the digestive system,Diseases of tongue,IL6ST,Interleukin-6 receptor subunit beta,26704,111,2.94 [1.30-6.68],0.0098524573661415
Chapter XI Diseases of the digestive system,Diseases of tongue,MANSC4,MANSC domain-containing protein 4,22526,89,0.63 [0.45-0.89],0.0086278424371021
Chapter XI Diseases of the digestive system,Diseases of tongue,NLGN2,Neuroligin-2,22501,91,1.56 [1.19-2.03],0.0011422998321961
Chapter XI Diseases of the digestive system,Diseases of tongue,NPDC1,Neural proliferation differentiation and control protein 1,26704,111,2.00 [1.27-3.16],0.0029675248739604
Chapter XI Diseases of the digestive system,Diseases of tongue,NPPB,Natriuretic peptides B,26216,110,1.20 [1.05-1.38],0.009454668787553
Chapter XI Diseases of the digestive system,Diseases of tongue,SPTLC1,Serine palmitoyltransferase 1,23206,90,1.58 [1.14-2.21],0.0066476220911974
Chapter XI Diseases of the digestive system,Diseases of tongue,TIGAR,"Fructose-2,6-bisphosphatase TIGAR",26005,108,1.56 [1.15-2.10],0.0040127189140859
Chapter XI Diseases of the digestive system,Diseases of tongue,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,26511,112,1.66 [1.31-2.10],2.4448299487931047e-05
Chapter XI Diseases of the digestive system,Diseases of tongue,TPRKB,EKC/KEOPS complex subunit TPRKB,22421,89,1.36 [1.11-1.66],0.0029010079061782
Chapter XI Diseases of the digestive system,Diseases of tongue,TRIM21,E3 ubiquitin-protein ligase TRIM21,26653,111,0.77 [0.64-0.93],0.005836455792695
