Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Restless leg syndrome,ACE2,Angiotensin-converting enzyme 2,27278,100,1.59 [1.20-2.09],0.0010810503286095
Chapter VI Diseases of the nervous system,Restless leg syndrome,ACVRL1,Serine/threonine-protein kinase receptor R3,27553,106,2.76 [1.48-5.16],0.0014621948445271
Chapter VI Diseases of the nervous system,Restless leg syndrome,ADA2,Adenosine deaminase 2,27610,102,1.79 [1.21-2.63],0.0033287239269592
Chapter VI Diseases of the nervous system,Restless leg syndrome,AGR2,Anterior gradient protein 2 homolog,26869,103,1.27 [1.08-1.50],0.0031627962381608
Chapter VI Diseases of the nervous system,Restless leg syndrome,AMBP,Protein AMBP,27983,105,4.58 [2.11-9.93],0.0001194429888689
Chapter VI Diseases of the nervous system,Restless leg syndrome,ANGPTL7,Angiopoietin-related protein 7,28021,105,1.82 [1.20-2.77],0.0049662504953548
Chapter VI Diseases of the nervous system,Restless leg syndrome,AREG,Amphiregulin,27666,103,1.59 [1.16-2.17],0.0035437271459642
Chapter VI Diseases of the nervous system,Restless leg syndrome,ART3,Ecto-ADP-ribosyltransferase 3,27883,103,2.26 [1.42-3.62],0.0006423164339564
Chapter VI Diseases of the nervous system,Restless leg syndrome,ASGR1,Asialoglycoprotein receptor 1,27595,106,2.06 [1.20-3.54],0.0088574588140328
Chapter VI Diseases of the nervous system,Restless leg syndrome,ATP5PO,"ATP synthase subunit O, mitochondrial",27107,105,1.46 [1.12-1.91],0.0053300516015158
Chapter VI Diseases of the nervous system,Restless leg syndrome,ATP6V1G2,V-type proton ATPase subunit G 2,23454,75,0.66 [0.53-0.82],0.00014390626884
Chapter VI Diseases of the nervous system,Restless leg syndrome,BSND,Barttin,23344,76,1.70 [1.22-2.37],0.0016165237520278
Chapter VI Diseases of the nervous system,Restless leg syndrome,BTN2A1,Butyrophilin subfamily 2 member A1,27926,103,2.44 [1.34-4.46],0.0035251860518376
Chapter VI Diseases of the nervous system,Restless leg syndrome,CA12,Carbonic anhydrase 12,27666,103,1.95 [1.23-3.07],0.0041545692463669
Chapter VI Diseases of the nervous system,Restless leg syndrome,CA4,Carbonic anhydrase 4,28127,105,3.51 [1.81-6.79],0.0001968714846447
Chapter VI Diseases of the nervous system,Restless leg syndrome,CCDC80,Coiled-coil domain-containing protein 80,27789,105,2.13 [1.41-3.21],0.0003043318959865
Chapter VI Diseases of the nervous system,Restless leg syndrome,CCL14,C-C motif chemokine 14,27698,102,1.71 [1.22-2.40],0.0016811708251663
Chapter VI Diseases of the nervous system,Restless leg syndrome,CCN5,CCN family member 5,27792,104,1.77 [1.17-2.70],0.0074571059170779
Chapter VI Diseases of the nervous system,Restless leg syndrome,CD163,Scavenger receptor cysteine-rich type 1 protein M130,27883,103,1.70 [1.16-2.48],0.005889394009477
Chapter VI Diseases of the nervous system,Restless leg syndrome,CD27,CD27 antigen,27886,103,1.81 [1.24-2.66],0.0022963368052261
Chapter VI Diseases of the nervous system,Restless leg syndrome,CD300C,CMRF35-like molecule 6,28027,105,2.31 [1.48-3.63],0.0002553203037582
Chapter VI Diseases of the nervous system,Restless leg syndrome,CD302,CD302 antigen,27666,103,2.30 [1.38-3.82],0.0013867676158923
Chapter VI Diseases of the nervous system,Restless leg syndrome,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,27666,103,2.13 [1.27-3.58],0.0043797466937469
Chapter VI Diseases of the nervous system,Restless leg syndrome,CD55,Complement decay-accelerating factor,26803,100,2.42 [1.64-3.57],8.772602080147798e-06
Chapter VI Diseases of the nervous system,Restless leg syndrome,CD59,CD59 glycoprotein,26760,96,3.01 [1.79-5.07],3.125412228576587e-05
Chapter VI Diseases of the nervous system,Restless leg syndrome,CD74,HLA class II histocompatibility antigen gamma chain,28027,105,2.19 [1.41-3.41],0.0005059944528265
Chapter VI Diseases of the nervous system,Restless leg syndrome,CD79B,B-cell antigen receptor complex-associated protein beta chain,28076,106,1.87 [1.36-2.58],0.0001353204077534
Chapter VI Diseases of the nervous system,Restless leg syndrome,CDCP1,CUB domain-containing protein 1,27595,106,1.62 [1.19-2.21],0.0020926429855978
Chapter VI Diseases of the nervous system,Restless leg syndrome,CDH1,Cadherin-1,26848,100,1.62 [1.16-2.25],0.0042891466854248
Chapter VI Diseases of the nervous system,Restless leg syndrome,CELA2A,Chymotrypsin-like elastase family member 2A,24221,76,0.61 [0.44-0.84],0.002829596683112
Chapter VI Diseases of the nervous system,Restless leg syndrome,CGA,Glycoprotein hormones alpha chain,27792,104,1.37 [1.08-1.73],0.0095346796033932
Chapter VI Diseases of the nervous system,Restless leg syndrome,CGB3_CGB5_CGB8,Choriogonadotropin subunit beta 3,24235,76,1.46 [1.20-1.78],0.0001329023097431
Chapter VI Diseases of the nervous system,Restless leg syndrome,CGREF1,Cell growth regulator with EF hand domain protein 1,27789,105,1.77 [1.20-2.62],0.0040510867609045
Chapter VI Diseases of the nervous system,Restless leg syndrome,CHGA,Chromogranin-A,24221,76,1.46 [1.23-1.74],1.3364322990915515e-05
