Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,ABO,Histo-blood group ABO system transferase,24111,142,1.18 [1.06-1.32],0.0034304424875694
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,AP2B1,AP-2 complex subunit beta,23425,140,1.47 [1.13-1.92],0.0047399630204742
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,CCL21,C-C motif chemokine 21,27785,153,1.62 [1.30-2.02],1.689812342343437e-05
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,CCL27,C-C motif chemokine 27,27649,153,1.50 [1.18-1.91],0.000829126479947
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,CD34,Hematopoietic progenitor cell antigen CD34,27796,151,0.43 [0.24-0.79],0.0058750112527268
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,CD99L2,CD99 antigen-like protein 2,27652,152,2.33 [1.31-4.14],0.0041715651115248
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,CHGA,Chromogranin-A,24096,140,1.33 [1.15-1.53],0.0001018513775401
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,COL4A4,Collagen alpha-4(IV) chain,23609,141,0.70 [0.55-0.88],0.0027492161437172
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,COL9A2,Collagen alpha-2(IX) chain,23649,141,1.38 [1.08-1.75],0.0092676410279041
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,CRHBP,Corticotropin-releasing factor-binding protein,27650,153,2.07 [1.24-3.45],0.0053249956904739
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,CXCL11,C-X-C motif chemokine 11,27887,151,1.24 [1.06-1.45],0.0069416652326898
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,DSCAM,Down syndrome cell adhesion molecule,24059,143,0.53 [0.33-0.83],0.0061015898125116
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,EGFLAM,Pikachurin,23973,140,0.44 [0.25-0.78],0.004733989090693
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,F3,Tissue factor,27717,152,0.46 [0.27-0.79],0.0045584175223596
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,F9,Coagulation factor IX,27696,152,3.19 [1.48-6.89],0.0030889292372667
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,GAST,Gastrin,24044,140,1.27 [1.15-1.41],1.677980994757995e-06
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,GOLM2,Protein GOLM2,27887,151,2.45 [1.41-4.25],0.0014967599663707
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,GP2,Pancreatic secretory granule membrane major glycoprotein GP2,26797,149,1.22 [1.05-1.42],0.0099336635421152
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,GPRC5C,G-protein coupled receptor family C group 5 member C,23962,141,1.37 [1.10-1.69],0.004237176055683
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,HEPH,Hephaestin,24097,143,0.37 [0.21-0.67],0.0009382423949806
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,HSBP1,Heat shock factor-binding protein 1,23480,139,1.26 [1.07-1.49],0.0067737595421667
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,ICAM4,Intercellular adhesion molecule 4,27602,151,0.69 [0.53-0.89],0.0050446580575841
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,IGFBP1,Insulin-like growth factor-binding protein 1,27936,155,0.83 [0.74-0.93],0.0019020251819765
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,IGFBP7,Insulin-like growth factor-binding protein 7,27986,155,1.77 [1.20-2.61],0.003992175480665
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,INHBC,Inhibin beta C chain,27652,152,1.63 [1.14-2.31],0.0070980999212283
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,INSL5,Insulin-like peptide INSL5,23973,140,1.40 [1.21-1.63],8.545363958659266e-06
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,ITGA2,Integrin alpha-2,23588,138,0.50 [0.31-0.80],0.0042157500869054
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,KIRREL2,Kin of IRRE-like protein 2,26968,145,1.57 [1.16-2.13],0.0034266932691037
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,MYH4,Myosin-4,23333,134,0.52 [0.32-0.84],0.0074006364601631
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,PAMR1,Inactive serine protease PAMR1,27652,152,2.37 [1.42-3.96],0.0009406799382164
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,PLXDC2,Plexin domain-containing protein 2,24044,140,0.43 [0.22-0.82],0.0098184528322325
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,RANBP2,E3 SUMO-protein ligase RanBP2,23321,138,0.45 [0.26-0.76],0.0028678852222558
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,RARRES2,Retinoic acid receptor responder protein 2,27791,153,1.57 [1.21-2.04],0.0007631875355433
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,REN,Renin,27649,153,1.35 [1.14-1.59],0.0005204404725059
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,SMOC1,SPARC-related modular calcium-binding protein 1,27881,153,1.75 [1.15-2.66],0.0095511413623717
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",27986,155,1.89 [1.18-3.02],0.0083021365499837
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,TFF1,Trefoil factor 1,27515,152,1.29 [1.09-1.52],0.0026413857771166
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,VSIG2,V-set and immunoglobulin domain-containing protein 2,23962,141,1.43 [1.12-1.83],0.003829366179826
Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,VWF,von Willebrand factor,27986,155,1.29 [1.07-1.57],0.0083186252991198
