Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],ACTN2,Alpha-actinin-2,19957,55,1.61 [1.14-2.27],0.0074547936501991
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],BTN2A1,Butyrophilin subfamily 2 member A1,23770,67,2.85 [1.39-5.83],0.0042084309433932
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],C5,Complement C5,20648,57,4.73 [1.74-12.81],0.0022569513109256
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CCL23,C-C motif chemokine 23,23770,67,1.91 [1.18-3.10],0.0084751291126464
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CD27,CD27 antigen,23732,62,2.00 [1.21-3.29],0.006553867778916
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CD82,CD82 antigen,20215,54,1.75 [1.29-2.38],0.0003375770027641
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CHGA,Chromogranin-A,20604,55,1.48 [1.20-1.83],0.0002826484132875
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CLEC4D,C-type lectin domain family 4 member D,23607,66,1.67 [1.21-2.31],0.0018390299800819
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CNDP1,Beta-Ala-His dipeptidase,23731,67,0.59 [0.40-0.88],0.0096445483956263
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],COL4A4,Collagen alpha-4(IV) chain,20183,54,0.62 [0.45-0.86],0.0041970113201681
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CRTAC1,Cartilage acidic protein 1,23936,67,3.97 [1.77-8.90],0.0008164049244427
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CSF1,Macrophage colony-stimulating factor 1,23770,67,2.55 [1.25-5.20],0.0099424366066389
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CST3,Cystatin-C,23695,67,2.54 [1.29-4.99],0.0069530793107266
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],CTSF,Cathepsin F,23732,62,2.02 [1.18-3.46],0.0098729941048846
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],DEFA1_DEFA1B,Neutrophil defensin 1,23155,67,1.53 [1.12-2.10],0.0083087718834224
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],DHPS,Deoxyhypusine synthase,20489,56,1.66 [1.17-2.36],0.0047790624932674
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Synovial cyst of popliteal space [Baker],EBI3_IL27,Interleukin-27,23808,66,2.13 [1.22-3.73],0.008221346149332
