Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
FRZB,Secreted frizzled-related protein 3,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,1.06 [1.03-1.08],1.61873050638295e-06,trans
FRZB,Secreted frizzled-related protein 3,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,1.07 [1.04-1.1],2.85828287309085e-05,trans
FRZB,Secreted frizzled-related protein 3,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,1.05 [1.02-1.09],0.000871391289360691,trans
FRZB,Secreted frizzled-related protein 3,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,1.07 [1.01-1.13],0.0225201813599204,trans
