Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
GIMAP8,GTPase IMAP family member 8,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,1.29 [0.94-1.78],0.116442483811462,trans
GIMAP8,GTPase IMAP family member 8,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.06 [0.98-1.15],0.146231742689348,trans
