Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,0.87 [0.63-1.2],0.39448293408231,trans
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,4,0.99 [0.94-1.04],0.613906428649359,trans
TPM3,Tropomyosin alpha-3 chain,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1 [0.92-1.08],0.926019488789237,trans
