Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,17028,201,1.23 [1.04-1.45],0.0130397139497786
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,13119,675,1.12 [1.01-1.24],0.0276462772478379
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",19332,339,1.16 [1.02-1.32],0.0278979011226721
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18176,447,1.22 [1.10-1.36],0.0002493030884416
TDP1,Tyrosyl-DNA phosphodiesterase 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,20267,51,1.34 [1.03-1.75],0.0298935507579955
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter V Mental and behavioural disorders,Any mental disorder,17430,598,1.13 [1.01-1.25],0.0280181565304338
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter V Mental and behavioural disorders,"Schizophrenia or delusion, excluding more controls",16892,60,1.35 [1.06-1.73],0.0169399813487509
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter V Mental and behavioural disorders,Depression,19477,189,1.19 [1.00-1.40],0.0441539061974419
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter VI Diseases of the nervous system,Epilepsy,19028,140,0.75 [0.56-0.99],0.0453330487372622
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter IX Diseases of the circulatory system,Transient ischemic attack,19667,85,1.34 [1.08-1.66],0.0075268626256954
TDP1,Tyrosyl-DNA phosphodiesterase 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,17941,121,1.27 [1.05-1.54],0.0148834641428423
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",14576,2048,1.08 [1.01-1.16],0.0188813580386149
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter IX Diseases of the circulatory system,Hypertension,14603,2075,1.08 [1.01-1.15],0.0255120745361391
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter IX Diseases of the circulatory system,Cardiomyopathy,16089,72,1.29 [1.00-1.65],0.0467641833505494
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,15995,1753,1.14 [1.07-1.21],5.158062980353466e-05
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,19664,239,1.17 [1.00-1.36],0.0467831430545741
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Vocal cord dysfunction,8941,52,1.40 [1.08-1.82],0.0123404685429742
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,18286,743,1.12 [1.02-1.23],0.0140876381678647
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Asthma,13925,571,1.12 [1.01-1.24],0.0286770214228647
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",13627,571,1.13 [1.02-1.25],0.0246255369600341
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",13915,561,1.12 [1.01-1.24],0.0319360687853737
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,20094,98,1.39 [1.15-1.69],0.0008409284092389
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Interstitial lung disease,19444,77,1.39 [1.12-1.73],0.0030206338555368
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,"ILD, hospital admissions",20167,77,1.40 [1.13-1.74],0.0025075857039226
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,19438,71,1.41 [1.13-1.76],0.0021827476507566
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Other diseases of pleura,18619,248,1.18 [1.02-1.37],0.0272000010369865
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,19305,111,1.28 [1.04-1.56],0.0185764642302796
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,13655,4815,1.05 [1.00-1.11],0.0341503124379606
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter XI Diseases of the digestive system,Impacted teeth,20460,60,1.29 [1.00-1.66],0.0459840568281203
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter XI Diseases of the digestive system,Dental caries,19847,99,1.26 [1.02-1.55],0.0336848731473072
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter XI Diseases of the digestive system,Palatinal maxillary canine,20451,72,1.27 [1.01-1.61],0.043529012024316
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter XI Diseases of the digestive system,Other diseases of biliary tract,19181,24,1.56 [1.13-2.16],0.0073112484351539
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter XI Diseases of the digestive system,Diseases of the digestive system,19284,274,1.16 [1.00-1.34],0.0467136782356396
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter XI Diseases of the digestive system,Intestinal malabsorption,19038,28,1.52 [1.12-2.07],0.0069233561884728
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter XI Diseases of the digestive system,Coeliac disease,19032,22,1.61 [1.17-2.21],0.0035683571317923
TDP1,Tyrosyl-DNA phosphodiesterase 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,14689,72,1.28 [1.00-1.65],0.0490591745727299
