Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter I Certain infectious and parasitic diseases,Mycoses,19639,37,0.40 [0.16-0.98],0.0451510280178364
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,18776,223,1.29 [1.06-1.56],0.0121649734105148
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,17636,109,1.32 [1.02-1.71],0.0375317259492627
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,17625,98,1.34 [1.02-1.75],0.0355077618353337
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,14558,39,1.62 [1.18-2.23],0.0026237975048193
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter V Mental and behavioural disorders,"Schizophrenia or delusion, excluding more controls",16490,55,1.47 [1.07-2.03],0.0184111779234667
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",17715,1356,1.15 [1.04-1.27],0.006881226045005
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,17499,1161,1.12 [1.00-1.25],0.0441033474697137
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter X Diseases of the respiratory system,Chronic sinusitis,18781,64,0.45 [0.23-0.88],0.0205943394311934
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,Other disorders of teeth and supporting structures,19354,62,0.51 [0.26-0.99],0.0473178322553471
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,Functional dyspepsia,15312,244,0.73 [0.54-0.99],0.0446087703147759
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, all UC cases excluded)",19726,47,1.66 [1.24-2.23],0.0006333617751113
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",19946,59,1.67 [1.29-2.16],0.0001089829326169
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,Crohn disease,18826,59,1.65 [1.28-2.14],0.0001334315129767
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,Crohn's disease NAS,18814,47,1.76 [1.35-2.30],2.9603032779708663e-05
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,Other diseases of anus and rectum,14698,725,0.83 [0.70-0.97],0.0236084703846067
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,Other diseases of intestine,14232,259,1.35 [1.13-1.60],0.0006991786133093
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,Other diseases of liver,19226,68,1.40 [1.04-1.89],0.0287591252868484
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XI Diseases of the digestive system,Coeliac disease,18590,21,1.61 [1.01-2.55],0.0436256777072635
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,17256,56,1.47 [1.09-1.99],0.0110210515495884
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,17239,39,1.45 [1.00-2.10],0.0477917304758217
GNGT1,Guanine nucleotide-binding protein G(T) subunit gamma-T1,Chapter XIV Diseases of the genitourinary system,Other disorders of penis,16339,132,1.29 [1.01-1.65],0.0453237625397873
