Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
DKKL1,Dickkopf-like protein 1,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,15080,815,1.15 [1.05-1.24],0.0012685379045263
DKKL1,Dickkopf-like protein 1,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,21989,153,1.29 [1.06-1.57],0.0104388937390036
DKKL1,Dickkopf-like protein 1,Chapter II Neoplasms,Melanocytic naevi,23448,126,0.79 [0.67-0.93],0.0046294888557072
DKKL1,Dickkopf-like protein 1,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,23581,53,0.73 [0.57-0.94],0.0143539967935494
DKKL1,Dickkopf-like protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,23078,41,0.71 [0.54-0.93],0.0133817026610057
DKKL1,Dickkopf-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,20843,149,1.50 [1.22-1.85],0.0001297570688389
DKKL1,Dickkopf-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,20828,134,1.49 [1.20-1.86],0.0003163571467911
DKKL1,Dickkopf-like protein 1,Chapter V Mental and behavioural disorders,"Schizophrenia or delusion, excluding more controls",19397,64,0.67 [0.53-0.83],0.0003921310993563
DKKL1,Dickkopf-like protein 1,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",19602,269,0.88 [0.78-1.00],0.0449757785972284
DKKL1,Dickkopf-like protein 1,Chapter IX Diseases of the circulatory system,Venous thromboembolism,22843,237,1.21 [1.04-1.41],0.0129187660842465
DKKL1,Dickkopf-like protein 1,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,22217,88,0.73 [0.60-0.88],0.0011252254028264
DKKL1,Dickkopf-like protein 1,Chapter IX Diseases of the circulatory system,Phlebitis and thrombophlebitis (not including DVT),22271,148,1.22 [1.01-1.48],0.0419128577020527
DKKL1,Dickkopf-like protein 1,Chapter IX Diseases of the circulatory system,DVT of lower extremities,22256,133,1.23 [1.00-1.51],0.045434178836071
DKKL1,Dickkopf-like protein 1,Chapter X Diseases of the respiratory system,Influenza and pneumonia,21486,250,1.24 [1.07-1.44],0.0043751266994643
DKKL1,Dickkopf-like protein 1,Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",21449,213,1.32 [1.11-1.55],0.0011804413423003
DKKL1,Dickkopf-like protein 1,Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,22830,77,0.81 [0.65-1.00],0.0465675757987147
DKKL1,Dickkopf-like protein 1,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),18526,769,1.09 [1.01-1.19],0.0287932808351038
DKKL1,Dickkopf-like protein 1,Chapter XI Diseases of the digestive system,Acute appendicitis,23422,86,0.81 [0.66-0.99],0.0439199438812191
DKKL1,Dickkopf-like protein 1,Chapter XI Diseases of the digestive system,Paralytic ileus and intestinal obstruction,16482,91,1.38 [1.07-1.78],0.0147299585539308
DKKL1,Dickkopf-like protein 1,Chapter XI Diseases of the digestive system,Intestinal stricture,23149,91,1.37 [1.06-1.77],0.0163892163284452
DKKL1,Dickkopf-like protein 1,Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",16455,64,1.44 [1.05-1.98],0.0221670992319838
DKKL1,Dickkopf-like protein 1,Chapter XI Diseases of the digestive system,Diseases of peritoneum,23208,52,1.46 [1.03-2.09],0.0347152371015966
DKKL1,Dickkopf-like protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,22006,452,1.12 [1.01-1.25],0.0315655920977722
DKKL1,Dickkopf-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,20690,116,1.27 [1.02-1.58],0.0352828367097036
DKKL1,Dickkopf-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,20345,50,1.79 [1.22-2.63],0.0031846948138412
DKKL1,Dickkopf-like protein 1,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,20850,91,1.31 [1.02-1.69],0.0365676935519843
