Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
MUCL3,Mucin-like protein 3,Chapter V Mental and behavioural disorders,Any mental disorder,16869,571,1.21 [1.02-1.43],0.0316191654459899
MUCL3,Mucin-like protein 3,Chapter IX Diseases of the circulatory system,Angina pectoris,16958,745,1.19 [1.01-1.38],0.031789103868265
MUCL3,Mucin-like protein 3,Chapter X Diseases of the respiratory system,Vocal cord dysfunction,8668,51,1.58 [1.04-2.39],0.0318120978810677
MUCL3,Mucin-like protein 3,Chapter XI Diseases of the digestive system,Diseases of liver,19127,118,1.37 [1.01-1.85],0.0421753384553767
MUCL3,Mucin-like protein 3,Chapter XI Diseases of the digestive system,Acute pancreatitis,18618,57,1.55 [1.07-2.23],0.020408224882524
MUCL3,Mucin-like protein 3,Chapter XI Diseases of the digestive system,Acute pancreatitis (for exclusion),19653,57,1.56 [1.08-2.26],0.0178991786122857
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,14676,2973,1.10 [1.00-1.21],0.0419957336886537
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,15897,1761,1.13 [1.01-1.26],0.0328989691026519
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,17962,912,1.17 [1.02-1.34],0.0235943572635253
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,14207,71,1.62 [1.15-2.30],0.0059819248001169
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",19597,68,1.60 [1.14-2.24],0.0063096847445239
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,19599,59,1.64 [1.15-2.32],0.0056772980955389
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,15114,978,1.16 [1.01-1.34],0.0303179923133519
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other deformities of toe(s),14154,18,0.14 [0.02-0.93],0.0418205473132854
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,14156,20,2.18 [1.38-3.43],0.0008158008389693
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of synovium and tendon,17246,196,1.30 [1.00-1.68],0.0485341251311759
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other soft tissue disorders, not elsewhere classified",17350,300,1.25 [1.00-1.55],0.0477498343254739
MUCL3,Mucin-like protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,17215,165,1.36 [1.05-1.77],0.0210225854546892
MUCL3,Mucin-like protein 3,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,19418,59,1.58 [1.11-2.25],0.0113078529631625
