Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TPSG1,Tryptase gamma,Chapter II Neoplasms,Benign lipomatous neoplasm,19666,262,1.68 [1.16-2.43],0.0062954269548833
TPSG1,Tryptase gamma,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,19917,62,2.20 [1.17-4.14],0.0147015552674276
TPSG1,Tryptase gamma,Chapter IX Diseases of the circulatory system,Peripheral artery disease,18818,141,0.49 [0.25-0.96],0.0371358264898648
TPSG1,Tryptase gamma,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,19250,68,1.97 [1.04-3.72],0.0372621143731028
TPSG1,Tryptase gamma,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other specified and unspecified  disorders of eyelid,19268,86,0.35 [0.15-0.83],0.0176143811834189
TPSG1,Tryptase gamma,Chapter IX Diseases of the circulatory system,Conduction disorders,15745,135,1.91 [1.15-3.17],0.0121540368290631
TPSG1,Tryptase gamma,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,9921,110,1.84 [1.07-3.17],0.0280288777239054
TPSG1,Tryptase gamma,Chapter IX Diseases of the circulatory system,Other arrhythmias,15682,72,2.40 [1.31-4.40],0.0045864371396957
TPSG1,Tryptase gamma,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,18845,126,0.40 [0.20-0.82],0.0123825465230115
TPSG1,Tryptase gamma,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,19571,96,2.06 [1.18-3.57],0.0106739168885944
TPSG1,Tryptase gamma,Chapter X Diseases of the respiratory system,Interstitial lung disease,18941,75,2.02 [1.08-3.79],0.0279429468492653
TPSG1,Tryptase gamma,Chapter X Diseases of the respiratory system,"ILD, hospital admissions",19640,75,2.03 [1.08-3.83],0.0277275845227313
TPSG1,Tryptase gamma,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,18936,70,1.99 [1.03-3.84],0.0400948859307099
TPSG1,Tryptase gamma,Chapter XI Diseases of the digestive system,Oral lichen ruber planus,19873,51,2.31 [1.14-4.65],0.0196297366915474
TPSG1,Tryptase gamma,Chapter XI Diseases of the digestive system,Hernia,17030,1718,0.81 [0.67-0.99],0.0386935739739955
TPSG1,Tryptase gamma,Chapter XI Diseases of the digestive system,Inguinal hernia,16266,954,0.77 [0.60-1.00],0.0493353266990119
TPSG1,Tryptase gamma,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,15954,642,0.71 [0.52-0.97],0.031188762928064
TPSG1,Tryptase gamma,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,17645,220,1.62 [1.09-2.40],0.0173102270680794
TPSG1,Tryptase gamma,Chapter XIV Diseases of the genitourinary system,Urethral stricture,17558,114,0.45 [0.21-0.94],0.033476593874168
