Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,20373,827,1.16 [1.00-1.35],0.0431246454320196
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,15215,815,1.32 [1.13-1.54],0.0004027112956857
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,20045,52,2.42 [1.38-4.23],0.0019876971475542
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Other viral diseases,23724,63,1.77 [1.06-2.96],0.0281511738650084
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",22440,392,1.25 [1.01-1.54],0.0374867543263193
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,22317,269,1.40 [1.09-1.80],0.0085784657455486
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",18500,49,0.54 [0.30-0.98],0.0424537242081885
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",18686,235,1.48 [1.13-1.95],0.0050477664983658
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",18504,53,2.19 [1.26-3.79],0.0051820074840515
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,23780,67,2.11 [1.28-3.48],0.0032390728914211
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,18653,1448,1.27 [1.13-1.43],5.245773952878377e-05
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,21587,696,1.19 [1.01-1.41],0.0382944929034133
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,18499,1294,1.26 [1.11-1.42],0.0002563616659119
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,18398,1193,1.27 [1.12-1.44],0.0002788050627275
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,17256,51,2.08 [1.18-3.68],0.0113594280406778
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter V Mental and behavioural disorders,Any mental disorder,20214,685,1.31 [1.11-1.54],0.0012359852215267
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",23347,200,1.37 [1.02-1.83],0.0351655129189461
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter V Mental and behavioural disorders,Smoking dependency,21757,83,1.65 [1.05-2.59],0.0288407129364306
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",19798,269,1.61 [1.25-2.07],0.0002246621266961
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter V Mental and behavioural disorders,Depression,22627,231,1.55 [1.18-2.02],0.0014359690315824
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter V Mental and behavioural disorders,Depression or dysthymia,19508,198,1.67 [1.25-2.24],0.0006132003970846
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,22480,544,0.82 [0.69-0.98],0.030168202939693
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter VI Diseases of the nervous system,Epilepsy,22101,165,0.56 [0.41-0.77],0.0003651406882919
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",22859,473,1.23 [1.01-1.48],0.0361158462150023
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,22611,225,1.35 [1.02-1.77],0.0338655309177619
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter IX Diseases of the circulatory system,"Hypertension, essential",16956,2448,1.15 [1.04-1.27],0.0053974035969097
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter IX Diseases of the circulatory system,Hypertension,17003,2495,1.16 [1.05-1.28],0.0033845667020555
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter IX Diseases of the circulatory system,Pulmonary embolism,22957,121,1.47 [1.01-2.14],0.0430668014482201
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter IX Diseases of the circulatory system,Venous thromboembolism,23062,242,1.51 [1.16-1.97],0.0021489650954167
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,12245,602,0.76 [0.63-0.91],0.0031549693246671
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,18565,2015,1.21 [1.09-1.33],0.0001881641176264
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter X Diseases of the respiratory system,Influenza and pneumonia,21691,253,1.50 [1.16-1.94],0.00217461323373
SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",21653,215,1.41 [1.06-1.87],0.0166327767731367
