Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ATG16L1,Autophagy-related protein 16-1,Chapter II Neoplasms,Lung cancer and mesothelioma,18180,158,0.70 [0.59-0.84],0.0001390289585075
ATG16L1,Autophagy-related protein 16-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,22992,2130,1.18 [1.12-1.24],1.0096964188772643e-11
ATG16L1,Autophagy-related protein 16-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,24153,1127,1.13 [1.06-1.21],0.0002556596565646
ATG16L1,Autophagy-related protein 16-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,23905,3043,1.14 [1.09-1.18],1.7480558581463098e-10
ATG16L1,Autophagy-related protein 16-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,24170,1348,1.17 [1.10-1.24],1.590698424572816e-07
ATG16L1,Autophagy-related protein 16-1,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,23877,1190,1.13 [1.06-1.20],0.0001792101305855
ATG16L1,Autophagy-related protein 16-1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,22786,5397,1.08 [1.05-1.11],9.676313432181251e-07
ATG16L1,Autophagy-related protein 16-1,Chapter IX Diseases of the circulatory system,Hypertension,23297,4400,1.09 [1.06-1.13],7.986401088089858e-08
ATG16L1,Autophagy-related protein 16-1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",23306,4409,1.09 [1.06-1.13],9.905644422526437e-08
ATG16L1,Autophagy-related protein 16-1,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",24025,1328,1.11 [1.04-1.18],0.0008370375288815
ATG16L1,Autophagy-related protein 16-1,Chapter X Diseases of the respiratory system,Emphysema,21811,166,0.48 [0.40-0.58],2.474714834121961e-14
ATG16L1,Autophagy-related protein 16-1,Chapter X Diseases of the respiratory system,Other diseases of pleura,24367,1117,1.12 [1.05-1.20],0.0005712579752441
ATG16L1,Autophagy-related protein 16-1,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,24456,765,1.15 [1.06-1.24],0.0007044757240113
ATG16L1,Autophagy-related protein 16-1,Chapter XI Diseases of the digestive system,Oesophageal obstruction,19672,131,0.31 [0.25-0.38],8.670649141148545e-28
