Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
HCLS1,Hematopoietic lineage cell-specific protein,Chapter II Neoplasms,Lung cancer and mesothelioma,21303,181,1.49 [1.18-1.88],0.0008053752987186
HCLS1,Hematopoietic lineage cell-specific protein,Chapter II Neoplasms,"Non-small cell lung cancer, excluding all cancers (controls excluding all cancers)",24876,122,1.63 [1.22-2.17],0.0008998347831014
HCLS1,Hematopoietic lineage cell-specific protein,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,24619,195,1.47 [1.17-1.85],0.0009132538938368
HCLS1,Hematopoietic lineage cell-specific protein,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,26900,2476,1.21 [1.14-1.29],3.138770381981378e-09
HCLS1,Hematopoietic lineage cell-specific protein,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,27961,3537,1.17 [1.11-1.23],7.989246747332172e-09
HCLS1,Hematopoietic lineage cell-specific protein,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,28241,1551,1.17 [1.08-1.27],0.000194623260962
HCLS1,Hematopoietic lineage cell-specific protein,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,27934,1408,1.22 [1.12-1.33],3.6922113583758542e-06
HCLS1,Hematopoietic lineage cell-specific protein,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,26666,6254,1.10 [1.05-1.14],6.057261901497359e-06
HCLS1,Hematopoietic lineage cell-specific protein,Chapter IX Diseases of the circulatory system,Hypertension,27265,5089,1.11 [1.07-1.17],1.7501399974258872e-06
HCLS1,Hematopoietic lineage cell-specific protein,Chapter IX Diseases of the circulatory system,"Hypertension, essential",27282,5106,1.11 [1.07-1.17],1.801980335613196e-06
HCLS1,Hematopoietic lineage cell-specific protein,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",28099,1562,1.17 [1.08-1.27],0.0001359240389837
HCLS1,Hematopoietic lineage cell-specific protein,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,26690,4426,1.09 [1.04-1.14],0.0003938701531488
HCLS1,Hematopoietic lineage cell-specific protein,Chapter X Diseases of the respiratory system,Other diseases of pleura,28497,1296,1.19 [1.09-1.30],0.000111790068096
HCLS1,Hematopoietic lineage cell-specific protein,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,28594,881,1.24 [1.11-1.38],9.42022941336398e-05
