Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
TUBB3,Tubulin beta-3 chain,Chapter IX Diseases of the circulatory system,Other embolism and thrombosis,22735,46,2.85 [1.62-5.02],0.000269568410336
TUBB3,Tubulin beta-3 chain,Chapter IX Diseases of the circulatory system,Sequelae of cerebrovascular disease,23227,102,2.32 [1.48-3.65],0.000265738797075
TUBB3,Tubulin beta-3 chain,Chapter VI Diseases of the nervous system,Hemiplegia,23717,143,2.16 [1.43-3.26],0.0002528915925517
