Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
FNDC1,Fibronectin type III domain-containing protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,24188,1341,1.23 [1.10-1.37],0.0001628759674852
FNDC1,Fibronectin type III domain-containing protein 1,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,18968,42,4.66 [2.50-8.69],1.2367545684132175e-06
FNDC1,Fibronectin type III domain-containing protein 1,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,23968,132,2.01 [1.41-2.87],0.0001084626433401
FNDC1,Fibronectin type III domain-containing protein 1,Chapter V Mental and behavioural disorders,Smoking dependency,24067,1366,1.31 [1.18-1.47],1.3928203680027904e-06
FNDC1,Fibronectin type III domain-containing protein 1,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",22173,1569,1.22 [1.10-1.35],0.0002186108877595
FNDC1,Fibronectin type III domain-containing protein 1,Chapter XI Diseases of the digestive system,Toxic colitis,23131,23,4.22 [1.87-9.56],0.000550133443754
FNDC1,Fibronectin type III domain-containing protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,23158,55,0.41 [0.24-0.69],0.0007549190366106
FNDC1,Fibronectin type III domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,22376,500,1.40 [1.17-1.68],0.0003041026738694
FNDC1,Fibronectin type III domain-containing protein 1,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,23902,566,1.78 [1.50-2.11],2.3318308260663768e-11
FNDC1,Fibronectin type III domain-containing protein 1,Chapter XIV Diseases of the genitourinary system,Dialysis,23379,43,5.08 [2.84-9.10],4.32315608669326e-08
FNDC1,Fibronectin type III domain-containing protein 1,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,24392,1333,1.26 [1.13-1.41],3.546705225465364e-05
