Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
ELAVL4,ELAV-like protein 4,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,17047,431,1.18 [1.07-1.30],0.0006771621659446
ELAVL4,ELAV-like protein 4,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,22193,70,1.26 [1.02-1.55],0.0301631900765201
ELAVL4,ELAV-like protein 4,Chapter II Neoplasms,Melanocytic naevi,23654,208,0.79 [0.66-0.94],0.0089154421466329
ELAVL4,ELAV-like protein 4,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),21837,307,1.14 [1.02-1.28],0.0225344132940588
ELAVL4,ELAV-like protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,22459,281,1.17 [1.04-1.32],0.0079562778626757
ELAVL4,ELAV-like protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,22452,274,1.17 [1.04-1.32],0.0115399384922055
ELAVL4,ELAV-like protein 4,Chapter V Mental and behavioural disorders,Other anxiety disorders,22553,57,0.61 [0.43-0.87],0.0058347982904489
ELAVL4,ELAV-like protein 4,Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,23651,128,1.23 [1.05-1.45],0.0123729694316724
ELAVL4,ELAV-like protein 4,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,20156,1686,1.07 [1.02-1.13],0.0116655205775219
ELAVL4,ELAV-like protein 4,Chapter X Diseases of the respiratory system,Influenza and pneumonia,22811,159,1.17 [1.00-1.37],0.0433755741033897
ELAVL4,ELAV-like protein 4,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,23669,54,1.34 [1.07-1.67],0.0101783866076907
ELAVL4,ELAV-like protein 4,Chapter X Diseases of the respiratory system,Interstitial lung disease,22659,41,1.32 [1.03-1.71],0.0292849623430996
ELAVL4,ELAV-like protein 4,Chapter X Diseases of the respiratory system,"ILD, hospital admissions",23725,41,1.32 [1.03-1.71],0.0312964943754678
ELAVL4,ELAV-like protein 4,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,22654,36,1.33 [1.02-1.74],0.0338156838129641
ELAVL4,ELAV-like protein 4,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),19550,555,1.10 [1.00-1.20],0.0458341207417067
ELAVL4,ELAV-like protein 4,Chapter XI Diseases of the digestive system,Ventral hernia,20550,77,1.30 [1.07-1.58],0.0093995968943604
ELAVL4,ELAV-like protein 4,Chapter XI Diseases of the digestive system,Diverticular disease of intestine,18442,266,1.17 [1.03-1.32],0.0137908747223235
ELAVL4,ELAV-like protein 4,Chapter XI Diseases of the digestive system,Diseases of liver,23209,108,1.30 [1.11-1.53],0.0016048534483048
ELAVL4,ELAV-like protein 4,Chapter XI Diseases of the digestive system,Other diseases of liver,23163,62,1.30 [1.05-1.61],0.0144723875634785
ELAVL4,ELAV-like protein 4,Chapter XI Diseases of the digestive system,Intestinal malabsorption,22562,62,1.27 [1.02-1.59],0.0364297363211257
ELAVL4,ELAV-like protein 4,Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,23122,59,0.66 [0.47-0.93],0.0179942976376195
ELAVL4,ELAV-like protein 4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,19801,1622,1.06 [1.00-1.12],0.0467235184833953
ELAVL4,ELAV-like protein 4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,18288,109,1.20 [1.00-1.44],0.0491292299279447
ELAVL4,ELAV-like protein 4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,18487,308,1.13 [1.00-1.27],0.0498964602510975
ELAVL4,ELAV-like protein 4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,23553,92,1.24 [1.03-1.50],0.0259683426822055
ELAVL4,ELAV-like protein 4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,18202,23,1.45 [1.08-1.94],0.0137593886698419
ELAVL4,ELAV-like protein 4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,18805,245,1.15 [1.01-1.30],0.0357106826554793
ELAVL4,ELAV-like protein 4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,23376,37,1.45 [1.15-1.83],0.0016961640584118
ELAVL4,ELAV-like protein 4,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,20192,3735,1.05 [1.01-1.09],0.0247261873192925
ELAVL4,ELAV-like protein 4,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,22699,29,1.47 [1.14-1.90],0.0028996053926795
ELAVL4,ELAV-like protein 4,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,23587,47,1.30 [1.01-1.66],0.0398982787582286
ELAVL4,ELAV-like protein 4,Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,22527,754,1.08 [1.00-1.17],0.0497821190724229
ELAVL4,ELAV-like protein 4,Chapter XIV Diseases of the genitourinary system,Other disorders of urethra and urinary system,22304,531,1.11 [1.02-1.22],0.0198396309975945
