Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SCN3B,Sodium channel subunit beta-3,Chapter I Certain infectious and parasitic diseases,Other viral diseases,23694,92,1.41 [1.02-1.96],0.0382442632669459
SCN3B,Sodium channel subunit beta-3,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",23686,84,1.48 [1.07-2.05],0.0165027727276006
SCN3B,Sodium channel subunit beta-3,Chapter II Neoplasms,"Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)",20584,25,1.79 [1.02-3.11],0.040776205136588
SCN3B,Sodium channel subunit beta-3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,23400,74,1.55 [1.11-2.14],0.0092158899490217
SCN3B,Sodium channel subunit beta-3,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",20261,268,0.73 [0.53-1.00],0.0474734696610969
SCN3B,Sodium channel subunit beta-3,Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,19763,157,1.33 [1.01-1.74],0.0407650852463782
SCN3B,Sodium channel subunit beta-3,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,22698,423,1.27 [1.07-1.52],0.0074151534452245
SCN3B,Sodium channel subunit beta-3,Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,22604,291,0.70 [0.52-0.94],0.0175503725351782
SCN3B,Sodium channel subunit beta-3,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,23103,76,1.44 [1.02-2.05],0.0406175862926776
SCN3B,Sodium channel subunit beta-3,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,19096,101,0.59 [0.35-0.99],0.0453430510611643
SCN3B,Sodium channel subunit beta-3,Chapter XI Diseases of the digestive system,Ventral hernia,20550,77,1.43 [1.01-2.03],0.0440743855382758
SCN3B,Sodium channel subunit beta-3,Chapter XI Diseases of the digestive system,Intestinal malabsorption,22562,62,1.50 [1.04-2.17],0.028360535300768
SCN3B,Sodium channel subunit beta-3,Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,22528,86,0.47 [0.26-0.85],0.0128468817866701
SCN3B,Sodium channel subunit beta-3,Chapter XII Diseases of the skin and subcutaneous tissue,Scar conditions and fibrosis of skin,22515,73,0.36 [0.18-0.70],0.0025624935638679
SCN3B,Sodium channel subunit beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,18288,109,1.41 [1.04-1.92],0.0283846552875129
SCN3B,Sodium channel subunit beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibroblastic disorders,20833,54,1.83 [1.33-2.52],0.0002128029805797
SCN3B,Sodium channel subunit beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],20820,41,2.02 [1.46-2.80],2.0181707270883985e-05
SCN3B,Sodium channel subunit beta-3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,22622,89,1.53 [1.12-2.11],0.0084951479497604
SCN3B,Sodium channel subunit beta-3,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,22699,29,1.77 [1.08-2.91],0.0245803100529918
SCN3B,Sodium channel subunit beta-3,Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,23453,136,0.58 [0.37-0.91],0.017208838007831
SCN3B,Sodium channel subunit beta-3,Chapter XIV Diseases of the genitourinary system,Urethral stricture,21854,81,0.51 [0.28-0.93],0.0272810722871782
SCN3B,Sodium channel subunit beta-3,Chapter XIV Diseases of the genitourinary system,Adenomyosis (Endometriosis of uterus),9744,96,1.41 [1.04-1.91],0.0247563846645583
SCN3B,Sodium channel subunit beta-3,Chapter XIV Diseases of the genitourinary system,Dysplasia of cervi uteri,9774,126,1.35 [1.02-1.78],0.034961189544048
SCN3B,Sodium channel subunit beta-3,Chapter XIV Diseases of the genitourinary system,Pain and other conditions associated with female genital organs and menstrual cycle,9868,220,1.26 [1.01-1.58],0.0396642433506497
