Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",9298,19,2.82 [1.50-5.31],0.0012478623900401
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,18685,1700,1.19 [1.08-1.30],0.0003382431692034
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",19594,1137,1.14 [1.02-1.28],0.0190494457615562
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter IX Diseases of the circulatory system,Hypertension,19610,1153,1.13 [1.01-1.26],0.0303589651800046
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,16288,82,1.51 [1.05-2.16],0.0265586413456213
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,16377,171,1.33 [1.03-1.73],0.0301981392607736
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter IX Diseases of the circulatory system,Varicose veins,23165,379,0.82 [0.67-1.00],0.0445396395372901
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,20264,1697,1.20 [1.10-1.31],6.675994107064296e-05
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,23168,574,1.18 [1.02-1.36],0.0276770100354647
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Chronic sinusitis,22684,90,1.62 [1.17-2.26],0.0039015959006636
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,23766,53,1.67 [1.11-2.53],0.0147762242019709
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Other diseases of pleura,22862,156,1.33 [1.02-1.73],0.0377400773344731
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,23206,72,1.56 [1.08-2.26],0.0181150954292217
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,16971,4448,1.08 [1.02-1.15],0.0150519907705419
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,23180,646,1.24 [1.08-1.42],0.0018965779244248
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,23052,518,1.26 [1.08-1.46],0.002752723893254
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,23048,514,1.25 [1.08-1.46],0.0031173786267977
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XI Diseases of the digestive system,Diseases of the digestive system,22842,246,1.33 [1.08-1.65],0.0081407371146998
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XI Diseases of the digestive system,"Postprocedural disorders of digestive system, not elsewhere classified",22634,38,1.85 [1.14-3.00],0.0122453653180749
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XI Diseases of the digestive system,Other diseases of the digestive system,22750,154,1.36 [1.04-1.77],0.024607189762391
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XI Diseases of the digestive system,GI-bleeding,22745,149,1.35 [1.03-1.77],0.0302032665101511
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,21808,947,1.15 [1.02-1.29],0.0189988631561001
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other soft tissue disorders, not elsewhere classified",21237,376,1.23 [1.03-1.47],0.0197757780491149
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,21056,195,1.39 [1.10-1.76],0.00589577880092
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XIV Diseases of the genitourinary system,Acute renal failure,22797,33,0.43 [0.21-0.88],0.0213700958785314
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,"Chapter XV Pregnancy, childbirth and the puerperium",Haemorrhage in early pregnancy,12989,106,0.56 [0.38-0.84],0.0053832427394196
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,"Chapter XV Pregnancy, childbirth and the puerperium",Single spontaneous delivery,13187,220,0.73 [0.55-0.96],0.0235249738578784
