Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TUBB3,Tubulin beta-3 chain,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,22877,299,1.70 [1.21-2.38],0.0023306967669564
TUBB3,Tubulin beta-3 chain,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,22877,299,1.70 [1.21-2.38],0.0023306967669564
TUBB3,Tubulin beta-3 chain,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,20321,40,2.66 [1.35-5.25],0.0046755656013542
TUBB3,Tubulin beta-3 chain,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",20341,60,2.19 [1.17-4.11],0.0145101994440614
TUBB3,Tubulin beta-3 chain,Chapter V Mental and behavioural disorders,Smoking dependency,22089,64,2.44 [1.31-4.54],0.0049336298385493
TUBB3,Tubulin beta-3 chain,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,22698,423,1.45 [1.08-1.95],0.0139614767275538
TUBB3,Tubulin beta-3 chain,Chapter VI Diseases of the nervous system,Migraine,22359,84,1.88 [1.05-3.36],0.0336203276622503
TUBB3,Tubulin beta-3 chain,Chapter VI Diseases of the nervous system,"Migraine, unspecified, drug-induced",23520,75,2.21 [1.26-3.87],0.0056027895374096
TUBB3,Tubulin beta-3 chain,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma,23507,43,2.69 [1.32-5.46],0.0062699445752306
TUBB3,Tubulin beta-3 chain,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of ear,23385,87,1.82 [1.03-3.21],0.0400037181150885
TUBB3,Tubulin beta-3 chain,Chapter XI Diseases of the digestive system,Other diseases of oesophagus,19054,59,2.08 [1.08-4.01],0.0287859066052102
TUBB3,Tubulin beta-3 chain,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,19096,101,0.47 [0.24-0.94],0.0334030922836026
TUBB3,Tubulin beta-3 chain,Chapter XI Diseases of the digestive system,Umbilical hernia,20572,99,1.78 [1.06-3.01],0.0306631150044689
TUBB3,Tubulin beta-3 chain,Chapter XI Diseases of the digestive system,Other functional intestinal disorders,18388,212,1.61 [1.08-2.40],0.0204293899552555
TUBB3,Tubulin beta-3 chain,Chapter XI Diseases of the digestive system,Constipation,22840,188,1.80 [1.20-2.71],0.0046732873398342
TUBB3,Tubulin beta-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",20967,581,1.34 [1.02-1.75],0.0364435218344936
TUBB3,Tubulin beta-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,18376,197,1.66 [1.09-2.52],0.018761730067906
TUBB3,Tubulin beta-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,23376,37,0.31 [0.10-0.94],0.0380367628615351
TUBB3,Tubulin beta-3 chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,21335,98,1.87 [1.09-3.20],0.0229862896097999
TUBB3,Tubulin beta-3 chain,Chapter XIV Diseases of the genitourinary system,Diseases of male genital organs,9660,342,1.44 [1.03-2.02],0.0346766666163102
TUBB3,Tubulin beta-3 chain,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,23587,47,2.10 [1.03-4.27],0.0402145372895002
TUBB3,Tubulin beta-3 chain,Chapter XIV Diseases of the genitourinary system,Hyperplasia of prostate,9379,61,2.37 [1.25-4.48],0.0081071396619938
TUBB3,Tubulin beta-3 chain,Chapter XIV Diseases of the genitourinary system,Female genital prolapse,9913,265,0.61 [0.39-0.94],0.0265664524316847
TUBB3,Tubulin beta-3 chain,Chapter XIV Diseases of the genitourinary system,"Other noninflammatory disorders of uterus, except cervix",9832,184,0.58 [0.35-0.98],0.0423016525123444
TUBB3,Tubulin beta-3 chain,"Chapter XV Pregnancy, childbirth and the puerperium","Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",13194,138,0.54 [0.30-1.00],0.0485081296977287
TUBB3,Tubulin beta-3 chain,"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,13203,280,0.62 [0.41-0.95],0.0276442609417059
TUBB3,Tubulin beta-3 chain,"Chapter XV Pregnancy, childbirth and the puerperium",Single spontaneous delivery,13142,219,0.59 [0.37-0.95],0.0290301306679779
