Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,24012,95,1.80 [1.05-3.08],0.0320993890543316
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",20999,338,1.42 [1.05-1.93],0.0225979312233004
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter V Mental and behavioural disorders,Depression,23082,293,1.48 [1.07-2.05],0.0165676480112846
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter V Mental and behavioural disorders,Depression or dysthymia,20873,256,1.62 [1.15-2.28],0.0053381586463335
COX6B1,Cytochrome c oxidase subunit 6B1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",24198,84,0.47 [0.24-0.95],0.0346914605961271
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,19209,1743,1.20 [1.03-1.39],0.0178360682055863
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,24145,61,1.95 [1.02-3.74],0.0440083641449592
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter IX Diseases of the circulatory system,Varicose veins,23827,386,0.71 [0.52-0.97],0.029245307357428
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,20836,1741,1.31 [1.14-1.51],0.0001946317811578
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter X Diseases of the respiratory system,Acute upper respiratory infections,24412,119,1.81 [1.12-2.92],0.0159281435618159
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter X Diseases of the respiratory system,Other diseases of upper respiratory tract,23826,586,1.33 [1.05-1.68],0.0166939514080594
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter X Diseases of the respiratory system,Chronic sinusitis,23331,91,2.05 [1.19-3.52],0.0093903188554362
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter X Diseases of the respiratory system,Asthma,18811,716,1.25 [1.00-1.55],0.0449331545185624
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",18674,716,1.25 [1.01-1.55],0.044561940702799
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,24447,54,2.32 [1.19-4.54],0.0135127177094744
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,23843,667,1.27 [1.02-1.59],0.0322205769633338
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,23711,535,1.33 [1.05-1.70],0.0204937852691481
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,23707,531,1.32 [1.03-1.69],0.0260167024024879
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter XI Diseases of the digestive system,Diseases of liver,23969,108,0.54 [0.30-0.99],0.0459539441058369
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,22432,969,1.24 [1.03-1.50],0.0208523616510553
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other soft tissue disorders, not elsewhere classified",21848,385,1.44 [1.09-1.91],0.0104268937727846
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,21664,201,1.68 [1.16-2.44],0.0066546037393891
COX6B1,Cytochrome c oxidase subunit 6B1,Chapter XIV Diseases of the genitourinary system,Benign mammary dysplasia,13289,66,2.05 [1.08-3.89],0.0282695063177202
COX6B1,Cytochrome c oxidase subunit 6B1,"Chapter XV Pregnancy, childbirth and the puerperium",Haemorrhage in early pregnancy,13351,108,0.48 [0.26-0.91],0.0247999004426847
