,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.534 [0.512 - 0.554],0.523 [0.518 - 0.527],0.522 [0.488 - 0.558],0.522 [0.518 - 0.527],0.016 [0.014 - 0.018],0.044 [0.010 - 0.080],0.031 [0.028 - 0.034]
Demographic,0.589 [0.567 - 0.609],0.570 [0.565 - 0.574],0.569 [0.534 - 0.604],0.570 [0.565 - 0.574],0.019 [0.017 - 0.021],0.139 [0.104 - 0.174],0.037 [0.034 - 0.041]
Protein+Demographic,0.570 [0.549 - 0.591],0.552 [0.547 - 0.556],0.552 [0.517 - 0.589],0.552 [0.547 - 0.556],0.018 [0.016 - 0.020],0.104 [0.068 - 0.141],0.035 [0.031 - 0.038]
