,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.703 [0.661 - 0.742],0.648 [0.643 - 0.653],0.645 [0.564 - 0.720],0.648 [0.643 - 0.653],0.007 [0.006 - 0.009],0.293 [0.211 - 0.369],0.014 [0.012 - 0.017]
Demographic,0.788 [0.752 - 0.821],0.708 [0.704 - 0.713],0.704 [0.630 - 0.774],0.708 [0.704 - 0.713],0.010 [0.008 - 0.011],0.413 [0.340 - 0.482],0.019 [0.015 - 0.022]
Protein+Demographic,0.807 [0.771 - 0.840],0.727 [0.723 - 0.732],0.728 [0.648 - 0.796],0.727 [0.723 - 0.731],0.010 [0.009 - 0.012],0.456 [0.375 - 0.522],0.021 [0.017 - 0.024]
