,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.903 [0.895 - 0.911],0.827 [0.824 - 0.830],0.825 [0.806 - 0.844],0.827 [0.824 - 0.831],0.134 [0.127 - 0.141],0.653 [0.633 - 0.673],0.230 [0.220 - 0.241]
Demographic,0.799 [0.789 - 0.810],0.731 [0.728 - 0.735],0.730 [0.707 - 0.753],0.731 [0.728 - 0.735],0.081 [0.077 - 0.086],0.462 [0.439 - 0.484],0.146 [0.139 - 0.154]
Protein+Demographic,0.905 [0.897 - 0.913],0.827 [0.824 - 0.830],0.827 [0.808 - 0.847],0.827 [0.824 - 0.830],0.134 [0.127 - 0.141],0.654 [0.635 - 0.675],0.231 [0.220 - 0.242]
