,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.652 [0.601 - 0.700],0.651 [0.646 - 0.655],0.649 [0.560 - 0.731],0.651 [0.646 - 0.655],0.006 [0.005 - 0.008],0.300 [0.211 - 0.378],0.012 [0.010 - 0.015]
Demographic,0.791 [0.759 - 0.822],0.740 [0.736 - 0.745],0.744 [0.669 - 0.816],0.740 [0.736 - 0.745],0.010 [0.008 - 0.012],0.484 [0.411 - 0.557],0.019 [0.016 - 0.023]
Protein+Demographic,0.765 [0.723 - 0.803],0.724 [0.719 - 0.728],0.718 [0.641 - 0.794],0.724 [0.719 - 0.728],0.009 [0.007 - 0.011],0.442 [0.365 - 0.518],0.017 [0.014 - 0.021]
