,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.799 [0.772 - 0.823],0.723 [0.719 - 0.728],0.723 [0.676 - 0.772],0.723 [0.719 - 0.728],0.020 [0.018 - 0.023],0.447 [0.399 - 0.495],0.040 [0.035 - 0.045]
Demographic,0.698 [0.671 - 0.725],0.656 [0.652 - 0.661],0.656 [0.605 - 0.702],0.656 [0.652 - 0.661],0.015 [0.013 - 0.017],0.313 [0.260 - 0.359],0.029 [0.026 - 0.033]
Protein+Demographic,0.803 [0.777 - 0.827],0.720 [0.716 - 0.725],0.721 [0.673 - 0.768],0.720 [0.716 - 0.725],0.020 [0.018 - 0.023],0.442 [0.392 - 0.489],0.039 [0.035 - 0.044]
