,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.560 [0.518 - 0.601],0.547 [0.542 - 0.551],0.544 [0.467 - 0.616],0.547 [0.542 - 0.551],0.004 [0.003 - 0.005],0.091 [0.016 - 0.163],0.008 [0.006 - 0.010]
Demographic,0.651 [0.607 - 0.694],0.606 [0.602 - 0.610],0.605 [0.534 - 0.679],0.606 [0.602 - 0.610],0.005 [0.004 - 0.006],0.210 [0.140 - 0.285],0.010 [0.008 - 0.012]
Protein+Demographic,0.645 [0.600 - 0.688],0.646 [0.642 - 0.651],0.642 [0.569 - 0.716],0.646 [0.642 - 0.651],0.006 [0.005 - 0.007],0.288 [0.215 - 0.363],0.012 [0.010 - 0.014]
