,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.619 [0.602 - 0.636],0.584 [0.578 - 0.590],0.584 [0.551 - 0.615],0.584 [0.578 - 0.591],0.056 [0.052 - 0.061],0.168 [0.136 - 0.199],0.102 [0.094 - 0.110]
Demographic,0.741 [0.728 - 0.756],0.674 [0.668 - 0.680],0.674 [0.643 - 0.704],0.674 [0.668 - 0.680],0.080 [0.074 - 0.086],0.348 [0.316 - 0.378],0.144 [0.134 - 0.154]
Protein+Demographic,0.744 [0.730 - 0.758],0.676 [0.670 - 0.682],0.675 [0.647 - 0.707],0.676 [0.670 - 0.682],0.081 [0.075 - 0.087],0.352 [0.322 - 0.384],0.145 [0.135 - 0.155]
