,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.692 [0.659 - 0.727],0.645 [0.641 - 0.649],0.647 [0.590 - 0.705],0.645 [0.641 - 0.649],0.009 [0.007 - 0.010],0.293 [0.235 - 0.350],0.017 [0.015 - 0.020]
Demographic,0.565 [0.526 - 0.603],0.560 [0.555 - 0.564],0.559 [0.498 - 0.618],0.560 [0.555 - 0.564],0.006 [0.005 - 0.007],0.119 [0.055 - 0.179],0.012 [0.010 - 0.014]
Protein+Demographic,0.696 [0.663 - 0.731],0.643 [0.639 - 0.647],0.639 [0.580 - 0.700],0.643 [0.639 - 0.647],0.009 [0.007 - 0.010],0.282 [0.222 - 0.342],0.017 [0.015 - 0.020]
