,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.596 [0.554 - 0.634],0.570 [0.566 - 0.575],0.573 [0.502 - 0.638],0.570 [0.566 - 0.575],0.005 [0.004 - 0.006],0.144 [0.072 - 0.208],0.010 [0.008 - 0.012]
Demographic,0.680 [0.645 - 0.711],0.625 [0.621 - 0.629],0.626 [0.555 - 0.686],0.625 [0.621 - 0.629],0.006 [0.005 - 0.007],0.251 [0.181 - 0.312],0.013 [0.011 - 0.015]
Protein+Demographic,0.668 [0.631 - 0.699],0.622 [0.618 - 0.626],0.624 [0.551 - 0.690],0.622 [0.618 - 0.626],0.006 [0.005 - 0.007],0.247 [0.173 - 0.312],0.012 [0.011 - 0.015]
