,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.631 [0.610 - 0.652],0.592 [0.587 - 0.597],0.592 [0.552 - 0.634],0.592 [0.587 - 0.597],0.021 [0.019 - 0.024],0.184 [0.146 - 0.226],0.041 [0.037 - 0.046]
Demographic,0.701 [0.680 - 0.723],0.652 [0.648 - 0.657],0.653 [0.614 - 0.694],0.652 [0.648 - 0.657],0.027 [0.025 - 0.030],0.305 [0.265 - 0.346],0.053 [0.047 - 0.058]
Protein+Demographic,0.704 [0.683 - 0.723],0.645 [0.640 - 0.650],0.646 [0.607 - 0.682],0.645 [0.640 - 0.650],0.027 [0.024 - 0.029],0.292 [0.252 - 0.328],0.051 [0.046 - 0.056]
