,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.971 [0.939 - 0.991],0.938 [0.935 - 0.940],0.937 [0.881 - 0.979],0.938 [0.935 - 0.940],0.033 [0.027 - 0.040],0.875 [0.818 - 0.918],0.064 [0.053 - 0.077]
Demographic,0.761 [0.710 - 0.807],0.691 [0.687 - 0.695],0.689 [0.603 - 0.777],0.691 [0.687 - 0.695],0.005 [0.004 - 0.006],0.380 [0.292 - 0.466],0.010 [0.008 - 0.013]
Protein+Demographic,0.969 [0.936 - 0.991],0.939 [0.937 - 0.941],0.938 [0.882 - 0.978],0.939 [0.937 - 0.941],0.034 [0.028 - 0.041],0.876 [0.821 - 0.916],0.065 [0.054 - 0.079]
