,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.721 [0.687 - 0.753],0.662 [0.657 - 0.668],0.661 [0.592 - 0.728],0.662 [0.657 - 0.668],0.014 [0.011 - 0.016],0.324 [0.255 - 0.389],0.027 [0.022 - 0.031]
Demographic,0.866 [0.848 - 0.883],0.796 [0.791 - 0.801],0.797 [0.740 - 0.849],0.796 [0.791 - 0.801],0.027 [0.023 - 0.031],0.593 [0.534 - 0.645],0.052 [0.044 - 0.060]
Protein+Demographic,0.865 [0.847 - 0.883],0.796 [0.791 - 0.800],0.798 [0.737 - 0.848],0.796 [0.791 - 0.800],0.027 [0.022 - 0.031],0.593 [0.532 - 0.645],0.051 [0.044 - 0.059]
