,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.810 [0.795 - 0.826],0.734 [0.729 - 0.738],0.734 [0.703 - 0.765],0.734 [0.729 - 0.738],0.058 [0.053 - 0.062],0.467 [0.437 - 0.497],0.107 [0.100 - 0.114]
Demographic,0.766 [0.749 - 0.781],0.689 [0.685 - 0.694],0.690 [0.657 - 0.721],0.689 [0.685 - 0.694],0.047 [0.044 - 0.051],0.379 [0.346 - 0.410],0.088 [0.082 - 0.095]
Protein+Demographic,0.818 [0.802 - 0.833],0.737 [0.733 - 0.742],0.739 [0.707 - 0.771],0.737 [0.733 - 0.742],0.059 [0.054 - 0.064],0.476 [0.443 - 0.509],0.109 [0.101 - 0.117]
